"key","message","comment","context"
"Compliant arrival product qty","Cantidad de productos recibidos conformes",,
"Computation priority","Prioridad de cálculo",,
"Configuration","Configuración",,
"Configuration is missing in stock configuration to see financial data","Configure el módulo de stock por empresa para ver los datos financieros de las ubicaciones",,
"Confirm","Confirmar",,
"Confirm cancellation","Confirmar cancelación",,
"Conformity","Conformidad",,
"Conformity Certificates","Certificados de conformidad",,
"Conformity certificate","Certificado de conformidad",,
"Conformity certificate template","Plantilla de certificado de conformidad",,
"ConformityCertificate.certificateNumber","N° del certificado",,
"ConformityCertificate.customerName","Razón social del cliente",,
"ConformityCertificate.designation","Designación",,
"ConformityCertificate.externalReference","Referencia del cliente",,
"ConformityCertificate.function","Función",,
"ConformityCertificate.lotNoRef","Lote N°/Ref.",,
"ConformityCertificate.name","Nombre",,
"ConformityCertificate.numberAndDateDelivery","N° y fecha de entrega",,
"ConformityCertificate.orderDate","Fecha de pedido",,
"ConformityCertificate.orderNumber","N° de pedido",,
"ConformityCertificate.partNumber","Código de artículo",,
"ConformityCertificate.qtyUnit","Cant. / Unidad",,
"ConformityCertificate.quantity","Cantidad",,
"ConformityCertificate.sequence","Posición",,
"ConformityCertificate.signature","Firma",,
"ConformityCertificate.stockMoveLineRowNum","Línea",,
"Consignments by post","Envíos postales",,
"Control entry","Registro de control",,
"Control on Receipt","Control en la recepción",,
"Control stock rules are activated by supply chain batch.","Las reglas de control de stock son activadas por un proceso masivo de cadena de suministro.",,
"Correction Reason","Motivo de corrección",,
"Cost price","Precio de costo",,
"Country","País",,
"Country of origin","País de origen",,
"Create inventory","Crear inventario",,
"Create new tracking numbers","Crear nuevos números de serie",,
"Created by","Creado por",,
"Created on","Creado el",,
"Current","Actual",,
"Current Qty","Cantidad actual",,
"Current Quantity","Cantidad actual",,
"Current qty","Cantidad actual",,
"Current quantity problem","Problema con la cantidad actual",,
"Cust. Shipment to prepare","Expediciones de cliente a preparar",,
"Customer account","Cuenta de cliente",,
"Customer account number","Número de cuenta de cliente",,
"Customer account number to carrier","Número de cuenta de cliente con el transportista",,
"Customer account numbers to carriers","Números de cuenta de cliente con transportistas",,
"Customer average delivery delay","Demora promedio de entrega al cliente",,
"Customer deliveries","Entregas a clientes",,
"Customer deliveries by country","Entregas a clientes por país",,
"Customer deliveries filters","Entregas a clientes",,
"Customer deliveries statistics","Estadísticas de entregas a clientes",,
"Customer returns","Devoluciones de clientes",,
"Customer virtual stock location","Ubicación virtual de cliente",,
"Customs","Aduanas",,
"Customs code","Código aduanero",,
"Customs code nomenclature","Código de nomenclatura aduanera",,
"Customs code nomenclature:all","Códigos de nomenclatura aduanera",,
"Cut off move generated","Asiento de corte generado",,
"Dashboard","Panel",,
"Dashlet.Moves","Movimientos",,
"Data is null or empty","Los datos son nulos o están vacíos",,
"Date","Fecha",,
"Date and time","Fecha y hora",,
"Date t","Fecha t",,
"Dates","Fechas",,
"Days","Días",,
"Deallocate","Desasignar",,
"Deallocate all","Desasignar todo",,
"Declaration of exchanges for %s is not supported.","La declaración de intercambios para %s no está soportada.",,
"Default external stock location","Ubicación externa predeterminada",,
"Default from stock location for sales and to stock location for purchases","Ubicación fuente predeterminada para ventas y ubicación de destino predeterminada para compras.",,
"Default signatory user","Firmante predeterminado",,
"Default stock location","Ubicación predeterminada",,
"Default stock location by site","Ubicación de stock predeterminada por sitio",,
"Default to stock location for sales and from stock location for purchases","Ubicación de destino predeterminada para ventas y ubicación fuente predeterminada para compras.",,
"Default unit","Unidad predeterminada",,
"Default unit when creating a new product.","Unidad predeterminada al crear un nuevo producto.",,
"Defense or intergovernmental program","Programa de defensa o intergubernamental",,
"Deferred invoicing","Facturación diferida",,
"Define ideal Qty","Definir cantidad ideal",,
"Define max Qty","Definir cantidad máxima",,
"Delay","Demora",,
"Delayed invoicing","Facturación aplazada",,
"Deliver to customer","Cliente entregado",,
"Deliver to customer is not set.","El cliente entregado no está configurado.",,
"Deliveries","Entregas",,
"Deliveries Cancelled","Entregas canceladas",,
"Deliveries Details","Detalles de entregas",,
"Deliveries History","Historial de entregas",,
"Deliveries to prepare","Entregas a preparar",,
"Delivery delay (days)","Demora de entrega (días)",,
"Delivery for trial sale","Entrega para venta a prueba",,
"Delivery number","N° de expedición",,
"Delivery stock move","Entrega al cliente",,
"Deported stock location","Stock depositado en",,
"Description","Descripción",,
"Destination location","Ubicación de destino",,
"Detailed stock","Stock detallado",,
"Details","Detalles generales del stock",,
"Details of the tracking number's availables","Detalles de los números de serie disponibles",,
"Details of the tracking number's unavailables","Detalles de los números de serie no disponibles",,
"Details stock location lines","Detalles de líneas de ubicación de stock",,
"Dimension 0","Dimensión 0",,
"Dimension 1","Dimensión 1",,
"Dimension 2","Dimensión 2",,
"Dimension 3","Dimensión 3",,
"Dimensional","Dimensional",,
"Dimensions","Dimensiones",,
"Dimensions and masses","Dimensiones y masas",,
"Dimensions title","Títulos de dimensiones",,
"Display accounting value in location financial data printing","Mostrar valorización contable en impresión de datos financieros de ubicaciones",,
"Display available tracking numbers","Mostrar números de serie disponibles",,
"Display average price in printing","Mostrar valorización al PMP en impresión de datos financieros de ubicaciones",,
"Display barcode on Picking printing","Mostrar códigos de barras en impresión de órdenes de preparación",,
"Display customer code on picking printing","Mostrar código de cliente en impresión",,
"Display external ref. on certificate of conformity printing","Mostrar referencia del cliente en el certificado de conformidad",,
"Display line details on printing","Mostrar detalle de líneas en impresión",,
"Display order reference and order date","Mostrar número de pedido y fecha de pedido del cliente",,
"Display partner sequence on printing","Mostrar referencia del tercero en impresiones",,
"Display price on printing","Mostrar precio en impresiones",,
"Display product code on printing","Mostrar código de producto en impresiones",,
"Display purchase value in location financial data printing","Mostrar valorización de compra en impresión de datos financieros de ubicaciones",,
"Display sale value in location financial data printing","Mostrar valorización de venta en impresión de datos financieros de ubicaciones",,
"Display tracking number details on Picking printing","Mostrar números de serie en impresión de órdenes de preparación",,
"Display tracking number details on certificate of conformity printing","Mostrar números de serie en impresión de certificados de conformidad",,
"Do you want to allocate all the products ?","¿Desea asignar toda la mercancía?",,
"Do you want to generate backorder for not delivered quantities?","¿Desea gestionar los pedidos pendientes para las cantidades no entregadas?",,
"Do you want to generate backorder for not received quantities?","¿Desea gestionar los pedidos pendientes para las cantidades no recibidas?",,
"Do you want to proceed?","¿Desea continuar?",,
"Does not include quantities from sub stock locations","No incluye cantidades de las sub-ubicaciones de stock.",,
"Draft","Borrador",,
"Draft move","Mov. borrador",,
"Economic area","Zona económica",,
"Electronic signature","Firma electrónica",,
"Email sent","Correo enviado",,
"Enable incoterm","Activar incoterms",,
"Enable product description copy","Permitir copia de descripción de producto",,
"Enable site management for stock","Gestionar los sitios para los stocks",,
"End date","Fecha de fin",,
"Error: %s and %s fields are required and can not be null","Error: los campos %s y %s son obligatorios y no pueden ser nulos",,
"Error: %s field is required and can not be null","Error: el campo %s es obligatorio y no puede ser nulo",,
"Estimated Date","Fecha estimada",,
"Estimated date","Fecha estimada",,
"Excl. out of stock products","Excl. productos sin stock",,
"Exonerated shipment and transfer","Expedición exonerada y transferencia",,
"Expected BigDecimal as result during the computation of field %s, please fix the corresponding formula.","Se esperaba un valor decimal como resultado del cálculo del campo %s, corrija la fórmula correspondiente.",,
"Expected Qty","Cantidad prevista",,
"Expected/Future Quantity","Cantidad prevista/futura",,
"Expired product(s): %s","Producto(s) vencido(s): %s",,
"Export","Exportar",,
"Export customs declaration","Despacho aduanero de exportación",,
"External","Externo",,
"External delivery comment","Comentario de expedición externa",,
"FIFO","FIFO",,
"Feature currently not available with Open Street Maps.","Función no disponible con Open Street Maps.",,
"Field","Campo",,
"Field's formula","Fórmula del campo",,
"Fields formula","Fórmula de campos",,
"Fields linked to the shipment are differents, the value of the oldest will be kept.","Los campos vinculados al transporte son diferentes; se conservarán los valores del movimiento de stock más antiguo.",,
"File %s successfully imported.","El archivo %s se importó correctamente.",,
"File (CSV)","Archivo (CSV)",,
"File Format","Formato de archivo",,
"Fill in products from movements","Definir productos a partir de movimientos",,
"Fill inventory","Completar inventario",,
"Fill inventory with","Rellenar inventario con",,
"Filter on available products","Filtrar por productos disponibles",,
"Filters","Filtros",,
"Final product density","Densidad final del producto",,
"Financial leasing","Leasing financiero",,
"Firm purchase or sale","Compra/venta en firme",,
"Fixed transport installations","Instalaciones de transporte fijas",,
"Forecasted Stock","Stock previsto",,
"Formula","Fórmula",,
"Forwarder","Transitario",,
"Freight Carrier","Transportista",,
"Freight carrier mode","Modo de transportista",,
"Freight carrier modes","Modos de transportista",,
"From","De",,
"From Date","Fecha de origen",,
"From address","Dirección de origen",,
"From date","Desde",,
"From rack","Del estante",,
"From stock location","Ubicación fuente",,
"Full name","Nombre completo",,
"Fullname","Nombre completo",,
"Fully spread over logistical forms","Completamente distribuido en fichas logísticas",,
"Future","Futuro",,
"Future Qty","Cantidad futura",,
"Future qty","Cantidad futura",,
"Gap","Diferencia",,
"Gap value","Valor de diferencia",,
"General","General",,
"General Stock Details","Detalles generales del stock",,
"Generate a new stock move","Generar un nuevo movimiento de stock",,
"Generate control invoice","Generar factura de control",,
"Generate credit note","Generar nota de crédito",,
"Generate invoice","Generar factura",,
"Generate new production auto tracking Nbr.","Generar N° de serie automático a la producción",,
"Generate new purchase auto tracking Nbr.","Generar N° de serie automático para compras",,
"Generate new sale auto tracking Nbr.","Generar N° de serie automático para ventas",,
"Generate picked products","Agregar a la lista de productos a tomar",,
"Generate reversion","Generar devolución",,
"Generate stock configurations","Generar configuraciones de stock",,
"Gross Mass","Masa bruta",,
"Group products on printings","Agrupar productos en impresiones",,
"Header","Encabezado",,
"Historical Period","Histórico",,
"ISPM standard required","Norma NIMF 15 requerida",,
"Ideal Qty","Cantidad ideal",,
"Import customs clearance","Despacho aduanero de importación",,
"Import duties and taxes","Aranceles e impuestos de importación",,
"Impossible to create a picked product for product %s, no stock found for company %s","Imposible crear una línea para el producto %s, no se encontró stock para la empresa %s",,
"In progress","En curso",,
"Incl. obsolete products","Incluir productos obsoletos",,
"Incl. sub location stock","Incluir sub-ubicaciones de stock",,
"Include out of stocks products","Incluir productos sin stock",,
"Include virtual sub location","Mostrar sub-ubicaciones virtuales",,
"Incoming amount","Monto de entrada",,
"Incoming move","Recepción",,
"Incoming move information","Información de recepción",,
"Incoming move lines","Líneas de recepción",,
"Incoming quantity","Cantidad de entrada",,
"Incorrect product for stock correction","Producto incorrecto para la corrección de stock",,
"Incorrect product in inventory line","Producto incorrecto en la línea de inventario",,
"Incoterm","Incoterm",,
"Incoterm Code","Código",,
"Incoterm Name","Nombre",,
"Incoterms","Incoterms",,
"Information","Información",,
"Insurance","Seguro de transporte principal",,
"Internal","Interno",,
"Internal Stock Move filters","Filtros de movimientos de stock internos",,
"Internal Stock Moves","Movimientos internos",,
"Internal delivery comment","Comentario de expedición interna",,
"Internal move","Movimiento interno",,
"Internal move information","Información de movimiento interno",,
"Internal move lines","Líneas de movimiento interno",,
"Internal stock move","Movimiento interno",,
"Intracommunity acquisition taxable in france","Adquisición intracomunitaria sujeta a impuesto en Francia",,
"Inventories","Inventarios",,
"Inventories History","Historial de inventarios",,
"Inventories filters","Filtros de inventarios",,
"Inventory","Inventario",,
"Inventory Calendar","Calendario de inventarios",,
"Inventory N°","N° de inventario",,
"Inventory Title","Título del inventario",,
"Inventory line","Línea de inventario",,
"Inventory line successfully updated","Línea de inventario actualizada correctamente.",,
"Inventory lines","Líneas de inventario",,
"Inventory successfully updated","Inventario actualizado correctamente.",,
"Inventory template","Plantilla de inventario",,
"Inventory valuation type","Método de valorización de inventarios",,
"Inventory virtual stock location","Ubicación virtual de inventario",,
"Inventory's lines' list has been filled.","La lista de líneas de inventario ha sido completada.",,
"Inventory.barcode","Código de barras",,
"Inventory.category","Categoría",,
"Inventory.code","Código",,
"Inventory.company","Empresa",,
"Inventory.createdOn","Fecha de creación",,
"Inventory.date","Fecha",,
"Inventory.description","Descripción",,
"Inventory.fromRack","desde",,
"Inventory.lastInventoryDate","Último inventario",,
"Inventory.lineStockLocation","Ubicación de stock",,
"Inventory.plannedEndDateT","Fecha de fin planificada",,
"Inventory.plannedStartDateT","Fecha de inicio planificada",,
"Inventory.product","Producto",,
"Inventory.productCategory","Categoría de producto",,
"Inventory.productFamily","Familia contable",,
"Inventory.rack","Estante",,
"Inventory.realQty","Cantidad real",,
"Inventory.stockLocation","Ubicación",,
"Inventory.title","INVENTARIO",,
"Inventory.toRack","hasta",,
"Inventory.trackingNumber","N° de serie",,
"Inventory.unit","Cantidad supuesta",,
"Invoiced","Facturado",,
"Is ISPM15 required","Norma NIMF 15 requerida",,
"Is avg price changed","Precio promedio modificado",,
"Is certificate of conformity required","Certificado de conformidad requerido",,
"Is certificate of conformity signed","Certificado de conformidad firmado",,
"Is real qty modified by user","Cantidad real modificada por el usuario",,
"Is reversion","Es una devolución",,
"LIFO","LIFO",,
"Label","Etiqueta",,
"Last Future Stock Move","Fecha del último movimiento futuro",,
"Last Inventory date","Fecha del último inventario",,
"Last inventory","Último inventario",,
"Last inventory date","Fecha del último inventario",,
"Last inventory real qty","Cantidad real del último inventario",,
"Late Deliveries","Entregas en retraso",,
"Late customer deliveries","Entregas a clientes en retraso",,
"Late supplier arrivals","Entregas de proveedores en retraso",,
"Line length too big","Tamaño de línea demasiado grande",,
"Line successfully added to stock move with id %s","Línea agregada correctamente al movimiento de stock con id %s.",,
"Line successfully split.","La línea se dividió correctamente.",,
"Line successfully updated.","Línea actualizada correctamente.",,
"Lines","Líneas",,
"Lines created successfully","Líneas creadas correctamente",,
"Links","Vínculos",,
"Loading on truck in port of import","Carga en camión en el puerto de importación",,
"Loading on vessel/airplane in port of export","Carga del medio de transporte principal en la salida",,
"Location Content","Contenido de la ubicación",,
"Location Lines","Líneas de ubicación",,
"Location content","Contenido de la ubicación",,
"Location content details","Detalles del contenido de la ubicación",,
"Location financial data","Datos financieros de las ubicaciones",,
"Logistical form","Ficha logística",,
"Logistical form filters","Filtros de ficha logística",,
"Logistical form printing detailed","Impresión detallada de fichas logísticas",,
"Logistical form printing settings","Parámetros de impresión de ficha logística",,
"Logistical forms","Fichas logísticas",,
"Manage backorder","Gestionar pedidos pendientes",,
"Manage backorder?","¿Gestionar pedidos pendientes?",,
"Manage production tracking Nbr.","Gestionar N° de serie a la producción",,
"Manage purchase tracking Nbr.","Gestionar N° de serie en compras",,
"Manage sale tracking Nbr.","Gestionar N° de serie en ventas",,
"Manage stock location on stock move lines","Gestionar ubicaciones de stock en las líneas de movimiento",,
"Manual","Manual",,
"Manufacturing order","Orden de fabricación",,
"Map","Mapa",,
"Mass","Masa",,
"Mass in kg","Masa en kg",,
"Mass move","Desplazamiento masivo",,
"Mass move enabled","Activar desplazamientos masivos",,
"Mass moves","Desplazamientos masivos",,
"Mass stock move","Desplazamiento de stock masivo",,
"Mass stock move need","Producto a desplazar",,
"Mass stock moves","Desplazamientos de stock masivos",,
"Mass stock moves need","Productos a desplazar",,
"Materials for construction contract","Materiales en el marco de un contrato de construcción",,
"Max stock","Stock máx.",,
"Max stock date","Fecha de stock máx.",,
"Max. Qty","Cantidad máx.",,
"Maximum iteration for looking tracking numbers parent has been reached. Please check any circular parent dependencies.","Se ha alcanzado la iteración máxima para buscar el número de serie padre. Verifique las dependencias circulares.",,
"Merge stock moves","Fusionar movimientos de stock",,
"Merged","Fusionado",,
"Message template","Plantilla de mensaje",,
"Message template for stock rules","Plantilla de mensaje para reglas de stock",,
"Metric weight","Peso métrico",,
"Metric weight in kg/m","Peso métrico en kg/m",,
"Min stock","Stock mín.",,
"Min stock date","Fecha de stock mín.",,
"Min. Qty","Cantidad mín.",,
"Missing","Faltantes",,
"Missing logistical form sequence for company %s","Falta la secuencia de ficha logística para la empresa %s",,
"Mode of transport","Modo de transporte",,
"Month","Mes",,
"Move canceled","Movimiento cancelado",,
"Move created","Movimiento creado",,
"Move details","Detalles del movimiento",,
"Move origin type","Origen",,
"Move realized","Movimiento realizado",,
"Moved qty is greater than current quantity (%s)","La cantidad desplazada es superior a la cantidad en stock (%s)",,
"Moved quantity is equal to 0 or less (%s)","La cantidad desplazada es 0 o menor (%s)",,
"Moves Cancelled","Movimientos cancelados",,
"Moves History","Historial de movimientos",,
"Moves To Prepare","Movimientos a preparar",,
"Multi clients logistical form","Ficha logística multicliente",,
"Must set mass unit in stock configuration for customs.","Complete la unidad de masa en la configuración de stock para aduanas.",,
"Name","Nombre",,
"Nature of transaction","Naturaleza de la transacción",,
"Nbr of incoming moves","Nro. de entradas",,
"Nbr of outgoing moves","Nro. de salidas",,
"Net mass","Masa neta",,
"No","No",,
"No Tracking Numbers Added","No se agregaron números de serie",,
"No dimension could be computed, please make sure that you have the necessary field to compute at least one field","No se pudo calcular ninguna dimensión; asegúrese de tener los campos necesarios para calcular al menos uno.",,
"No economic area is configured for %s.","No hay zona económica configurada para %s.",,
"No inventory lines has been created.","No se crearon líneas de inventario.",,
"No move lines to split","No hay líneas de movimiento de stock a dividir",,
"No new stock move was generated","No se generó ningún nuevo movimiento de stock",,
"No record found","No se encontró ningún registro",,
"No reversion generated","No se generó ninguna devolución.",,
"No stock correction needed, current quantity in stock equals real quantity.","No se necesita corrección de stock; la cantidad actual en stock es igual a la cantidad real.",,
"No stock location has been selected.","No se ha seleccionado ninguna ubicación de stock.",,
"No stock moves found for this inventory.","No se encontraron movimientos de stock para este inventario.",,
"Non temporary implying transfer of property without compensation","Transacciones no temporales que implican transferencia de propiedad sin compensación",,
"Non-compliant","No conforme",,
"Not invoiced","No facturado",,
"Note","Comentario",,
"Notes","Notas",,
"Number Of Packages","Número de bultos",,
"Number Of Palettes","Número de paletas",,
"Number of customer deliveries","Número de entregas al cliente",,
"Number of periods","Número de períodos",,
"Number of pieces","Número de piezas",,
"Old qty","Cantidad anterior",,
"OnTime Deliveries","Entregas a tiempo",,
"Operation after custom work return to initial state","Operación tras trabajo por encargo: bienes reexpedidos al estado miembro de expedición inicial",,
"Operation after custom work return to other state","Operación tras trabajo por encargo: bienes reexpedidos a otro estado miembro",,
"Operations for custom work non return","Operaciones de trabajo por encargo: bienes no destinados a ser reexpedidos",,
"Operations for custom work return","Operaciones de trabajo por encargo: bienes reexpedidos al estado miembro de expedición inicial",,
"Origin","Origen",,
"Origin inventory line","Línea de inventario de origen",,
"Origin stock move","Movimiento de stock de origen",,
"Origin stock move line","Línea de movimiento de stock de origen",,
"Other expeditions","Otras expediciones",,
"Other introductions","Otras introducciones",,
"Other returns","Otras devoluciones",,
"Other transactions","Otras transacciones",,
"Outgoing amount","Monto de salida",,
"Outgoing move","Entrega",,
"Outgoing move information","Información de entrega",,
"Outgoing move lines","Líneas de entrega",,
"Outgoing quantity","Cantidad de salida",,
"Outsourcing receipt stock location","Ubicación de recepción para subcontratación",,
"Own propulsion","Propulsión propia",,
"PFP authorized","BAP aceptado",,
"PFP litigation","BAP en litigio",,
"Packagings","Embalajes",,
"Parent customs code","Código aduanero padre",,
"Parent stock location","Ubicación padre",,
"Partial stock move (From","Pedido pendiente (Desde",,
"Partially available","Parcialmente disponible",,
"Partially invoiced","Facturado parcialmente",,
"Partner","Tercero",,
"Partner is missing.","Falta el tercero.",,
"Partner product quality rating","Calidad de productos",,
"Partner product quality ratings","Calidades de productos",,
"Partner stock settings","Parámetros de stock del tercero",,
"Period","Período",,
"Perishable","Perecedero",,
"Perishable expiration date","Fecha de vencimiento",,
"Pick","Tomar",,
"Pick all / the rest","Tomar todo / el resto",,
"Pick products","Tomar productos",,
"Picked","Tomado",,
"Picked product","Producto tomado",,
"Picked products","Productos tomados",,
"Picked qty","Cantidad tomada",,
"Picked qty / Qty to pick","Cantidad tomada / a tomar",,
"Picking order edit date","Fecha de edición de la orden de preparación",,
"Picking order has been edited for this stock move, it can not be canceled.","Se ha editado una orden de preparación para esta entrega; no es posible cancelarla.",,
"Picking order is edited","Orden de preparación editada",,
"Picking order printing detailed","Orden de preparación detallada",,
"Picking printed","Orden de preparación editada",,
"Picking stock move template","Plantilla de orden de preparación",,
"PickingStockMove.aspect","Aspecto",,
"PickingStockMove.code","Código",,
"PickingStockMove.customerCode","Código de cliente",,
"PickingStockMove.deliveryCondition","Condiciones de entrega",,
"PickingStockMove.externalReference","Ref. cliente",,
"PickingStockMove.lineNumber","N° de línea",,
"PickingStockMove.manual","Nota",,
"PickingStockMove.mark","Marcado",,
"PickingStockMove.note","Comentario",,
"PickingStockMove.qty","Cant.",,
"PickingStockMove.signaling","Señalización",,
"PickingStockMove.visa","Visa",,
"PickingStockMove.weekCode","Código semana",,
