"key","message","comment","context"
"Allow negative values for employee leaves","Permitir valores negativos para permisos de empleados",,
"Allow updates via editor","Permitir actualizaciones mediante el editor",,
"Allows defining a default leave reason for absences to justify.","Permite definir un motivo de permiso predeterminado para las ausencias a justificar.",,
"Allows defining a standard sequence for expenses.","Permite definir una secuencia estándar para los gastos.",,
"Allows defining how many lunch vouchers you have left in stock.","Permite definir cuántos vales de comida le quedan en stock.",,
"Allows defining the different kilometric allowance rates. You can enter different fiscal horsepower values with a custom rate for each.","Permite definir las diferentes tarifas de asignación kilométrica. Puede ingresar diferentes valores de potencia fiscal con una tarifa personalizada para cada uno.",,
"Allows defining the first day of the leave period, i.e. from which day each year the new leave period starts. For example, if it starts on June 1st, enter 1 in this field and 6 in the First month of leave period field.","Permite definir el primer día del período de permisos, es decir, a partir de qué día de cada año comienza el nuevo período de permisos. Por ejemplo, si comienza el 1 de junio, ingrese 1 en este campo y 6 en el campo Primer mes del período de permisos.",,
"Allows defining the first month of the leave period, i.e. from which month each year the new leave period starts. For example, if it starts on June 1st, enter 6 in this field and 1 in the First day of leave period field.","Permite definir el primer mes del período de permisos, es decir, a partir de qué mes de cada año comienza el nuevo período de permisos. Por ejemplo, si comienza el 1 de junio, ingrese 6 en este campo y 1 en el campo Primer día del período de permisos.",,
"Allows defining whether by default the end date of a timesheet will automatically be at the end of the week, end of the month, or simply free allowing to freely choose the end date of a timesheet.","Permite definir si por defecto la fecha de fin de un registro de horas será automáticamente al final de la semana, al final del mes, o simplemente libre permitiendo elegir libremente la fecha de fin de un registro de horas.",,
"Allows external employees to declare expenses. Unlike expenses, these declarations do not generate an accounting entry but can be validated before being re-invoiced on a project. External employee costs are reimbursed as part of the payment of a supplier invoice.","Permite a los empleados externos declarar gastos. A diferencia de los gastos, estas declaraciones no generan un asiento contable, pero pueden validarse antes de ser refacturadas en un proyecto. Los gastos de los empleados externos se reembolsan como parte del pago de una factura de proveedor.",,
"Allows indicating a minimum stock of lunch vouchers that you always want to have in stock.","Permite indicar un stock mínimo de vales de comida que siempre se desea tener en stock.",,
"Allows indicating the format of lunch vouchers used in the company.","Permite indicar el formato de los vales de comida utilizados en la empresa.",,
"Alone meal","Comida solo",,
"Already allocated","Ya asignado",,
"Also export already exported payroll preparations","Exportar también las preparaciones de nómina ya exportadas",,
"Always","Siempre",,
"Amendment","Enmienda",,
"Amendment Date","Fecha de enmienda",,
"Amendment type","Tipo de enmienda",,
"Amendment types","Tipos de enmienda",,
"Amount","Monto",,
"Amount limit","Límite de monto",,
"An employee can directly make a request of this leave reason.","Un empleado puede hacer directamente una solicitud de este motivo de permiso.",,
"Analytic distribution","Distribución analítica",,
"Analytic distribution lines","Líneas de distribución analítica",,
"Analytic distribution template","Plantilla de distribución analítica",,
"Annual expenses report","Informe anual de gastos",,
"Annual gross salary","Salario bruto anual",,
"Annual report","Informe anual",,
"Annual schedule","Planificador anual",,
"Anomaly","Anomalía",,
"App","App",,
"App Expense","Gastos",,
"App Leave","Solicitudes de permiso",,
"App Timesheet","Registros de horas",,
"App employee","App empleado",,
"App expense","App gastos",,
"App leave","App permisos",,
"App project","App proyecto",,
"App timesheet","App registro de horas",,
"Application condition","Condición de aplicación",,
"Are you sure you want to remove selected lines?","¿Está seguro de que desea eliminar las líneas seleccionadas?",,
"Arriving city","Ciudad de llegada",,
"At least one line of this expense exceeds the authorised amount for its type of expense.","Al menos una línea de este gasto supera el monto autorizado para su tipo de gasto.",,
"Attach to","Adjuntar a",,
"Auto incrementation disabled","Incrementación automática desactivada",,
"Auto incrementation enabled","Incrementación automática activada",,
"Automatic generation dates must be included in the timesheet period","Las fechas de generación automática deben estar incluidas en el período del registro de horas",,
"Automatic incrementation","Incrementación automática",,
"Automatically generated","Generado automáticamente",,
"Available","Disponible",,
"Available Stock of Lunch Vouchers","Stock disponible de vales de comida",,
"Available days","Días disponibles",,
"Available leave days computed.","Días de permiso disponibles calculados.",,
"Available quantity (acquired)","Cantidad disponible (adquirida)",,
"Available quantity (before validation)","Cantidad disponible (antes de la validación)",,
"Balance","Saldo",,
"Bank","Banco",,
"Bank Order","Orden bancaria",,
"Bank card","Tarjeta bancaria",,
"Bank cards","Tarjetas bancarias",,
"Bank details","Datos bancarios",,
"Base amount per employee","Monto base por empleado",,
"Basic information","Información básica",,
"Batch","Lote",,
"Batches","Procesamientos masivos",,
"Batchs","Procesamientos masivos",,
"Benefits and expenses","Beneficios y gastos",,
"Birth date","Fecha de nacimiento",,
"Block expense tax modification","Bloquear modificación de impuesto en gastos",,
"Block project planning time generation","Bloquear la generación del tiempo de planificación de proyecto.",,
"Block project planning time generation.","Bloquear la generación del tiempo de planificación de proyecto.",,
"Bonus coefficient","Coeficiente",,
"Bonus type","Tipo de bono",,
"Bonuses","Bonos",,
"Both","Ambos",,
"By checking this box you can define notification email templates for expenses. These are notification emails sent to users when they submit expenses. Different templates can be configured for various scenarios (confirmation, refusal, validation, etc.).","Al marcar esta casilla puede definir plantillas de correo de notificación para gastos. Son los correos de notificación enviados a los usuarios cuando envían gastos. Se pueden configurar diferentes plantillas para varios escenarios (confirmación, rechazo, validación, etc.).",,
"By checking this box you can define notification email templates for extra hours. These are notification emails sent to users when they submit extra hours. Different templates can be configured for various scenarios (confirmation, refusal, validation, etc.).","Al marcar esta casilla puede definir plantillas de correo de notificación para horas extras. Son los correos de notificación enviados a los usuarios cuando envían horas extras. Se pueden configurar diferentes plantillas para varios escenarios (confirmación, rechazo, validación, etc.).",,
"By checking this box you can define notification email templates for leave requests. These are notification emails sent to users when they submit leave requests. Different templates can be configured for various scenarios (confirmation, refusal, validation, etc.).","Al marcar esta casilla puede definir plantillas de correo de notificación para solicitudes de permiso. Son los correos de notificación enviados a los usuarios cuando envían solicitudes de permiso. Se pueden configurar diferentes plantillas para varios escenarios (confirmación, rechazo, validación, etc.).",,
"By checking this box you can define notification email templates for timesheets. These are notification emails sent to users when they submit a timesheet. Different templates can be configured for various scenarios (confirmation, refusal, validation, etc.).","Al marcar esta casilla puede definir plantillas de correo de notificación para registros de horas. Son los correos de notificación enviados a los usuarios cuando envían un registro de horas. Se pueden configurar diferentes plantillas para varios escenarios (confirmación, rechazo, validación, etc.).",,
"By checking this box, you enable leave management in payroll exports.","Al marcar esta casilla, activa la gestión de permisos en las exportaciones de nómina.",,
"By defining a selection here, the user will only be able to enter a displayed planned time from this selection. Be careful to define a selection with integer or decimal type values for it to work. If no selection is defined or the configuration is not enabled, no constraints apply to the time.","Al definir una selección aquí, el usuario solo podrá ingresar un tiempo planificado mostrado de esta selección. Tenga cuidado de definir una selección con valores de tipo entero o decimal para que funcione. Si no se define ninguna selección o la configuración no está habilitada, no se aplican restricciones al tiempo.",,
"By enabling this configuration, timesheets will be subject to a validation workflow by a manager. If unchecked, the user can confirm their own timesheets without validation from another person.","Al habilitar esta configuración, los registros de horas estarán sujetos a un flujo de validación por un responsable. Si está desmarcado, el usuario puede confirmar sus propios registros de horas sin validación de otra persona.",,
"By enabling this configuration, you will be able to manage employee bonuses. A dedicated menu will appear in the employee management module.","Al habilitar esta configuración, podrá gestionar los bonos de los empleados. Aparecerá un menú dedicado en el módulo de gestión de empleados.",,
"By enabling this configuration, you will be able to manage employee medical visits. A dedicated tab will appear on the employee form.","Al habilitar esta configuración, podrá gestionar las visitas médicas de los empleados. Aparecerá una pestaña dedicada en el formulario del empleado.",,
"By enabling this configuration, you will be able to manage expense advances.","Al habilitar esta configuración, podrá gestionar los anticipos de gastos.",,
"By enabling this configuration, you will be able to manage lunch vouchers. A dedicated menu will appear in the employee management module.","Al habilitar esta configuración, podrá gestionar los vales de comida. Aparecerá un menú dedicado en el módulo de gestión de empleados.",,
"By enabling this configuration, you will be able to manage payroll preparation. A dedicated menu will appear in the employee management module.","Al habilitar esta configuración, podrá gestionar la preparación de nómina. Aparecerá un menú dedicado en el módulo de gestión de empleados.",,
"By enabling this option, timesheet lines mentioning public holidays are automatically added to the user timesheet for the relevant period. This depends on the user public holiday planning.","Al habilitar esta opción, las líneas del registro de horas que mencionan días festivos se agregan automáticamente al registro de horas del usuario para el período correspondiente. Esto depende del planning de días festivos del usuario.",,
"By enabling this option, when an employee leave request is validated, timesheet lines mentioning the leave are automatically added to the user timesheet for the relevant period.","Al habilitar esta opción, cuando se valida una solicitud de permiso de un empleado, las líneas del registro de horas que mencionan el permiso se agregan automáticamente al registro de horas del usuario para el período correspondiente.",,
"CDD","CDD",,
"COMPLEMENT","COMPLEMENTO",,
"CP","CP",,
"CSP","CSP",,
"CSV","CSV",,
"Calculate","Calcular",,
"Calculated","Calculado",,
"Calendar","Calendario",,
"Can only add expense line to drafted expense.","Solo puede agregar líneas de gasto a un gasto en borrador.",,
"Can only be selected by HR Management","Solo puede ser seleccionado por el departamento de RRHH",,
"Can only cancel planned or realized medical visit.","Solo puede cancelar una visita médica planificada o realizada.",,
"Can only confirm/complete from draft status.","Solo puede confirmar/completar desde el estado borrador.",,
"Can only plan draft medical visit.","Solo puede planificar una visita médica en borrador.",,
"Can only realize planned medical visit.","Solo puede realizar una visita médica planificada.",,
"Can only refuse a waiting for validation timesheet.","Solo puede rechazar un registro de horas en espera de validación.",,
"Can only validate a waiting for validation timesheet.","Solo puede validar un registro de horas en espera de validación.",,
"Cancel","Cancelar",,
"Cancel payment","Cancelar pago",,
"Canceled","Cancelado",,
"Canceled Expense Template","Plantilla de gasto cancelado",,
"Canceled Extra Hours Template","Plantilla de horas extras canceladas",,
"Canceled Leave Request Template","Plantilla de solicitud de permiso cancelada",,
"Canceled Timesheet Template","Plantilla de registro de horas cancelado",,
"Canteen","Cantina",,
"Catalog","Catálogo",,
"Categorization","Categorización",,
"Change of position","Cambio de cargo",,
"Characteristics","Características",,
"Charges and Contributions","Cargas y cotizaciones",,
"Choose payment mode","Elegir modo de pago",,
"Citizenship","Ciudadanía",,
"City of birth","Ciudad de nacimiento",,
"Clear project planning times duration","Vaciar duración de la planificación del proyecto",,
"Close period","Cerrar período",,
"Closed","Cerrado",,
"Code","Código",,
"Code nature","Código de naturaleza",,
"Code used in payroll exports for extra hours.","Código utilizado en exportaciones de nómina para horas extras.",,
"Code used in payroll exports for lunch vouchers.","Código utilizado en exportaciones de nómina para vales de comida.",,
"Code used in payroll exports for the number of working days.","Código utilizado en exportaciones de nómina para el número de días trabajados.",,
"Coefficient","Coeficiente",,
"Coefficient for bonus","Coeficiente para el bono",,
"Cohabitee","Conviviente",,
"Colleague Leave Requests","Solicitudes de permiso de subordinados",,
"Collective agreement","Convenio colectivo",,
"Collective agreements","Convenios colectivos",,
"Comment","Comentario",,
"Comments","Comentarios",,
"Companies","Empresas",,
"Company","Empresa",,
"Company %s does not have any expense's sequence","La empresa %s no tiene ninguna secuencia configurada para los gastos",,
"Company address","Dirección de la empresa",,
"Company bank card","Tarjeta bancaria de la empresa",,
"Company credit card details","Detalles de tarjeta de crédito de la empresa",,
"Company department","Departamento de la empresa",,
"Company fixed phone","Teléfono fijo de la empresa",,
"Company for which the configurations are made.","Empresa para la que se realizan las configuraciones.",,
"Company's credit card","Tarjeta de crédito de la empresa",,
"Complete","Completar",,
"Complete my expense","Completar mi gasto",,
"Complete my leave request","Completar mi solicitud de permiso",,
"Complete my timesheet","Completar mi registro de horas",,
"Completed","Completado",,
"Compute amounts","Calcular montos",,
"Compute distance with web service","Calcular distancia con servicio web",,
"Configurable","Configurable",,
"Configuration","Configuración",,
"Confirm","Confirmar",,
"Confirm & Continue","Confirmar y continuar",,
"Confirmed Extra Hours Template","Plantilla de horas extras confirmadas",,
"Confirmed Timesheet Template","Plantilla de registro de horas confirmado",,
"Consolidate timesheet line on invoice","Consolidar líneas de registro de horas en facturas",,
"Consume","Consumir",,
"Contact","Contacto",,
"Contact details","Detalles de contacto",,
"Contact in case of emergency","Contacto en caso de emergencia",,
"Content","Contenido",,
"Continue","Continuar",,
"Contract","Contrato",,
"Contract extension","Prórroga del contrato",,
"Contract sub type","Subtipo de contrato",,
"Contract type","Tipo de contrato",,
"Contract types","Tipos de contrato",,
"Contractual information","Información contractual",,
"Contrat duration must be <= to this duration","La duración del contrato debe ser <= a esta duración",,
"Contrat duration must be > to this duration","La duración del contrato debe ser > a esta duración",,
"Conventional Hourly Rate","Tarifa horaria convencional",,
"Conventional Monthly Rate","Tarifa mensual convencional",,
"Costs","Costos",,
"Counted","Contado",,
"Country of birth","País de nacimiento",,
"Create","Crear",,
"Create Leave Request","Crear solicitud de permiso",,
"Create Timesheet line","Crear línea de registro de horas",,
"Create amendment","Crear enmienda",,
"Create expense","Crear gasto",,
"Create leave request","Crear solicitud de permiso",,
"Create leave requests","Crear solicitudes de permiso",,
"Create lines for day leaves","Crear líneas para días de permiso",,
"Create lines for public holidays","Crear líneas para días festivos",,
"Create new user","Crear nuevo usuario",,
"Create or update a scheduler","Crear o actualizar un planificador",,
"Create scheduler","Crear planificador",,
"Created automatically by increment leave batch on","Creado automáticamente por el proceso masivo de incremento de permisos el",,
"Created by","Creado por",,
"Created on","Creado el",,
"Currency","Divisa",,
"Current user doesn't have an employee.","El usuario actual no tiene un empleado asociado.",,
"DATE D'ENTREE","FECHA DE ENTRADA",,
"DATE DE SORTIE","FECHA DE SALIDA",,
"DATE NAISS","FECHA NAC.",,
"DEPT NAISS","DPTO. NAC.",,
"DPAE","DPAE",,
"DPAE filters","Filtros DPAE",,
"DPAEs","DPAEs",,
"Daily cost","Costo diario",,
"Daily limit","Límite diario",,
"Daily salary cost","Costo salarial diario",,
"Daily work hours","Horas de trabajo diarias",,
"Date","Fecha",,
"Date can't be in the future","La fecha no puede ser en el futuro",,
"Date can't be in the future for line(s) : %s","La fecha no puede ser en el futuro para la(s) línea(s): %s",,
"Date difference should be maximam 31 days.","La diferencia de fechas debe ser de máximo 31 días.",,
"Date of birth","Fecha de nacimiento",,
"Date of hire","Fecha de contratación",,
"Dates","Fechas",,
"Day","Día",,
"Day leave","Día de permiso",,
"Days","Días",,
"Days validated","Días validados",,
"Deduct lunch voucher","Deducir vale de comida",,
"Default Activity Product","Producto de actividad predeterminado",,
"Default bank details are not filled for your company.","Los datos bancarios predeterminados no están completos para su empresa.",,
"Default day number gain","Ganancia de días de permiso predeterminada",,
"Department of birth","Departamento de nacimiento",,
"Dependent children","Hijos a cargo",,
"Description","Descripción",,
"Details","Detalles",,
"Display activity column in printing","Mostrar columna de actividad en impresión",,
"Display planned time","Tiempo planificado mostrado",,
"Display task column in printing","Mostrar columna de tarea en impresión",,
"Display time unit","Unidad de tiempo mostrada",,
"Display timesheet line number","Mostrar número de línea del registro de horas",,
"Distance travelled","Distancia recorrida",,
"Distribution date","Fecha de distribución",,
"Draft","Borrador",,
"Due time entries","Entradas de tiempo pendientes",,
"Duration","Duración",,
"Duration (hours)","Duración (horas)",,
"Duration adjust for customer","Ajustar duración para el cliente",,
"Duration computed.","Duración calculada.",,
"Duration equals 0","La duración es igual a 0",,
"Duration(hours by day)","Duración (horas por día)",,
"Duration(in day per day)","Duración (en día por día)",,
"Duration(minutes by day)","Duración (minutos por día)",,
"E-MAIL","E-MAIL",,
"ETAB","ESTAB.",,
"ETRANGER","EXTRANJERO",,
"Early termination","Rescisión anticipada",,
"Edit Expense Selected","Editar gasto seleccionado",,
"Edit Leave Request Selected","Editar solicitud de permiso seleccionada",,
"Edit Start&Stop Timer On Stop","Editar cronómetro al detener",,
"Edit Timesheet Selected","Editar registro de horas seleccionado",,
"Edit extra hours selected","Editar horas extras seleccionadas",,
"Editing timer on stop need to be enabled to set a duration.","La configuración para editar el cronómetro al detener debe estar habilitada para modificar la duración manualmente.",,
"Editor","Editor",,
"Electronic card","Tarjeta electrónica",,
"Email reminder for timesheet filling batch","Proceso masivo de recordatorio por correo de registros de horas",,
"Email reminder for timesheets","Recordatorio por correo de registros de horas",,
"Email sent date","Fecha de envío del recordatorio",,
"Email sent to %s","Correo enviado a %s",,
"Email template sent when a leave request is canceled.","Plantilla de correo enviada cuando se cancela una solicitud de permiso.",,
"Email template sent when a leave request is refused.","Plantilla de correo enviada cuando se rechaza una solicitud de permiso.",,
"Email template sent when a leave request is sent.","Plantilla de correo enviada cuando se envía una solicitud de permiso.",,
"Email template sent when a leave request is validated.","Plantilla de correo enviada cuando se valida una solicitud de permiso.",,
"Email template sent when a timesheet is canceled.","Plantilla de correo enviada cuando se cancela un registro de horas.",,
"Email template sent when a timesheet is confirmed.","Plantilla de correo enviada cuando se confirma un registro de horas.",,
"Email template sent when a timesheet is refused.","Plantilla de correo enviada cuando se rechaza un registro de horas.",,
"Email template sent when a timesheet is validated.","Plantilla de correo enviada cuando se valida un registro de horas.",,
"Email template sent when expenses are canceled.","Plantilla de correo enviada cuando se cancelan gastos.",,
"Email template sent when expenses are refused.","Plantilla de correo enviada cuando se rechazan gastos.",,
"Email template sent when expenses are sent.","Plantilla de correo enviada cuando se envían gastos.",,
"Email template sent when expenses are validated.","Plantilla de correo enviada cuando se validan gastos.",,
"Email template sent when extra hours are canceled.","Plantilla de correo enviada cuando se cancelan horas extras.",,
"Email template sent when extra hours are confirmed.","Plantilla de correo enviada cuando se confirman horas extras.",,
"Email template sent when extra hours are refused.","Plantilla de correo enviada cuando se rechazan horas extras.",,
"Email template sent when extra hours are validated.","Plantilla de correo enviada cuando se validan horas extras.",,
"Emails","Correos electrónicos",,
"Emergency contact","Contacto de emergencia",,
"Emergency contact relationship","Relación con el contacto de emergencia",,
"Employee","Empleado",,
"Employee %s is not allowed to take leave in advance.","El empleado %s no está autorizado a tomar permisos por adelantado.",,
"Employee PhoneBook","Directorio de empleados",,
"Employee advance","Anticipo del empleado",,
"Employee advance list","Lista de anticipos del empleado",,
"Employee advance usage","Uso de anticipos del empleado",,
"Employee advances","Anticipos del empleado",,
"Employee annual report template","Plantilla de informe anual del empleado",,
"Employee bonus","Bono del empleado",,
"Employee bonus amount","Monto del bono del empleado",,
"Employee bonus management","Gestión de bonos de empleados",,
"Employee bonus management filters","Filtros de gestión de bonos de empleados",,
"Employee bonus mgt","Gestión de bonos",,
"Employee bonus type","Tipo de bono del empleado",,
"Employee bonuses","Bonos de empleados",,
"Employee code","Código de empleado",,
"Employee dashboard","Panel del empleado",,
"Employee filters","Filtros de empleados",,
"Employee firstname","Nombre del empleado",,
"Employee information","Información del empleado",,
"Employee lastname","Apellido del empleado",,
"Employee phone book template","Plantilla de directorio de empleados",,
"Employee planning","Planificación del empleado",,
"Employee status","Estado del empleado",,
"Employee to be reminded","Empleados a recordar",,
"Employee vehicle list","Lista de vehículos del empleado",,
"Employee's other costs","Otros costos del empleado",,
"Employee.annualReportOf","Informe anual de gastos de",,
"Employee.company","Empresa",,
"Employee.contract","Contrato",,
"Employee.contractType","Tipo de contrato",,
"Employee.country","País",,
"Employee.dailyCost","Costo diario",,
"Employee.dailyWork","Trabajo diario",,
"Employee.department","Departamento",,
"Employee.departureDate","Fecha de salida",,
"Employee.dob","Fecha de nacimiento",,
"Employee.emergencyContact","Contacto de emergencia",,
"Employee.emergencyNumber","Número de emergencia",,
"Employee.endDate","Fecha de fin",,
"Employee.entryDate","Fecha de entrada",,
"Employee.martialStatus","Estado civil",,
"Employee.personalInformations","Información personal",,
"Employee.phoneAtCustomer","Teléfono en el cliente",,
"Employee.position","Cargo",,
"Employee.positionList","Lista de cargos",,
"Employee.resume","HOJA DE VIDA DEL EMPLEADO",,
"Employee.startDate","Fecha de inicio",,
"Employee.weeklyWork","Trabajo semanal",,
"EmployeeTimesheet.fromDate","Desde",,
"EmployeeTimesheet.toDate","Hasta",,
"EmployeeTimesheet.user","Usuario",,
"EmployeeTimesheet.weekTotal","Total semana",,
"Employees","Empleados",,
"Employees Management","Gestión de empleados",,
"Employees computed: %d","Empleados procesados: %d",,
"Employees failed to be computed due to anomaly: %d","Empleados con anomalía: %d",,
"Employees management","Gestión de empleados",,
"Employees' leaves attempted to be computed : %s","Total de empleados procesados: %s",,
"Employees' leaves failed to be computed due to configuration anomaly : %s","Anomalías por mala configuración: %s",,
"Employees' leaves failed to be computed due to missing data : %s","Anomalías por falta de datos: %s",,
"Employees' leaves successfully computed : %s","Permisos procesados correctamente: %s",,
"Employees' other costs","Otros costos de los empleados",,
"Employment","Empleo",,
"Employment Contract Templates","Plantillas de contrato de trabajo",,
"Employment Contracts","Contratos de trabajo",,
"Employment contract","Contrato de trabajo",,
"Employment contract export batch","Exportación masiva de contratos de trabajo",,
"Employment contract template","Plantilla de contrato de trabajo",,
"Employment contract templates","Plantillas de contrato de trabajo",,
"Employment contract type","Tipo de contrato de trabajo",,
"Employment contract types","Tipos de contrato de trabajo",,
"Employment contracts","Contratos de trabajo",,
"Employment contracts exported : %s","Contratos de trabajo exportados: %s",,
"Employment contracts/Contract amendments","Contratos/Enmiendas",,
"Employment.name","Nombre del empleo",,
"EmploymentAmendmentType.companies","Empresa(s)",,
"EmploymentAmendmentType.endDate","Fecha de fin del período trabajado",,
"EmploymentAmendmentType.name","Nombre",,
"EmploymentContractSubType.description","Descripción",,
"EmploymentContractType.description","Descripción",,
"EmploymentContractType.name","Código",,
"Employments","Empleos",,
"Enable DPAE","Activar DPAE",,
"Enable MyHR","Activar MiRRHH",,
"Enable activity","Activar actividad",,
"Enable event creation","Activar creación de eventos",,
"Enable expense declaration","Activar declaración de gastos",,
"Enable multiple timer","Activar múltiples cronómetros",,
"Enable payroll preparation export","Activar exportación de preparación de nómina",,
"Enable planification","Activar planificación",,
"Enabling MyHR activates an HR portal for employees, with menu entries giving them direct access to their HR data such as leave requests, expenses, timesheets, etc.","Activar MiRRHH activa un portal de RRHH para los empleados, con entradas de menú que les dan acceso directo a sus datos de RRHH como solicitudes de permiso, gastos, registros de horas, etc.",,
"Enabling this option allows creating multiple timers simultaneously. If unchecked, the user can only use one timer at a time.","Activar esta opción permite crear múltiples cronómetros simultáneamente. Si está desmarcado, el usuario solo puede usar un cronómetro a la vez.",,
"End Date","Fecha de fin",,
"End On","Terminar el",,
"End date","Fecha de fin",,
"End date of hire","Fecha de fin de contratación",,
"End date time","Fecha/hora de fin",,
"End of contract","Fin del contrato",,
"End of contract reason","Motivo de fin de contrato",,
"End of contract reasons","Motivos de fin de contrato",,
"End of month","Fin del mes",,
"End of the week","Fin de la semana",,
"Establishment of the employer","Establecimiento del empleador",,
"Estimated time","Tiempo estimado",,
"Event","Evento",,
"Event subject groovy formula","Fórmula groovy del asunto del evento",,
"Exceptional leave","Permiso excepcional",,
"Exclude timesheet editor","Excluir editor de registros de horas",,
"Executive","Directivo",,
"Executive Status","Estado directivo",,
"Executive status","Estado directivo",,
"Expense","Gasto",,
"Expense Journal","Diario de gastos",,
"Expense Notification Mail","Correo de notificación de gastos",,
"Expense N°","Gasto N°",,
"Expense Per Employee","Gastos por empleado",,
"Expense Sequence","Secuencia de gastos",,
"Expense Templates","Plantillas de gastos",,
"Expense Type","Tipo de gasto",,
"Expense date","Fecha del gasto",,
"Expense declaration","Declaración de gastos",,
"Expense filters","Filtros de gastos",,
"Expense limit","Límite de gasto",,
"Expense limit list","Lista de límites de gastos",,
"Expense limits","Límites de gastos",,
"Expense line","Línea de gasto",,
"Expense line has been set as to be billed but billing expenses is disabled on this project.","La línea de gasto está marcada como a facturar pero la facturación de gastos está desactivada en este proyecto.",,
"Expense line successfully updated.","Línea de gasto actualizada correctamente.",,
"Expense lines","Líneas de gasto",,
"Expense lines to merge","Líneas de gasto a fusionar",,
"Expense paid with company's credit card","Gasto pagado con tarjeta de crédito de la empresa",,
"Expense payment","Pago de gasto",,
"Expense report template","Plantilla de informe de gastos",,
"Expense successfully updated.","Gasto actualizado correctamente.",,
"Expense successfully updated. An error occurred while sending the mail.","Gasto actualizado correctamente. Se produjo un error al enviar el correo.",,
"Expense tax account","Cuenta de impuesto de gastos",,
"Expense type","Tipo de gasto",,
"Expense types","Tipos de gasto",,
"Expense.advanceAmount","Monto del anticipo",,
"Expense.comments","Comentarios",,
"Expense.companyCbSelect","Pagado con tarjeta de empresa",,
"Expense.currency","Divisa",,
"Expense.employeeName","Empleado",,
"Expense.employeeSignature","Firma del empleado",,
"Expense.employerSignature","Firma del empleador",,
"Expense.expenseDate","Fecha de solicitud",,
"Expense.expenseOf","Gasto de",,
"Expense.period","Período",,
"Expense.personalExpenseAmount","Monto de gastos personales",,
"Expense.total","Totales",,
"Expense.totalA.T.I","Total con impuesto",,
"Expense.totalAmount","Total con impuesto",,
"Expense.totalToRefund","Total a reembolsar",,
"Expense.withdrawnCash","Monto de retiros en efectivo",,
"ExpenseLine.amount","Monto",,
"ExpenseLine.cityFrom","Ciudad de origen",,
"ExpenseLine.cityTo","Ciudad de llegada",,
"ExpenseLine.client","Cliente",,
