"key","message","comment","context"
"Budget distribution generated","Distribución de presupuesto generada",,
"Budget distribution has not been configured. It is required for the rest of the process.","La distribución de presupuesto no ha sido configurada. Es requerida para el resto del proceso.",,
"Budget distribution imputed","Distribución de presupuesto imputada",,
"Budget distribution role","Rol de distribución de presupuesto",,
"Budget distributions","Distribuciones de presupuesto",,
"Budget exceed alert for orders","Alerta de exceso de presupuesto para pedidos",,
"Budget filters","Filtros de presupuesto",,
"Budget full name","Nombre completo del presupuesto",,
"Budget id","ID del presupuesto",,
"Budget key","Clave de presupuesto",,
"Budget level","Nivel de presupuesto",,
"Budget level export","Exportar nivel de presupuesto",,
"Budget line","Línea de presupuesto",,
"Budget management","Gestión de presupuesto",,
"Budget manager","Responsable de presupuesto",,
"Budget model","Modelo de presupuesto",,
"Budget scenario","Escenario de presupuesto",,
"Budget scenario line list","Líneas de escenario de presupuesto",,
"Budget scenario variable","Variable de escenario de presupuesto",,
"Budget scenario variables","Variables de escenario de presupuesto",,
"Budget structure","Estructura de presupuesto",,
"Budget structures","Estructuras de presupuesto",,
"Budget templates","Plantillas de presupuesto",,
"Budget type select","Tipo de presupuesto",,
"Budget version","Versión de presupuesto",,
"Budget versions","Versiones de presupuesto",,
"Budget.Purchase","Gastos",,
"Budget.Sale","Ingresos",,
"BudgetScenario.company","Empresa",,
"BudgetScenario.currency","Moneda",,
"BudgetScenario.date","Fecha",,
"BudgetScenario.expenseAndRevenueItems","Partidas de gastos e ingresos por categoría y año",,
"BudgetScenario.name","Escenario de presupuesto",,
"BudgetScenario.title","Plan financiero plurianual global",,
"Budgets","Presupuestos",,
"Budgets related","Presupuestos relacionados",,
"By drafting this budget, you will set children sections and budgets linked in draft too. Do you want to continue ?","Al poner este presupuesto en borrador, todas las secciones e líneas de presupuesto vinculadas también pasarán a borrador. ¿Desea continuar?",,
"By drafting this section, you will set children sections and budgets linked in draft too. Do you want to continue ?","Al poner esta sección en borrador, todas las secciones e líneas de presupuesto vinculadas también pasarán a borrador. ¿Desea continuar?",,
"By validating this budget, you will validate children sections and budgets linked too. Do you want to continue ?","Al validar este presupuesto, todas las secciones e líneas de presupuesto vinculadas también serán validadas. ¿Desea continuar?",,
"By validating this section, you will validate children sections and budgets linked too. Do you want to continue ?","Al validar esta sección, todas las secciones e líneas de presupuesto vinculadas también serán validadas. ¿Desea continuar?",,
"Category","Categoría",,
"Change budget version","Cambiar versión de presupuesto",,
"Check Available Budget","Verificar presupuesto disponible",,
"Check available amount","Verificar importe disponible",,
"Code","Código",,
"Comment","Comentario",,
"Commentaires","Comentarios",,
"Committed amount","Importe comprometido",,
"Committed line","Línea comprometida",,
"Committed lines","Líneas comprometidas",,
"Company","Empresa",,
"Company code","Código de empresa",,
"Company currency","Moneda de la empresa",,
"Company department","Departamento",,
"Compute budget distribution","Calcular distribución de presupuesto",,
"Create New version","Crear nueva versión de presupuesto",,
"Currency","Moneda",,
"Current Expenses","Gastos corrientes",,
"Data imported successfully","Datos importados exitosamente",,
"Date","Fecha",,
"Depending on the level chosen, the user will receive no alert (None), a warning message (Optional) or an error (Required) if one of the budgets exceeds the available amount.","Según el nivel elegido, el usuario no recibirá ninguna alerta (Ninguna), un mensaje de advertencia (Opcional) o un error (Requerido) si uno de los presupuestos supera el importe disponible.",,
"Depending on the level chosen, the user will receive no alert (None), a warning message (Optional) or will be required to fill in the budget information to continue the process (Required).","Según el nivel elegido, el usuario no recibirá ninguna alerta (Ninguna), un mensaje de advertencia (Opcional) o deberá completar la información presupuestaria para continuar el proceso (Requerido).",,
"Display committed lines","Mostrar líneas comprometidas",,
"Display realized with no po","Mostrar detalle realizado sin pedido",,
"Display realized with po","Mostrar detalle realizado con pedido",,
"Display simulated moves","Mostrar asientos simulados",,
"Distribution lines","Líneas de distribución",,
"Draft","Borrador",,
"Enable budget key","Clave de presupuesto",,
"End Date","Fecha de fin",,
"Error : Following accounts are not found %s","Error: No se encontraron las siguientes cuentas %s",,
"Expected amount","Importe inicial",,
"Expected amount allocated on the budget. This amount is automatically computed by adding up expected amounts of bellowed levels.","Importe inicial asignado al presupuesto. Este importe se calcula automáticamente sumando los importes iniciales de los niveles inferiores.",,
"Export Menu","Exportar menú",,
"Export file","Exportar archivo",,
"Export global budget","Exportar presupuesto global",,
"Files are not created","Los archivos no han sido creados",,
"Financing","Financiamiento",,
"Firm gap","Diferencia firme",,
"Follow-up","Seguimiento",,
"Formula","Fórmula",,
"From","Desde",,
"From date","Desde",,
"Full name","Nombre completo",,
"Gap amount","Importe de diferencia",,
"Generate Global Budget","Generar presupuesto global",,
"Generate global budget","Generar presupuesto global",,
"Generate periods","Generar períodos",,
"Global","Global",,
"Global Budget","Presupuesto global",,
"Global budget","Presupuesto global",,
"Global budget committed lines","Mostrar líneas comprometidas",,
"Global budget export","Exportar presupuesto global",,
"Global budget full name","Nombre completo del presupuesto global",,
"Global budget id","ID del presupuesto global",,
"If enabled, an automatic budget computation will be done at request/finalize for orders","Si está activado, se realizará un cálculo automático de imputación presupuestaria al solicitar/finalizar pedidos",,
"If enabled, this configuration allows at the purchase order line level to distribute the amount across multiple budgets.","Si está activada, esta configuración permite distribuir el importe entre varios presupuestos a nivel de línea de pedido de compra.",,
"If this option is enabled, when linking a purchase order or purchase order line to a budget, the system automatically checks that based on the total planned budget amount there is still available budget and that everything has not yet been committed, or that the order will not exceed the planned amount. The user is alerted in case of overrun.","Si esta opción está activada, al vincular un pedido de compra o una línea de pedido de compra a un presupuesto, el sistema verifica automáticamente que, en base al importe total planificado del presupuesto, aún haya presupuesto disponible y que no todo haya sido comprometido, o que el pedido no supere el importe planificado. El usuario es alertado en caso de exceso.",,
"If you click OK you will be in excess, do you want to continue ?","Si hace clic en Aceptar estará en exceso, ¿desea continuar?",,
"Import budgets and budget templates","Importar presupuestos y plantillas de presupuesto",,
"Import file","Archivo de datos",,
"Include in budget key","Incluir en clave de presupuesto",,
"Init budget dates","Inicializar fechas de presupuesto",,
"Invalid dates","Fechas inválidas",,
"Invalid dates, please fix this.","Fechas inválidas, por favor corríjalas.",,
"Investment","Inversiones",,
"Investment budget","Presupuesto de inversiones",,
"Investment budgets","Presupuestos de inversiones",,
"Invoice","Factura",,
"Invoice line","Línea de factura",,
"Invoice lines","Líneas de factura",,
"Invoices","Facturas",,
"Lines","Líneas",,
"Manage multi budgets on lines","Gestionar múltiples presupuestos en líneas",,
"Method","Método",,
"Missing budget alert","Alerta de presupuesto faltante",,
"Missing required advanced export(s).","Faltan exportaciones avanzadas requeridas.",,
"Move line","Línea de asiento",,
"MoveLine","Línea de asiento",,
"Name","Nombre",,
"New Budget Version","Nueva versión de presupuesto",,
"No budget could be reconciled with the data entered for following lines : %s","Ningún presupuesto pudo conciliarse con los datos ingresados para las siguientes líneas: %s",,
"None","Ninguno",,
"OK","Aceptar",,
"On the line","En la línea",,
"Operations","Operaciones",,
"Optional","Opcional",,
"Or","O",,
"Overview","Resumen",,
"PO line","Línea de pedido de compra",,
"PO lines","Líneas de pedido de compra",,
"Paid amount","Importe pagado",,
"Paid total amount","Total pagado",,
"Parent","Padre",,
"Parent Level","Nivel padre",,
"Parent budget level full name","Nombre completo del nivel padre",,
"Parent budget level id","ID del nivel padre",,
"Period duration","Duración del período",,
"Periods generation assistant","Asistente de generación de períodos",,
"Person in charge","Responsable",,
"Please select a budget with Id.","Por favor seleccione una línea de presupuesto.",,
"Please select a language on user form.","Por favor seleccione un idioma en el formulario de usuario.",,
"Please select valid dates for budget %s, dates needs to be in the section period","Por favor seleccione fechas válidas para la línea de presupuesto %s, las fechas deben estar dentro del período de la sección",,
"Please select valid dates for budget level %s, dates needs to be in the parent period","Por favor seleccione fechas válidas para el presupuesto %s, las fechas deben estar dentro del período del nivel padre",,
"Please select valid dates for budget lines in budget %s, budget lines need to be on a separate period","Por favor seleccione fechas válidas para la línea de presupuesto %s, cada partida debe estar en un período separado",,
"Please select valid dates for budget lines in budget %s, dates need to be in the budget period","Por favor seleccione fechas válidas para la línea de presupuesto %s, las fechas de las partidas deben estar dentro del período de la línea de presupuesto correspondiente",,
"Please select valid dates for budget lines, dates need to be in the budget period","Por favor seleccione fechas válidas para la partida de presupuesto, las fechas deben estar dentro del período de la línea de presupuesto",,
"Previsualize","Previsualizar",,
"Production","Producción",,
"Purchase and investment","Gastos e inversiones",,
"Purchase and investment budget","Presupuesto de gastos e inversiones",,
"Purchase and investment budgets","Presupuestos de gastos e inversiones",,
"Purchase budget","Presupuesto de gastos",,
"Purchase budgets","Presupuestos de gastos",,
"Purchase order line","Línea de pedido de compra",,
"Purchase orders","Pedidos de compra",,
"RH","RRHH",,
"Realized amount","Importe realizado",,
"Realized line","Línea realizada",,
"Realized lines","Líneas realizadas",,
"Realized total amount","Total realizado acumulado",,
"Realized with no po","Realizado sin pedido",,
"Realized with po","Realizado con pedido",,
"Ref.","Ref.",,
"Related budgets","Presupuestos relacionados",,
"Remaining amount to allocate on budgets","Importe restante a imputar en presupuestos",,
"Remaining open amount","Importe de presupuesto disponible",,
"Remains for sale","Resta por vender",,
"Represents the expected amount minus the sum of realized amounts and the sum of moves of status simulated.","Representa la diferencia entre el importe inicial y la suma de los importes realizados y la suma de los importes de los asientos en estado simulado.",,
"Represents the expected amount minus the sum of realized amounts.","Representa la diferencia entre el importe inicial y la suma de los importes realizados.",,
"Represents the sum of amounts realized with or without commitment that exceed the initial","Representa la suma de los importes realizados con o sin compromiso que superan el inicial",,
"Represents the sum of moves of status simulated.","Representa la suma de los asientos en estado simulado.",,
"Represents the sum of orders of status requested, validated or finished and that don't have an invoiced invoice.","Representa la suma de los pedidos en estado solicitado, validado o terminado que no tienen facturas ventiladas.",,
"Represents the sum of purchase orders of status requested, validated or finished and that don't have a invoiced invoice.","Representa la suma de los pedidos de compra en estado solicitado, validado o terminado que no tienen facturas ventiladas.",,
"Represents the sum of ventilated invoices with an order.","Representa la suma de las facturas ventiladas con un pedido.",,
"Represents the sum of ventilated invoices with no order and daybook and accounted moves with no invoice.","Representa la suma de las facturas ventiladas sin pedido y los asientos en borrador o contabilizados sin factura.",,
"Represents the sum of ventilated invoices with no purchase order and daybook and accounted moves with no invoice.","Representa la suma de las facturas ventiladas sin pedido de compra y los asientos en borrador o contabilizados sin factura.",,
"Required","Requerido",,
"Results","Resultados",,
"Revenue","Ingreso",,
"Revenue and expenditure state","Estado de ingresos y gastos",,
"SO line","Línea de pedido de venta",,
"SO lines","Líneas de pedido de venta",,
"Sale budget","Presupuesto de ingresos",,
"Sale budgets","Presupuestos de ingresos",,
"Sale order","Pedido de venta",,
"Sale order line","Línea de pedido de venta",,
"Scenario","Escenario",,
"Section","Sección",,
"Section line","Sección",,
"Sections","Secciones",,
"See budget distribution lines","Ver líneas de distribución del presupuesto",,
"See detail","Ver detalle",,
"Simulated Moves","Asientos simulados",,
"Simulated amount","Importe de asientos simulados",,
"Source","Fuente",,
"Start Date","Fecha de inicio",,
"Starting Year","Año de inicio",,
"Status","Estado",,
"Status select","Seleccionar estado",,
"Supplier RFQ/PO","Solicitud/Pedido de compra proveedor",,
"Tax","Impuesto",,
"Template","Plantilla",,
"Templates","Plantillas",,
"The budget distribution amount exceed the amount on the order line with product %s, please correct it","El importe de distribución de presupuesto supera el importe de la línea de pedido con el producto %s, por favor corríjalo",,
"The budget distribution amount for budget %s exceeds the amount of the invoice line %s, please correct it","El importe de distribución de presupuesto de la línea de presupuesto %s supera el importe de la línea de factura %s, por favor corríjalo",,
"The budget distribution amount for budget %s exceeds the amount of the move line %s, please correct it","El importe de distribución de presupuesto de la línea de presupuesto %s supera el importe de la línea de asiento %s, por favor corríjalo",,
"The budget distribution amount for budget %s exceeds the amount of the order line %s, please correct it","El importe de distribución de presupuesto de la línea de presupuesto %s supera el importe de la línea de pedido %s, por favor corríjalo",,
"The budget distribution has not been computed yet. By launching this action, you can no longer compute the budget distribution.","La distribución de presupuesto aún no ha sido calculada. Al lanzar esta acción, ya no podrá calcular la distribución de presupuesto.",,
"The budget key is enabled in the company %s account configuration. Thus, you must fill at least one accounting account before validating in order to ensure its generation (Budget %s)","La clave de presupuesto está activada en la configuración contable de la empresa %s. Por lo tanto, debe completar al menos una cuenta contable antes de validar para asegurar su generación (Presupuesto %s)",,
"The budget key is enabled in the company %s account configuration. Thus, you must fill the analytic axis and the analytic account before validating in order to ensure its generation (Budget %s)","La clave de presupuesto está activada en la configuración contable de la empresa %s. Por lo tanto, debe completar el eje analítico y la cuenta analítica antes de validar para asegurar su generación (Presupuesto %s)",,
"The budget key is missing in budget %s. Please fill account and analytic distribution configuration in budget before validating in order to ensure its generation","Falta la clave de presupuesto en el presupuesto %s. Por favor complete la configuración de cuenta y distribución analítica en el presupuesto antes de validar para asegurar su generación",,
"The period %s to %s is not covered by any budget line for budget %s. Please correct it.","El período %s al %s no está cubierto por ninguna línea de presupuesto para el presupuesto %s. Por favor corríjalo.",,
"The sum of the budget distribution amount for budget exceeds the amount of the move line %s, please correct it","La suma de los importes de distribución de presupuesto supera el importe de la línea de asiento %s, por favor corríjalo",,
"The sum of the budget distribution amount for budget exceeds the amount of the order line %s, please correct it","La suma de los importes de distribución de presupuesto supera el importe de la línea de pedido %s, por favor corríjalo",,
"The sum of the budget distribution amounts exceeds the amount of the invoice line %s, please correct it","La suma de los importes de distribución de presupuesto supera el importe de la línea de factura %s, por favor corríjalo",,
"The total amount is greater than the budget distribution total.","El importe total es mayor que el total de distribución de presupuesto.",,
"There is a budget overrun for %s. The available balance is %.2f %s.","Hay un exceso de presupuesto para %s. El saldo disponible es %.2f %s.",,
"There is already a budget key using the same combination of company, dates, accounts and analytic accounts and axis than the budget line %s","Ya existe una clave de presupuesto que utiliza la misma combinación de empresa, fechas, cuentas contables, cuentas y ejes analíticos que la línea de presupuesto %s",,
"This field is only used for budget key computation and will not be used as account in the invoice","Este campo solo se utiliza para el cálculo de la clave de presupuesto y no se utilizará como cuenta en la factura",,
"To","Hasta",,
"To be committed amount","Importe por comprometer",,
"To date","Hasta",,
"To generate periods, please fill in the Period duration.","Para generar períodos, por favor complete la Duración del período.",,
"To generate periods, please fill in the limits of the budget.","Para generar períodos, por favor complete los límites del presupuesto.",,
"Too much iterations.","Demasiadas iteraciones.",,
"Total W.T.","Total sin impuestos",,
"Total amount committed","Comprometido inicial",,
"Total amount expected","Inicial",,
"Total amounts","Importe total",,
"Total firm gap","Diferencia firme total",,
"Total unassigned amount","Total sin asignar",,
"Tracebacks","Trazas de error",,
"Type","Tipo",,
"Unassigned amount","Importe sin asignar",,
"Update dates","Actualizar fechas",,
"Validate","Validar",,
"Validate structure","Validar estructura",,
"Validated","Validado",,
"Validated structure","Estructura validada",,
"Variables","Variables",,
"Version Number","Número de versión",,
"Version expected amounts line","Línea de importes previstos de versión",,
"Version expected amounts line list","Líneas de importes previstos de versión",,
"Version expected amounts lines","Líneas de importes previstos de versión",,
"Versions","Versiones",,
"Warning, existing lines will be deleted, do you wish to continue?","Atención: las líneas existentes serán eliminadas, ¿desea continuar?",,
"Warning, you will delete all versions linked to this budget, do you want to continue ?","Atención, eliminará todas las versiones vinculadas a este presupuesto, ¿desea continuar?",,
"When budget key is enabled, you must check at least one line on analytic axis to be included in budget key computation","Cuando la clave de presupuesto está activada, debe marcar al menos una línea de eje analítico para incluirla en el cálculo de la clave de presupuesto",,
"Year","Año",,
"Year 2","Año 2",,
"Year 3","Año 3",,
"Year 4","Año 4",,
"Year 5","Año 5",,
"Year 6","Año 6",,
"Years","Años",,
"You can't compute the budget distribution because you are not authorized to.","No puede calcular la distribución de presupuesto porque no está autorizado para ello.",,
"archiveBtn","Archivar",,
"budget.Budget","Línea de presupuesto",,
"budget.Manual","Manual",,
"budget.custom","Personalizado",,
"copy","Copiar",,
"draftBtn","Poner en borrador",,
"validateBtn","Validar",,
"value:Budget","Presupuesto",,
