"key","message","comment","context"
"Sum of quantities of the decisions for a default must not be greater than the default's quantity","La suma de las cantidades de las decisiones para un defecto no debe ser mayor que la cantidad del defecto",,
"Supplier","Proveedor",,
"Supplier Order","Pedido de proveedor",,
"Supplier Order line","Línea de pedido de proveedor",,
"Supplier contact","Contacto del proveedor",,
"Supplier delivery note","Albarán de entrega del proveedor",,
"Supplier delivery note line","Línea de albarán de entrega del proveedor",,
"System","Sistema",,
"Systematic","Sistemático",,
"Tags","Etiquetas",,
"Tasks","Tareas",,
"Team","Equipo",,
"Technical sequence","Secuencia técnica",,
"Template","Plantilla",,
"The QualityImprovement has been correctly created with the id : %s.","La mejora de calidad ha sido creada correctamente con el id: %s.",,
"The company %s doesn't have any configured sequence for Quality improvement","La empresa %s no tiene ninguna secuencia configurada para Mejora de calidad",,
"The end date cannot be later than the deadline.","La fecha de fin no puede ser posterior a la fecha límite.",,
"The following fields will be reset: customer order, stock move and stock move line , continue ?","Los siguientes campos serán restablecidos: pedido de cliente, movimiento de stock y línea de movimiento de stock, ¿continuar?",,
"The following fields will be reset: customer stock move and customer stock move line , continue ?","Los siguientes campos serán restablecidos: movimiento de stock del cliente y línea de movimiento de stock del cliente, ¿continuar?",,
"The following fields will be reset: manufacturing operation line, manuf Order product to consume, consummed manuf order product , continue ?","Los siguientes campos serán restablecidos: línea de operación de fabricación, producto a consumir de la OF, producto consumido de la OF, ¿continuar?",,
"The following fields will be reset: stock move line , continue ?","Los siguientes campos serán restablecidos: línea de movimiento de stock, ¿continuar?",,
"The following fields will be reset: supplier order, stock move and stock move line , continue ?","Los siguientes campos serán restablecidos: pedido de proveedor, movimiento de stock y línea de movimiento de stock, ¿continuar?",,
"The following fields will be reset: supplier stock move and supplier stock move line , continue ?","Los siguientes campos serán restablecidos: movimiento de stock del proveedor y línea de movimiento de stock del proveedor, ¿continuar?",,
"The resolution default line with id %s doesn't belong to this quality improvement.","La línea de defecto con id %s no pertenece a esta mejora de calidad.",,
"The start date cannot be later than the deadline.","La fecha de inicio no puede ser posterior a la fecha límite.",,
"The start date cannot be later than the end date.","La fecha de inicio no puede ser posterior a la fecha de fin.",,
"There is no sequence set for the required documents","No hay ninguna secuencia configurada para los documentos requeridos",,
"To Date","Fecha hasta",,
"Tools","Herramientas",,
"Total Cost","Costo total",,
"Tracking Number","Número de seguimiento",,
"Tracking Numbers","Números de seguimiento",,
"Tracking number","Número de seguimiento",,
"Tracking number characteristic","Característica de número de seguimiento",,
"Tracking number characteristics","Características de número de seguimiento",,
"Tracking numbers","Números de seguimiento",,
"TrackingNumber","Número de seguimiento",,
"Type","Tipo",,
"Type of control device","Tipo de dispositivo de control",,
"Unit","Unidad",,
"Urgent","Urgente",,
"VOC ?","¿VOC?",,
"Validated","Validado",,
"Version","Versión",,
"Waiting","En espera",,
"Week(s)","Semana(s)",,
"When this configuration is enabled, an email will be sent automatically each time a quality control is completed.","Cuando esta configuración está activada, se enviará un correo electrónico automáticamente cada vez que se complete un control de calidad.",,
"Work center","Centro de trabajo",,
"Written by","Redactado por",,
"Written on","Redactado el",,
"Yes","Sí",,
"You can select and define here the sequence that will be used for action distributions.","Puede seleccionar y definir aquí la secuencia que se utilizará para las distribuciones de acciones.",,
"You can select and define here the sequence that will be used for decision distributions.","Puede seleccionar y definir aquí la secuencia que se utilizará para las distribuciones de decisiones.",,
"You can select here the email template sent by default when a quality control is completed.","Puede seleccionar aquí la plantilla de correo electrónico enviada por defecto cuando se completa un control de calidad.",,
"You can select here the print template that will be used to generate action distributions.","Puede seleccionar aquí la plantilla de impresión que se utilizará para generar las distribuciones de acciones.",,
"You can select here the print template that will be used to generate decision distributions.","Puede seleccionar aquí la plantilla de impresión que se utilizará para generar las distribuciones de decisiones.",,
"counter","Contador",,
"each","cada",,
"name","nombre",,
"priority","prioridad",,
"quality.responsible","Responsable",,
"value:Quality","Calidad",,
