"key","message","comment","context"
"Configurator Prod Process","Proceso de producción del configurador",,
"Configurator Prod Process filters","Filtros de proceso de producción del configurador",,
"Configurator creators","Creadores del configurador",,
"Configurator prod product","Producto de producción del configurador",,
"Configurator prod products","Productos de producción del configurador",,
"Configurator production process","Proceso de producción del configurador",,
"Configurators","Configuradores",,
"Configurators BOMs","BOM de configuradores",,
"Configurators BOMs tree","Árbol de BOM de configuradores",,
"Confirm cancellation","Confirmar cancelación",,
"Confirm forecasts","Confirmar previsiones",,
"Consignment stock","Stock en consignación",,
"Consume in stock moves","Consumir en movimientos de stock",,
"Consumed product","Producto consumido",,
"Consumed product waste","Desperdicio de producto consumido",,
"Consumed products","Productos consumidos",,
"Consumed products on phases","Productos consumidos en fases",,
"Consumed quantity","Cantidad consumida",,
"Consumption","Consumo",,
"Consumption qty","Cantidad de consumo",,
"Content lines","Líneas de contenido",,
"Continuity by default","Continuidad por defecto",,
"Control entry","Entrada de control",,
"Control on receipt","Control en recepción",,
"Control plans","Planes de control",,
"Cost","Costo",,
"Cost (W.T.)","Costo (sin impuesto)",,
"Cost Price","Precio de costo",,
"Cost calculations","Cálculos de costo",,
"Cost per process line","Costo por línea de proceso",,
"Cost price","Precio de costo",,
"Cost price calculation","Cálculo de precio de costo",,
"Cost sheet","Hoja de costos",,
"Cost sheet - %s","Hoja de costos - %s",,
"Cost sheet group","Grupo de hoja de costos",,
"Cost sheet group for product","Grupo de hoja de costos para producto",,
"Cost sheet group for work center","Grupo de hoja de costos para centro de trabajo",,
"Cost sheet groups","Grupos de hoja de costos",,
"Cost sheet line","Línea de hoja de costos",,
"Cost sheet line detail","Detalle de línea de hoja de costos",,
"Cost sheet lines","Líneas de hoja de costos",,
"Cost sheet valuation","Valoración de hoja de costos",,
"Cost sheets","Hojas de costos",,
"Cost sheets tree","Árbol de hojas de costos",,
"Cost to apply","Costo a aplicar",,
"Cost type","Tipo de costo",,
"CostSheet","Hoja de costos",,
"CostSheet.ManufOrderNumber","N° de OF",,
"CostSheet.billOfMaterial","Lista de materiales",,
"CostSheet.calculationDate","Fecha de cálculo",,
"CostSheet.calculationType","Tipo de cálculo",,
"CostSheet.calculationTypeBillOfMaterial","Lista de materiales",,
"CostSheet.calculationTypeEndOfProduction","Fin de producción",,
"CostSheet.calculationTypePartialEndOfProduction","Fin de producción parcial",,
"CostSheet.calculationTypeWorkInProgress","Trabajo en proceso",,
"CostSheet.company","Empresa",,
"CostSheet.costPrice","Precio de costo",,
"CostSheet.costSheetLineBomLevel","Nivel de BOM",,
"CostSheet.costSheetLineCode","Código",,
"CostSheet.costSheetLineConsumptionQty","Cantidad de consumo",,
"CostSheet.costSheetLineCostSheetGroup","Grupo de hoja de costos",,
"CostSheet.costSheetLineName","Nombre",,
"CostSheet.costSheetLineUnit","Unidad",,
"CostSheet.costSheetLines","Detalle de línea de hoja de costos",,
"CostSheet.createdBy","Creado por",,
"CostSheet.createdOn","Creado el",,
"CostSheet.currency","Moneda",,
"CostSheet.dateOfEdition","Fecha de edición",,
"CostSheet.legend","Leyenda",,
"CostSheet.lineType","Tipo",,
"CostSheet.lineTypeConsumeProduct","Producto consumido",,
"CostSheet.lineTypeConsumeProductWaste","Desperdicio de producto consumido",,
"CostSheet.lineTypeHuman","Humano",,
"CostSheet.lineTypeIndirectCost","Costo indirecto",,
"CostSheet.lineTypeProduceProduct","Producto producido",,
"CostSheet.lineTypeWorkCenter","Centro de trabajo",,
"CostSheet.manufOrder","Orden de fabricación",,
"CostSheet.title","HOJA DE COSTOS",,
"Cost_to_apply","Costo_a_aplicar",,
"Costing settings","Configuración de costeo",,
"Costs computed","Costos calculados",,
"Costs updated","Costos actualizados",,
"Could not find main bill of materials generated (BoM level 0).","No se pudo encontrar la lista de materiales principal generada (nivel de LdM 0).",,
"Create a bill of material","Crear una lista de materiales",,
"Create a production process","Crear un proceso de producción",,
"Create production order","Crear orden de producción",,
"Created by","Creado por",,
"Created from bom import","Creado desde importación de BOM",,
"Created on","Creado el",,
"Created product","Producto creado",,
"Created products","Productos creados",,
"Currency","Moneda",,
"Current production configuration does not permit to have operation orders with no duration nor interoperation time on the same machine and at the same time. (Operation: %s)","La configuración de producción actual no permite tener órdenes de operación sin duración ni tiempo entre operaciones en la misma máquina y al mismo tiempo. (Operación: %s)",,
"Customer","Cliente",,
"Customize BOM","Personalizar BOM",,
"Customize production process","Personalizar proceso de producción",,
"Cycle unit","Unidad de ciclo",,
"Dashboard","Panel de control",,
"Data import failed","Importación de datos fallida",,
"Date of calculation","Fecha de cálculo",,
"Date to respect delays","Fecha para respetar plazos",,
"Dates","Fechas",,
"Deallocate","Desasignar",,
"Deallocate all","Desasignar todo",,
"Declare delivery to outsource partner","Declarar entrega al socio de subcontratación",,
"Default BOM","BOM predeterminada",,
"Default Bill of materials","Lista de materiales predeterminada",,
"Default sequence","Secuencia predeterminada",,
"Default work center product","Producto de centro de trabajo predeterminado",,
"Define as default BOM of product","Definir como BOM predeterminada del producto",,
"Define sub bill of material","Definir sub lista de materiales",,
"Define sub bill of materials","Definir sub listas de materiales",,
"Define with a configurator","Definir con un configurador",,
"Define with a script","Definir con un script",,
"Description","Descripción",,
"Descriptions","Descripciones",,
"Details","Detalles",,
"Diff","Diferencia",,
"Diff consume manuf order","Diferencia consumo orden de fabricación",,
"Diff consume operation order","Diferencia consumo orden de operación",,
"Difference","Diferencia",,
"Differences","Diferencias",,
"Direct Manufacturing","Fabricación directa",,
"Direct Material","Material directo",,
"Disable BOM lines generation in sale order.","Desactivar la generación de líneas de BOM en el pedido de venta.",,
"Disable prod process lines generation in sale order.","Desactivar la generación de líneas de proceso de producción en el pedido de venta.",,
"Display products tree","Mostrar árbol de productos",,
"Disposal date","Fecha de disposición",,
"Do you really wish to create a new version of this bill of materials ?","¿Realmente desea crear una nueva versión de esta lista de materiales?",,
"Do you really wish to create a new version of this production process ?","¿Realmente desea crear una nueva versión de este proceso de producción?",,
"Documents","Documentos",,
"Draft","Borrador",,
"Draft MOs","Órdenes de fabricación en borrador",,
"Draft Operations","Operaciones en borrador",,
"Draft orders","Pedidos en borrador",,
"Duration (days)","Duración (días)",,
"Duration (hours)","Duración (horas)",,
"Duration / cycle (hhh:mm:ss)","Duración / ciclo (hhh:mm:ss)",,
"Duration / cycle (in hours)","Duración / ciclo (en horas)",,
"Duration between two cycles (hhh:mm:ss)","Duración entre dos ciclos (hhh:mm:ss)",,
"Duration on MOs","Duración en órdenes de fabricación",,
"Employee","Empleado",,
"Employee scheduling","Programación de empleados",,
"Enable Tool Management","Habilitar gestión de herramientas",,
"Enable production configurator","Habilitar configurador de producción",,
"Enable the process for other products","Habilitar el proceso para otros productos",,
"End Month","Mes final",,
"End date","Fecha de fin",,
"End month should be after Start Month","El mes final debe ser posterior al mes inicial",,
"End of production","Fin de producción",,
"Ending duration (hhh:mm:ss)","Duración de finalización (hhh:mm:ss)",,
"Ending duration of the machine.","Duración de finalización de la máquina.",,
"Error : You must configure a raw material requirement reporting sequence for the company %s","Error: Debe configurar una secuencia de reporte de requerimiento de materia prima para la empresa %s",,
"Error during production's order's creation","Error durante la creación de la orden de producción",,
"Error that happened during the computation","Error ocurrido durante el cálculo",,
"Error while generating bill of material: the product of the bill of material is supposed to be computed from a script but the script did not return a product.","Error al generar la lista de materiales: se supone que el producto de la lista de materiales se calcula desde un script pero el script no devolvió un producto.",,
"Error while generating bill of material: the product of the bill of material is supposed to be filled in the configurator BOM but it was empty.","Error al generar la lista de materiales: se supone que el producto de la lista de materiales se completa en el BOM del configurador pero estaba vacío.",,
"Error while generating bill of material: the product of the bill of material is supposed to be generated from the configurator but the configurator did not generate a product.","Error al generar la lista de materiales: se supone que el producto de la lista de materiales se genera desde el configurador pero el configurador no generó un producto.",,
"Every manufacturing orders have already been generated for selected lines.","Ya se han generado todas las órdenes de fabricación para las líneas seleccionadas.",,
"Every manufacturing orders have already been generated.","Ya se han generado todas las órdenes de fabricación.",,
"Every sale order lines have already generated a production order.","Todas las líneas de pedido de venta ya han generado una orden de producción.",,
"Every selected sale order lines have already generated a production order.","Todas las líneas de pedido de venta seleccionadas ya han generado una orden de producción.",,
"Expected/Future Quantity","Cantidad esperada/futura",,
"Export","Exportar",,
"Fetch limit","Límite de obtención",,
"Fetch limit for this batch. 0 will not be taken into account. In this case, the value configured in app Base will be used.","Límite de obtención para este lote. 0 no se tendrá en cuenta. En este caso, se utilizará el valor configurado en la aplicación Base.",,
"Fill SOP real values","Completar valores reales de S&OP",,
"Filters","Filtros",,
"Finish","Finalizar",,
"Finished","Finalizado",,
"Finished MOs","Órdenes de fabricación finalizadas",,
"Finished Operations","Operaciones finalizadas",,
"Finished products","Productos terminados",,
"Finished products default stock location","Ubicación de stock predeterminada de productos terminados",,
"Finite","Finito",,
"Forecast","Previsión",,
"Forecast date","Fecha de previsión",,
"Forecast on historic","Previsión sobre histórico",,
"Forecasts","Previsiones",,
"Friday hours","Horas del viernes",,
"From","Desde",,
"From Date","Desde la fecha",,
"General BoM","LdM general",,
"General production processes","Procesos de producción generales",,
"Generate MO.","Generar OF.",,
"Generate MPS forecasts","Generar previsiones MPS",,
"Generate Sales and Operations Planning Lines","Generar líneas de planificación de ventas y operaciones",,
"Generate a purchase order on MO planning","Generar una orden de compra en la planificación de OF",,
"Generate new version","Generar nueva versión",,
"Generate periods","Generar períodos",,
"Generate production configurations","Generar configuraciones de producción",,
"Generate production order for sale orders","Generar orden de producción para pedidos de venta",,
"Generate production orders","Generar órdenes de producción",,
"Generate production orders automatically","Generar órdenes de producción automáticamente",,
"Generate proposals","Generar propuestas",,
"Generate waste stock move","Generar movimiento de stock de desperdicio",,
"Growth Coefficient","Coeficiente de crecimiento",,
"HR Cost Settings","Configuración de costos de RRHH",,
"HR Duration Per Cycle (hhh:mm:ss)","Duración de RRHH por ciclo (hhh:mm:ss)",,
"High","Alto",,
"Historic period","Período histórico",,
"Hours of use","Horas de uso",,
"Human","Humano",,
"Human Duration (hh:mm:ss)","Duración humana (hh:mm:ss)",,
"Human Duration (in hours)","Duración humana (en horas)",,
"Human Resources","Recursos humanos",,
"Human and Machine","Humano y máquina",,
"Human resources","Recursos humanos",,
"Human times","Tiempos humanos",,
"Hundredth of an hour input","Entrada en centésimas de hora",,
"If checked, reservation will be automatically made for components when planning manufacturing orders.","Si está marcado, la reserva se realizará automáticamente para los componentes al planificar las órdenes de fabricación.",,
"Image","Imagen",,
"Import","Importar",,
"Import CSV","Importar CSV",,
"Import source","Fuente de importación",,
"Imported","Importado",,
"Imported bill of material tree","Árbol de lista de materiales importada",,
"Impossible to generate outsourcing purchase order. Please fill unit on your product.","Imposible generar la orden de compra de subcontratación. Por favor complete la unidad en su producto.",,
"In manuf order","En orden de fabricación",,
"In operation order","En orden de operación",,
"In progress","En progreso",,
"Indirect","Indirecto",,
"Indirect cost","Costo indirecto",,
"Infinite","Infinito",,
"Information","Información",,
"Inheritate the finished products from the MO to the deliveries","Heredar los productos terminados de la OF a las entregas",,
"Input file","Archivo de entrada",,
"Invalid date","Fecha inválida",,
"Invalid scheduling and capacity configuration.","Configuración de programación y capacidad inválida.",,
"Is closed","Está cerrado",,
"Is generated","Está generado",,
"Is to produce","Es para producir",,
"Is with difference","Tiene diferencia",,
"Is workshop","Es taller",,
"It will remove subcontractor tag from all partners. This change is irreversible","Esto eliminará la etiqueta de subcontratista de todos los socios. Este cambio es irreversible",,
"Label","Etiqueta",,
"Last overhaul date","Fecha de última revisión general",,
"Last production price","Último precio de producción",,
"Late Planned MOs","Órdenes de fabricación planificadas con retraso",,
"Late Planned Operations","Operaciones planificadas con retraso",,
"Launch quantity","Cantidad de lanzamiento",,
"Lead time","Tiempo de entrega",,
"Level","Nivel",,
"List of Wastes Per Product","Lista de desperdicios por producto",,
"Low","Bajo",,
"MO","OF",,
"MO's comment from sale order","Comentario de OF desde pedido de venta",,
"MO's comment from sale order line","Comentario de OF desde línea de pedido de venta",,
"MO's valuation method","Método de valoración de OF",,
"MOs Finished late","OFs finalizadas con retraso",,
"MOs In Progress","OFs en progreso",,
"MOs In Standby","OFs en espera",,
"MOs to invoice","OFs a facturar",,
"MPS","MPS",,
"MPS Charge","Carga MPS",,
"MPS Weekly schedules","Programaciones semanales MPS",,
"MPS number","Número MPS",,
"MRP","MRP",,
"MRP Type","Tipo de MRP",,
"MRP Types","Tipos de MRP",,
"MRP forecasts","Previsiones MRP",,
"Machine","Máquina",,
"Machine Information","Información de máquina",,
"Machine Planning","Planificación de máquina",,
"Machine Type","Tipo de máquina",,
"Machine Types","Tipos de máquina",,
"Machine charge","Carga de máquina",,
"Machine settings","Configuración de máquina",,
"Machine times","Tiempos de máquina",,
"Machine's planning","Planificación de la máquina",,
"Machine.planningMachineBtn","Planificación de máquina",,
"Machines","Máquinas",,
"Main bill of materials generated","Lista de materiales principal generada",,
"Main configurations","Configuraciones principales",,
"Maintenance cost","Costo de mantenimiento",,
"Make it applicable","Hacer aplicable",,
"Make it obsolete","Hacer obsoleto",,
"Manage Master Production Scheduling Charge","Gestionar carga de programación maestra de producción",,
"Manage bill of materials versions","Gestionar versiones de lista de materiales",,
"Manage consumed products on operations","Gestionar productos consumidos en operaciones",,
"Manage consumed products on phases","Gestionar productos consumidos en fases",,
"Manage cost sheet group","Gestionar grupo de hoja de costos",,
"Manage outsourcing","Gestionar subcontratación",,
"Manage production process versions","Gestionar versiones de proceso de producción",,
"Manage residual products on BOM","Gestionar productos residuales en BOM",,
"Manage work center group","Gestionar grupo de centro de trabajo",,
"Manage workshop","Gestionar taller",,
"Manual mo seq","Secuencia manual de OF",,
"Manuf order list","Lista de órdenes de fabricación",,
"Manuf. date","Fecha de fabricación",,
"Manuf. reference","Referencia de fabricación",,
"ManufOrder","Orden de fabricación",,
"ManufOrder.billOfMaterial","Lista de materiales",,
"ManufOrder.company","Empresa",,
"ManufOrder.costPrice","Importe",,
"ManufOrder.editionDate","Fecha de edición",,
"ManufOrder.effective","Efectivo",,
"ManufOrder.endDate","Fecha de fin",,
"ManufOrder.forecast","Previsión",,
"ManufOrder.from","Desde",,
"ManufOrder.inProgress","En progreso",,
"ManufOrder.machine","Máquina",,
"ManufOrder.moCommentFromSaleOrder","Comentario de OF desde pedido de venta",,
"ManufOrder.noLocation","Sin taller",,
"ManufOrder.num","N°",,
"ManufOrder.operation","Operación",,
"ManufOrder.operationDetails","Detalle de operaciones",,
"ManufOrder.operations","Resumen de operaciones",,
"ManufOrder.origin","Origen",,
"ManufOrder.plannedEndDate","Fin planificado",,
"ManufOrder.plannedStartDate","Fecha de inicio planificado",,
"ManufOrder.product","Producto",,
"ManufOrder.productBarcode","Código de barras",,
"ManufOrder.productCode","Código de producto",,
"ManufOrder.productName","Nombre de producto",,
"ManufOrder.productionProcess","Proceso de producción",,
"ManufOrder.productsToPrepare","Productos a preparar (consumir)",,
"ManufOrder.quantity","Cantidad",,
"ManufOrder.rack","Estante",,
"ManufOrder.seq","N° OF",,
"ManufOrder.serial","Máquina (número de serie)",,
"ManufOrder.standBy","En espera",,
"ManufOrder.startDate","Fecha de inicio",,
"ManufOrder.status","Estado",,
"ManufOrder.stockLocation","Taller",,
"ManufOrder.title","Orden de fabricación",,
"ManufOrder.to","Hasta",,
"ManufOrder.total","Total",,
"ManufOrder.trackingNumber","N° de seguimiento",,
"ManufOrder.workCenter","Centro de trabajo",,
"Manufacturer","Fabricante",,
"Manufacturing","Fabricación",,
"Manufacturing Dashboard","Panel de control de fabricación",,
"Manufacturing Operation","Operación de fabricación",,
"Manufacturing Operation Duration","Duración de operación de fabricación",,
"Manufacturing Operation Durations","Duraciones de operación de fabricación",,
"Manufacturing Order","Orden de fabricación",,
"Manufacturing Order (StockMove In)","Orden de fabricación (Movimiento de stock entrada)",,
"Manufacturing Order (StockMove Out)","Orden de fabricación (Movimiento de stock salida)",,
"Manufacturing operation","Operación de fabricación",,
"Manufacturing operation status successfully updated.","Estado de operación de fabricación actualizado correctamente.",,
"Manufacturing operations","Operaciones de fabricación",,
"Manufacturing operations maximum priority","Prioridad máxima de operaciones de fabricación",,
"Manufacturing order","Orden de fabricación",,
"Manufacturing order filters","Filtros de orden de fabricación",,
"Manufacturing order merge result","Resultado de fusión de orden de fabricación",,
"Manufacturing order sequence","Secuencia de orden de fabricación",,
"Manufacturing order successfully updated.","Orden de fabricación actualizada correctamente.",,
"Manufacturing orders","Órdenes de fabricación",,
"Manufacturing orders have been added to the existent production order.","Las órdenes de fabricación han sido añadidas a la orden de producción existente.",,
"Manufacturing orders on StandBy","Órdenes de fabricación en espera",,
"Manufacturing period","Período de fabricación",,
"Manufacturing periods","Períodos de fabricación",,
"Manufacturing proposal","Propuesta de fabricación",,
"Margin","Margen",,
"Margin coefficient","Coeficiente de margen",,
"Mark","Marcar",,
"Master Production Scheduling Charge","Carga de programación maestra de producción",,
"Max call reached when trying to find a time slot for operation %s.","Se alcanzó el máximo de llamadas al intentar encontrar un espacio de tiempo para la operación %s.",,
"Max depth reached when copying BOM.","Se alcanzó la profundidad máxima al copiar el BOM.",,
"Max loop call reached when trying to compute end date.","Se alcanzó el máximo de llamadas en bucle al intentar calcular la fecha de fin.",,
"Max loop call reached when trying to compute start date.","Se alcanzó el máximo de llamadas en bucle al intentar calcular la fecha de inicio.",,
"Max. capacity / cycle","Capacidad máx. / ciclo",,
"Maximum level","Nivel máximo",,
"Merge","Fusionar",,
"Merged","Fusionado",,
"Merged MO","OF fusionada",,
"Merged manuf orders","Órdenes de fabricación fusionadas",,
"Message template","Plantilla de mensaje",,
"Min. capacity / cycle","Capacidad mín. / ciclo",,
"Missing quantity","Cantidad faltante",,
"Monday hours","Horas del lunes",,
"Move types","Tipos de movimiento",,
"Moves In/Out","Movimientos entrada/salida",,
"Mps Charge","Carga MPS",,
"MpsCharge.code","Código",,
"MpsCharge.endMonth","Mes final",,
"MpsCharge.startMonth","Mes inicial",,
"MpsCharge.title","Carga de programación maestra de producción",,
"Multi Level MO tree","Árbol de OF multinivel",,
"Multi level MO","OF multinivel",,
"Multi-level planning","Planificación multinivel",,
"Multiple same product selected in the list.","Se seleccionó el mismo producto varias veces en la lista.",,
"My RFQs","Mis solicitudes de oferta",,
"My Sales","Mis ventas",,
"Name","Nombre",,
"Name cannot be null for prod process line to generate. Please correct on prod process line configurator id : %s.","El nombre no puede ser nulo para la línea de proceso de producción a generar. Por favor corrija en el id del configurador de línea de proceso de producción: %s.",,
"Name cannot be null for prod process to generate. Please correct on prod process configurator id : %s.","El nombre no puede ser nulo para el proceso de producción a generar. Por favor corrija en el id del configurador de proceso de producción: %s.",,
"Nb of digits for BOM quantities","Número de dígitos para cantidades de BOM",,
"Need / MPS","Necesidad / MPS",,
"Need / Manufacturing order","Necesidad / Orden de fabricación",,
"Need / Manufacturing proposal","Necesidad / Propuesta de fabricación",,
"New production order(s) have been created for selected lines.","Se han creado nueva(s) orden(es) de producción para las líneas seleccionadas.",,
"New production order(s) have been created.","Se han creado nueva(s) orden(es) de producción.",,
"Next overhaul date","Fecha de próxima revisión general",,
"No continuity","Sin continuidad",,
"No period has been found in the weekly planning for the manufacturing operation %s","No se encontró ningún período en la planificación semanal para la operación de fabricación %s",,
"No product has been found with these filters. Please check your filters","No se encontró ningún producto con estos filtros. Por favor verifique sus filtros",,
