"key","message","comment","context"
"Can only terminate ongoing contract.","Solo se puede terminar un contrato en curso.",,
"Cancel","Cancelar",,
"Close contract","Cerrar contrato",,
"Closed","Cerrado",,
"Code","Código",,
"Comment to be included on invoice","Comentario a incluir en la factura",,
"Commercial condition","Condición comercial",,
"Company","Empresa",,
"Company currency","Moneda de la empresa",,
"Config.","Config.",,
"Configurable contract","Contrato configurable",,
"Configuration","Configuración",,
"Consumption Line","Línea de consumo",,
"Consumption Lines","Líneas de consumo",,
"Consumption for next invoice","Consumo para próxima factura",,
"Consumption line quantities exceed the max quantity defined in the contract line.","Las cantidades de las líneas de consumo superan la cantidad máxima definida en la línea de contrato.",,
"Consumption management","Gestión de consumos",,
"Consumption max quantity","Cantidad máxima de consumo",,
"Consumptions","Consumos",,
"Content","Contenido",,
"Contract","Contrato",,
"Contract Dates","Fechas del contrato",,
"Contract Line","Línea de contrato",,
"Contract Lines","Líneas de contrato",,
"Contract N°","N° de contrato",,
"Contract batch","Lote de contrato",,
"Contract batch filters","Filtros de lote de contrato",,
"Contract batches","Lotes de contrato",,
"Contract can't be empty for compute contract line price.","El contrato no puede estar vacío para calcular el precio de la línea de contrato.",,
"Contract closing invoice","Factura de cierre de contrato",,
"Contract filters","Filtros de contrato",,
"Contract has already been generated for this opportunity.","Ya se ha generado un contrato para esta oportunidad.",,
"Contract information","Información del contrato",,
"Contract invoice","Factura de contrato",,
"Contract line","Línea de contrato",,
"Contract template","Plantilla de contrato",,
"Contract template filters","Filtros de plantilla de contrato",,
"Contract template to use","Plantilla de contrato a utilizar",,
"Contract templates","Plantillas de contrato",,
"Contract type","Tipo de contrato",,
"Contract version","Versión de contrato",,
"Contracts","Contratos",,
"Copy","Copiar",,
"Cpte Ana. AXIS1","Cta. Ana. EJE1",,
"Cpte Ana. AXIS2","Cta. Ana. EJE2",,
"Cpte Ana. AXIS3","Cta. Ana. EJE3",,
"Cpte Ana. AXIS4","Cta. Ana. EJE4",,
"Cpte Ana. AXIS5","Cta. Ana. EJE5",,
"Create PO","Crear Pedido de Compra",,
"Create an amendment","Crear una enmienda",,
"Created by","Creado por",,
"Created on","Creado el",,
"Currency","Moneda",,
"Current amendment","Enmienda actual",,
"Current invoice period","Período de factura actual",,
"Current version","Versión actual",,
"Current version activation","Activación de la versión actual",,
"Customer","Cliente",,
"Customer contracts","Contratos de cliente",,
"Customer price lists","Listas de precios de cliente",,
"Customer year end bonus","Bonificación de fin de año del cliente",,
"Date","Fecha",,
"Delete next amendment","Eliminar próxima enmienda",,
"Description","Descripción",,
"Discount amount","Importe de descuento",,
"Discount type","Tipo de descuento",,
"Display an alert if the consumption quantities exceed the defined max quantity","Mostrar una alerta si las cantidades de consumo superan la cantidad máxima definida",,
"Display the concerned contracts","Mostrar los contratos concernidos",,
"Displayed Product name","Nombre del producto mostrado",,
"Do not renew","No renovar",,
"Do you really wish to fill your contract based on this template ?","¿Realmente desea completar su contrato basándose en esta plantilla?",,
"Draft","Borrador",,
"Duration","Duración",,
"Durations","Duraciones",,
"Enable configuration by product family for YEB","Activar configuración por familia de producto para BFA/RFA",,
"End date","Fecha de fin",,
"End of application","Fecha de fin de aplicación",,
"End of next invoicing period","Fin del próximo período de facturación",,
"End of next invoicing period should be after Start of next invoicing period.","El fin del próximo período de facturación debe ser posterior al inicio del próximo período de facturación.",,
"End of period","Fin de período",,
"End of period plus","Fin del período más",,
"Engagement","Compromiso",,
"Engagement duration","Duración del compromiso",,
"Engagement duration is not fulfilled.","La duración del compromiso no se ha cumplido.",,
"Engagement start date","Fecha de inicio del compromiso",,
"Engagement start from version","Inicio del compromiso según versión",,
"Error","Error",,
"Fetch limit","Límite de obtención",,
"Fetch limit for this batch. 0 will not be taken into account. In this case, the value configured in app Base will be used.","Límite de obtención para este lote. 0 no se tendrá en cuenta. En este caso, se utilizará el valor configurado en la aplicación Base.",,
"File","Archivo",,
"Files","Archivos",,
"First period end date","Fecha de fin del primer período",,
"First period invoicing end date","Fecha de fin del primer período de facturación",,
"Fiscal position","Posición fiscal",,
"Forecast (contract)","Previsión (contrato)",,
"Formula","Fórmula",,
"Framework","Marco",,
"Framework contract","Contrato marco",,
"Framework contracts","Contratos marco",,
"From","Desde",,
"From date","Fecha desde",,
"Full name","Nombre completo",,
"General","General",,
"Generate a contract","Generar un contrato",,
"Generate contract","Generar contrato",,
"Generate purchase order","Generar pedido de compra",,
"Generate sale order","Generar pedido de venta",,
"Generated purchase order","Pedido de compra generado",,
"Generated sale order","Pedido de venta generado",,
"Grouped Invoicing","Facturación agrupada",,
"If this configuration is enabled, it is possible to create new contract versions, called amendments. If the Unchangable contract configuration is enabled, you must create a new version of a contract when you want to modify it.","Si esta configuración está activada, es posible crear nuevas versiones de contratos, llamadas enmiendas. Si la configuración Contrato no modificable está activada, debe crear una nueva versión de un contrato cuando desee modificarlo.",,
"If this configuration is enabled, it is possible to manage contract renewals. Without this, a contract ends at its end date.","Si esta configuración está activada, es posible gestionar las renovaciones de contratos. Sin esto, un contrato termina en su fecha de fin.",,
"If this configuration is enabled, you can no longer modify the invoicing content and the contract configurations once it is active without having to create a new version.","Si esta configuración está activada, ya no se puede modificar el contenido de facturación y las configuraciones del contrato una vez que está activo sin tener que crear una nueva versión.",,
"Index 1","Índice 1",,
"Index 1 date","Fecha del índice 1",,
"Index 2","Índice 2",,
"Index 2 date","Fecha del índice 2",,
"Index revaluation","Revalorización de índice",,
"Index value","Valor de índice",,
"Index value list","Lista de valores de índice",,
"Index values","Valores de índice",,
"Indexes revaluation","Revalorización de índices",,
"Information","Información",,
"Initial ex tax total per year","Total sin impuestos inicial por año",,
"Initial price per year","Precio inicial por año",,
"Initial unit price","Precio unitario inicial",,
"Invoice","Factura",,
"Invoice N°","N° de factura",,
"Invoice from consumption","Facturar por consumo",,
"Invoice line","Línea de factura",,
"Invoice period","Período de facturación",,
"Invoice period history","Historial de períodos de facturación",,
"Invoice periods","Períodos de facturación",,
"Invoiced","Facturado",,
"Invoiced partner","Socio facturado",,
"Invoices","Facturas",,
"Invoicing","Facturación",,
"Invoicing Frequency","Frecuencia de facturación",,
"Invoicing amounts","Importes de facturación",,
"Invoicing date","Fecha de facturación",,
"Invoicing management","Gestión de facturación",,
"Invoicing moment","Momento de facturación",,
"Is invoiced","Facturado",,
"Last Invoicing period","Último período facturado",,
"Last renewal date","Última fecha de renovación",,
"Last revaluation date","Última fecha de revalorización",,
"Linked invoice","Factura vinculada",,
"Meta file","Metarchivo",,
"Missing index value for this date : %s","Falta un valor de índice para esta fecha: %s",,
"Missing revaluation period for this contract.","Falta un período de revalorización para este contrato.",,
"Name","Nombre",,
"New File","Nuevo archivo",,
"New version","Nueva versión",,
"Next amendment","Próxima enmienda",,
"Next revaluation date","Próxima fecha de revalorización",,
"Next version","Próxima versión",,
"Next version activation","Activación de próxima versión",,
"No contract is associated to version.","No hay ningún contrato asociado a la versión.",,
"Not invoiced","No facturado",,
"Notes","Notas",,
"Number of days","Número de días",,
"Number of finished periods","Número de períodos terminados",,
"Number of renewal","Número de renovaciones",,
"Ongoing","En curso",,
"Only invoice consumption before Invoice period end Date","Facturar solo el consumo antes de la fecha de fin del período de facturación",,
"Opportunity","Oportunidad",,
"Partner","Socio",,
"Payment condition","Condición de pago",,
"Payment mode","Modo de pago",,
"Periodic Invoicing","Facturación periódica",,
"Periodic contract","Contrato periódico",,
"Pick a template","Elegir una plantilla",,
"Please enter a engagement date.","Por favor ingrese una fecha de compromiso.",,
"Please enter a terminated date for this version.","Por favor ingrese una fecha de fin para esta versión.",,
"Please fill the first period end date and the invoice frequency.","Por favor complete la fecha de fin del primer período y la frecuencia de facturación.",,
"Please select a customer to be able to convert opportunity into contract.","Por favor seleccione un cliente para poder convertir la oportunidad en contrato.",,
"Price list","Lista de precios",,
"Price revalued yearly","Precio revalorizado anualmente",,
"Prices per year","Precios por año",,
"Pricing","Baremo",,
"Pricing rules","Reglas de baremo",,
"Print","Imprimir",,
"Prior notice","Preaviso",,
"Prior notice duration","Duración del preaviso",,
"Prior notice duration is not respected.","La duración del preaviso no se ha respetado.",,
"Product","Producto",,
"Product management","Gestión de productos",,
"Prorate from versions","Prorratear según versiones",,
"Prorated Invoice","Factura prorrateada",,
"Prorated Starting periods","Períodos de inicio prorrateados",,
"Prorated finished periods","Períodos terminados prorrateados",,
"Prorated temporally","Prorrateo temporal",,
"Protrate temporally","Prorratear temporalmente",,
"Purchase orders","Pedidos de compra",,
"Put on-hold","Poner en espera",,
"Qty","Cant.",,
"Quantity","Cantidad",,
"Recurring product","Producto recurrente",,
"Reference","Referencia",,
"Remove files","Eliminar archivos",,
"Renew","Renovar",,
"Renewal","Renovación",,
"Renewal duration","Duración de la renovación",,
"Renewal management","Gestión de renovaciones",,
"Revaluate contracts","Revalorizar contratos",,
"Revaluation formula","Fórmula de revalorización",,
"Revaluation formulas","Fórmulas de revalorización",,
"Revaluation period","Período de revalorización",,
"Run batch","Ejecutar lote",,
"Sale orders","Pedidos de venta",,
"Search","Buscar",,
"Sequence","Secuencia",,
"Show contract","Ver contrato",,
"Show lines","Mostrar líneas",,
"Show next amendment","Ver próxima enmienda",,
"Start date","Fecha de inicio",,
"Start of next invoicing period","Inicio del próximo período de facturación",,
"Start of period","Inicio de período",,
"Start of period plus","Inicio del período más",,
"Status","Estado",,
"Statut","Estado",,
"Supplier","Proveedor",,
"Supplier contracts","Contratos de proveedor",,
"Supplier price lists","Listas de precios de proveedor",,
"Supplier year end bonus","Bonificación de fin de año del proveedor",,
"Supposed activation date","Fecha de activación provisional",,
"Supposed end date","Fecha de fin provisional",,
"Tacit renewal","Renovación tácita",,
"Taxes","Impuestos",,
"Terminate","Rescindir",,
"Terminated","Cerrado",,
"Terminated By","Rescindido por",,
"Terminated contracts","Contratos cerrados",,
"Terminated date","Fecha de cierre",,
"Terminated manually","Rescindido manualmente",,
"Termination","Rescisión",,
"Termination demand date","Fecha de solicitud de rescisión",,
"The company %s doesn't have any configured sequence for contracts","La empresa %s no tiene ninguna secuencia configurada para contratos",,
"The first period end date cannot be earlier than the supposed activation date.","La fecha de fin del primer período no puede ser anterior a la fecha de activación provisional.",,
"The first period end date cannot be earlier than today if there is no supposed activation date.","La fecha de fin del primer período no puede ser anterior a hoy si no hay fecha de activación provisional.",,
"The next contract field is not set on the current contract version.","El campo de próximo contrato no está definido en la versión actual del contrato.",,
"There is an error in the formula.","Hay un error en la fórmula.",,
"There is no contract associated with this version.","No existe ningún contrato asociado a esta versión.",,
"This configuration enables additional benefit management on contracts. These are benefits that can be added to the contract and will be invoiced on a one-time basis and not on a recurring basis.","Esta configuración permite activar la gestión de prestaciones adicionales en los contratos. Son prestaciones que se pueden agregar al contrato y se facturarán de forma puntual y no de forma recurrente.",,
"This configuration enables consumption management on contracts, meaning you can add products or services during the contract that are used in addition to the standard invoicing content, and that you want to invoice at the next invoicing date.","Esta configuración permite activar la gestión de consumos en los contratos, es decir, poder agregar durante el contrato productos o servicios que se utilizan además del contenido de facturación estándar, y que se desean facturar en la próxima fecha de facturación.",,
"This configuration enables contract invoicing, allowing you to generate invoices from contracts, either manually or automatically.","Esta configuración permite activar la facturación de contratos, permitiendo generar facturas desde los contratos, manual o automáticamente.",,
"This configuration is essential, it allows configuring contracts.","Esta configuración es esencial, permite configurar los contratos.",,
"This period is used to compute the next revaluation date.","Este período se utiliza para calcular la próxima fecha de revalorización.",,
"This pricing is already used by another contract line.","Este baremo ya está siendo utilizado por otra línea de contrato.",,
"This pricing is already used by another contract line. Use the + button to create a new copy.","Este baremo ya está siendo utilizado por otra línea de contrato. Use el botón + para crear una nueva copia.",,
"Title","Título",,
"To","Hasta",,
"To closed","A cerrar",,
"To revaluate","A revalorizar",,
"Total A.T.I.","Total con impuestos",,
"Total W.T.","Total sin impuestos",,
"Total invoiced amount","Importe total facturado",,
"Total paid amount","Importe total pagado",,
"Trading name","Nombre comercial",,
"Type","Tipo",,
"Unchangable contract","Contrato no modificable",,
"Unit","Unidad",,
"Unit price","Precio unitario",,
"Unit price discounted","Precio unitario con descuento",,
"Use this template","Usar esta plantilla",,
"Value","Valor",,
"Version","Versión",,
"Version history","Historial de versiones",,
"Waiting","En espera",,
"Warning","Advertencia",,
"Warning! The yearly price is calculated based on unit price and ""Invoicing duration"" from the config panel. Please be careful when using products with unit being a time unit. In case you have contract lines with different invoicing duration, you can activate and use the Addtional Benefits management feature.","¡Atención! El precio anual se calcula en base al precio unitario y la ""Frecuencia de facturación"" del panel de configuración. Tenga cuidado al usar productos con unidad de tipo tiempo. En caso de tener líneas de contrato con diferentes frecuencias de facturación, le recomendamos activar y usar la funcionalidad de Prestaciones adicionales.",,
"With engagement","Con compromiso",,
"With prior notice","Con preaviso",,
"YEB/YER","BFA/RFA",,
"YEB/YER Customer","BFA/RFA Cliente",,
"YEB/YER Customer contracts","Contratos de cliente BFA/RFA",,
"YEB/YER Purchase account","Cuenta contable de compra BFA/RFA",,
"YEB/YER Sale account","Cuenta contable de venta BFA/RFA",,
"YEB/YER Supplier","BFA/RFA Proveedor",,
"YEB/YER Supplier contracts","Contratos de proveedor BFA/RFA",,
"Year end bonus product","Producto BFA/RFA",,
"Year end bonus product account must be filled in account configuration.","La cuenta contable del producto BFA/RFA debe completarse en la configuración contable.",,
"Year end bonus product must be filled in account configuration.","El producto BFA/RFA debe completarse en la configuración contable.",,
"Yearly ex tax total revalued","Total sin impuestos revalorizado por año",,
"You cannot remove a line which has been already invoiced.","No puede eliminar una línea que ya ha sido facturada.",,
"You cannot terminate a contract before version activation date.","No puede terminar un contrato antes de la fecha de activación de la versión.",,
"com.axelor.apps.contract.batch.service.BatchContractService","com.axelor.apps.contract.batch.service.BatchContractService",,
"to","a",,
"value:Contract","Contrato",,
