"key","message","comment","context"
"Allows defining on a customer that specifically for this customer, if a certain product is sold, complementary products are either automatically added to the quotation or proposed as options. This configuration complements the standard complementary product management defined at the product level, which applies to all partners.","Permite definir en un cliente que específicamente para ese cliente, si se vende un determinado producto, los productos complementarios se añaden automáticamente a la cotización o se proponen como opciones. Esta configuración complementa la gestión estándar de productos complementarios definida a nivel de producto, que se aplica a todas las empresas.",,
"Allows defining the default holdback percentage applied by the company. This default rate can be modified at the payment conditions level or on a case-by-case basis on invoices.","Permite definir el porcentaje de retención por defecto aplicado por la empresa. Esta tasa por defecto puede modificarse a nivel de condiciones de pago o caso a caso en las facturas.",,
"Allows displaying on quotation lines the product description (description field from the product form).","Permite mostrar en las líneas de cotización la descripción del producto (campo descripción de la ficha de producto).",,
"Amount","Importe",,
"Amount A.T.I.","Importe Con impuestos",,
"Amount Tax","Importe Impuesto",,
"Amount Tax (via percentages)","Importe Impuesto (mediante porcentajes)",,
"Amount invoiced W.T.","Importe facturado Sin impuestos",,
"Amount remaining to order","Importe restante a pedir",,
"Amount to be spread over the timetable","Importe a distribuir en el calendario",,
"An attribute with the same name already exists.","Ya existe un atributo con el mismo nombre.",,
"An error occurred during the duplication of sale order line. Therefore, only a simple copy has been made, please see tracebacks for more details.","Se produjo un error durante la duplicación de la línea de pedido de venta. Por ello, solo se ha realizado una copia simple, consulte los rastreos para más detalles.",,
"An error occurred during the generation of the product with configurator, please see tracebacks for more details.","Se produjo un error durante la generación del producto con el configurador, consulte los rastreos para más detalles.",,
"Analytic distribution","Distribución analítica",,
"Analytic distribution required on sale order line","Distribución analítica obligatoria en línea de pedido de venta",,
"App","Aplicación",,
"App sale","App Ventas",,
"At least one sale order line has a stock move with availability request.","Al menos una línea de pedido de venta tiene un movimiento de stock con solicitud de disponibilidad.",,
"Attributes","Atributos",,
"Authorizations","Autorizaciones",,
"Authorized groups","Grupos autorizados",,
"Authorized users","Usuarios autorizados",,
"Availability Request","Solicitud de disponibilidad",,
"Availability request","Solicitud de disponibilidad",,
"Available stock","Stock disponible",,
"Average margin rate","Tasa de margen media",,
"Average margin rate per customer","Tasa de margen media por cliente",,
"Average markup","Tasa de markup media",,
"Average markup per customer","Tasa de markup media por cliente",,
"Average price","Precio de venta medio",,
"Back to confirmed order","Volver al estado confirmado",,
"Base W.T.","Base Sin impuestos",,
"Batchs","Procesos en masa",,
"Bi-monthly","Bimestral",,
"Block order creation","Bloquear la creación del pedido",,
"Blocked","Bloqueado",,
"Calculated fields on configurator","Campos calculados en el configurador",,
"Can only cancel a drafted or finalized sale order.","Solo se puede cancelar un pedido de venta en borrador o finalizado.",,
"Can only complete a confirmed sale order.","Solo se puede completar un pedido de venta confirmado.",,
"Can only confirm a finalized quotation.","Solo se puede confirmar una cotización finalizada.",,
"Can only finalize a drafted quotation.","Solo se puede finalizar una cotización en borrador.",,
"Cancel","Cancelar",,
"Cancel Reason","Motivo de cancelación",,
"Cancel Reasons","Motivos de cancelación",,
"Cancel reason","Motivo de cancelación",,
"Cancel reservation","Cancelar reserva",,
"Canceled","Cancelado",,
"Cancellation","Cancelación",,
"Cancellation confirmation","Confirmación de cancelación",,
"Cart","Carrito",,
"Cart line","Línea de carrito",,
"Cart line list","Lista de líneas de carrito",,
"Cart lines","Líneas de carrito",,
"Carts","Carritos",,
"Catalog","Catálogo",,
"Category","Categoría",,
"Category sale turnover (Excl. Tax) per month","Facturación por categoría (Sin impuestos) por mes",,
"Change allocated qty","Cambiar cantidad asignada",,
"Change requested reserved qty","Cambiar cantidad solicitada en reserva",,
"Changes were made to the configurator creator. Please activate the configurator creator to use it.","Se han realizado cambios en el modelo de configurador. Por favor, actívelo para utilizarlo.",,
"Characteristics","Características",,
"Check Duplicate","Verificar duplicado",,
"Check the script","Verificar el script",,
"Children sale orders","Pedidos de venta hijos",,
"Client box in sale order","Recuadro de cliente en pedido de venta",,
"Client is sale blocked:","Este cliente está bloqueado para ventas:",,
"Close opportunity when one of the linked sale orders is confirmed","Cerrar la oportunidad cuando uno de los pedidos vinculados sea confirmado",,
"Code","Código",,
"Comment","Comentario",,
"Comment to display","Comentario a mostrar",,
"Comment to display on delivery","Comentario a mostrar en el albarán de entrega",,
"Comment to display on invoice","Comentario a mostrar en la factura",,
"Comment to display on picking order","Comentario a mostrar en el albarán de preparación",,
"Comment to display on proforma","Comentario a mostrar en la proforma",,
"Company","Empresa",,
"Company bank","Banco de la empresa",,
"Company currency","Divisa de la empresa",,
"Company for which the configurations are made.","Empresa para la que se realizan las configuraciones.",,
"Complementary lines","Líneas complementarias",,
"Complementary product","Producto complementario",,
"Complementary product list","Lista de productos complementarios",,
"Complementary product(s)","Producto(s) complementario(s)",,
"Complementary products","Productos complementarios",,
"Complete manually sale order","Completar manualmente el pedido de venta",,
"Components","Componentes",,
"Compute price with sublines","Calcular precio con sublíneas",,
"Conditions","Condiciones",,
"Configuration","Configuración",,
"Configurator","Configurador",,
"Configurator BoM","Configurador de lista de materiales",,
"Configurator creator filters","Filtros de modelos de configurador",,
"Configurator creator name","Nombre del modelo de configurador",,
"Configurator creators","Modelos de configurador",,
"Configurator formula list","Lista de fórmulas del configurador",,
"Configurator is not activated.","El configurador no está activado.",,
"Configurator model","Modelo de configurador",,
"Configurator version is different than its configurator creator.","La versión del configurador es diferente a la de su modelo.",,
"Configurator version is different than the version of its configurator creator, therefore only a simple duplicate will be created, proceed ?","La versión del configurador es diferente a la de su modelo, por lo que solo se creará una copia simple, ¿desea continuar?",,
"ConfiguratorCreator","Modelo de configurador",,
"ConfiguratorCreators","Modelos de configurador",,
"Configurators","Configuradores",,
"Configure","Configurar",,
"Confirm","Confirmar",,
"Confirm cancellation","Confirmar cancelación",,
"Confirm merge sale order","Confirmar fusión de pedido",,
"Confirm order","Confirmar pedido",,
"Confirmation","Confirmación",,
"Confirmation date","Fecha de confirmación",,
"Confirmed by","Confirmado por",,
"Confirmer","Confirmador",,
"Consider zero cost and zero price lines in the margin","Considerar líneas con coste y precio cero en el margen",,
"Contact partner","Empresa de contacto",,
"Contacts","Contactos",,
"Content","Contenido",,
"Contract end date","Fecha de fin del contrato",,
"Contract period in months","Duración del contrato en meses",,
"Contract start date","Fecha de inicio del contrato",,
"Copy needing update","Copia que requiere actualización",,
"Country","País",,
"Create Order from this Template","Crear pedido desde esta plantilla",,
"Create order with missing products","Crear pedido con productos faltantes",,
"Create the quotation","Crear la cotización",,
"Create the sale order","Crear el pedido de venta",,
"Created by","Creado por",,
"Created on","Creado el",,
"Creation date","Fecha de creación",,
"Creation for every sale order lines","Creación para cada línea de pedido de venta",,
"Creation for the sale order","Creación para el pedido de venta",,
"Currency","Divisa",,
"Current Login user","Usuario conectado",,
"Current User","Usuario conectado",,
"Currently ordered A.T.I.","En curso de pedido Con impuestos",,
"Currently ordered W.T.","En curso de pedido Sin impuestos",,
"Custom css class to apply.","Clase CSS personalizada a aplicar.",,
"Custom field","Campo personalizado",,
"Custom fields","Campos personalizados",,
"Customer","Cliente",,
"Customer Catalog","Catálogo de cliente",,
"Customer Catalog Lines","Líneas de catálogo de cliente",,
"Customer Credit","Crédito de cliente",,
"Customer catalog lines","Líneas de catálogo de clientes",,
"Customer contact","Contacto del cliente",,
"Customer deliveries","Entregas al cliente",,
"Customer deliveries details","Detalle de entregas al cliente",,
"Customer information","Información del cliente",,
"Customer partner price list","Lista de precios de cliente",,
"Customer partner price lists","Listas de precios de clientes",,
"Customer reference","Referencia del cliente",,
"Customers","Clientes",,
"Customers / prospects","Clientes / Prospectos",,
"Customised","Personalizado",,
"Dashboard","Panel de control",,
"Data file","Archivo de datos",,
"Date","Fecha",,
"Dates","Fechas",,
"Day","Día",,
"Deallocate","Desasignar",,
"Deallocate all","Desasignar todo",,
"Decimal","Decimal",,
"Default holdback percentage","Porcentaje de retención por defecto",,
"Default unit","Unidad por defecto",,
"Define as template","Definir como plantilla",,
"Delivered","Entregado",,
"Delivered quantity","Cantidad entregada",,
"Delivery","Entrega",,
"Delivery address","Dirección de entrega",,
"Delivery conditions","Condiciones de entrega",,
"Description","Descripción",,
"Desired delivery date","Fecha de entrega deseada",,
"Details Lines","Líneas de detalle",,
"Discount","Descuento",,
"Discount amount","Importe del descuento",,
"Discount derogation (%)","Derogación de descuento (%)",,
"Discount rate","Tasa de descuento",,
"Discount type","Tipo de descuento",,
"Discounts need review","Descuentos a revisar",,
"Display customer code on printing","Mostrar el código de cliente en la impresión",,
"Display delivery condition on printing","Mostrar las condiciones de entrega en la impresión",,
"Display estimated shipping dates on printing","Mostrar las fechas de envío estimadas en la impresión",,
"Display lines","Mostrar líneas",,
"Display product code on printing","Mostrar el código de producto en la impresión",,
"Display product picture on printing","Mostrar la imagen del producto en la impresión",,
"Display sale order line number","Mostrar número de línea de pedido de venta",,
"Display saleman on printing","Mostrar el comercial en la impresión",,
"Display sublines on report","Mostrar sublíneas en el informe",,
"Display tax detail on printing","Mostrar el detalle del impuesto en la impresión",,
"Displayed Product name","Nombre de producto a mostrar",,
"Do not display the header and end of pack","No mostrar el encabezado y el fin del paquete",,
"Do you want to proceed ?","¿Desea continuar?",,
"Draft","Borrador",,
"Draft quotation","Cotización en borrador",,
"Duplicate with configurator","Duplicar con configuradores",,
"Durations","Duraciones",,
"Edit order","Editar pedido",,
"Editable","Editable",,
"Editable tree","Árbol editable",,
"Editor","Editor",,
"Either the sale order or the product is null.","El pedido de venta o el producto es nulo.",,
"Empty cart","Vaciar carrito",,
"Enable business configurator","Activar configuradores comerciales",,
"Enable calculation of the entire quotation's prices","Activar el cálculo completo de precios de la cotización",,
"Enable cart management","Activar la gestión de carritos",,
"Enable customer catalog management","Activar la gestión de catálogos de clientes",,
"Enable discount on editable lines","Activar descuentos en la lista editable",,
"Enable edition of configurators","Activar la edición de configuradores",,
"Enable global discount on sale order","Activar descuento global en pedidos de venta",,
"Enable line duplication","Activar la duplicación de líneas",,
"Enable product description copy","Activar la copia de descripción de productos",,
"Enables business configurators, accessible from the Configurations menu in the Sales module. Once configured, the configurator allows creating a custom product during quotation with guided options, specific characteristics, adaptive pricing, etc.","Permite activar los configuradores comerciales, accesibles desde el menú Configuraciones del módulo de Ventas. Una vez configurado, el configurador permite crear un producto personalizado durante la cotización con opciones guiadas, características específicas, precios adaptativos, etc.",,
"Enables the ability to manage customer catalogs, meaning the ability to indicate that certain products have different names for certain customers (different product name and/or code).","Permite gestionar catálogos de clientes, es decir, indicar que ciertos productos tienen denominaciones diferentes para ciertos clientes (nombre de producto y/o código diferente).",,
"Enabling this configuration allows the user to put products aside in a cart to generate an order at a later date.","Al activar esta configuración, el usuario puede reservar productos en un carrito para generar un pedido en una fecha posterior.",,
"End date","Fecha de fin",,
"End of current contract period","Fin del período contractual actual",,
"End of validity","Fecha de fin de validez",,
"Estimated delivery date","Fecha de entrega estimada",,
"Estimated shipping date","Fecha de envío estimada",,
"Every lines have been completely ordered.","Todas las líneas han sido completamente pedidas.",,
"Example: accessing the name of the user","Ejemplo: acceder al nombre del usuario",,
"Examples","Ejemplos",,
"Excel","Excel",,
"Export","Exportar",,
"Fetch limit","Límite de recuperación",,
"Fetch limit for this batch. 0 will not be taken into account. In this case, the value configured in app Base will be used.","Límite de recuperación para este proceso en masa. 0 no se tendrá en cuenta. En este caso se utilizará el valor configurado en la aplicación Base.",,
"Fill incoterm","Completar incoterm",,
"Filter products by trading name","Filtrar productos por nombre comercial",,
"Finalize","Finalizar",,
"Finalized quotation","Cotización finalizada",,
"Financial terms","Términos financieros",,
"Fiscal position","Posición fiscal",,
"Formula","Fórmula",,
"Fortnightly","Quincenal",,
"Freeze fields","Congelar campos",,
"From Date","Desde la fecha",,
"Full name","Nombre completo",,
"Generate","Generar",,
"Generate Product","Generar producto",,
"Generate advance payment invoice","Generar factura de pago anticipado",,
"Generate configurator","Generar configurador",,
"Generate customer deliveries","Generar albaranes de entrega",,
"Generate invoice","Generar factura",,
"Generate product","Generar producto",,
"Generate production order","Generar orden de producción",,
"Generate purchase order","Generar pedido de compra",,
"Generate sale configurations","Generar configuraciones de ventas",,
"Generate the order","Generar el pedido",,
"Generate the pdf printing during sale order finalization","Generar la impresión PDF durante la finalización del pedido de venta",,
"Generated purchase orders","Pedidos de compra generados",,
"Generation type","Tipo de generación",,
"Global discount","Descuento global",,
"Go to last version","Ir a la última versión",,
"Gross Profit","Beneficio bruto",,
"Group products on printings","Agrupar productos en impresiones",,
"Half-yearly","Semestral",,
"Help","Ayuda",,
"Hide Discount on prints","Ocultar descuento en impresiones",,
"Hide Unit Amounts","Ocultar importes unitarios",,
"Hide unit amounts","Ocultar importes unitarios",,
"Historical","Histórico",,
"If this option is enabled, a panel allowing to sell this product by trading name appears on product forms. This allows defining which products trading names can sell, and filtering only sellable products by trading name on quotations.","Si esta opción está activada, aparece un panel de nombres comerciales en las fichas de producto. Esto permite definir qué productos pueden vender los nombres comerciales, y filtrar en las cotizaciones solo los productos vendibles por un nombre comercial.",,
"If this option is enabled, it is mandatory that on each order line (Analytics tab), the Analytic distribution template field is filled in.","Si esta opción está activada, es obligatorio que en cada línea de pedido (pestaña Analítica), el campo Plantilla de distribución analítica esté completado.",,
"If this option is enabled, when the quotation moves to finalized status, a PDF copy of the quotation is automatically saved in the document management system.","Si esta opción está activada, cuando la cotización pasa al estado finalizado, se guarda automáticamente una copia PDF de la cotización en el sistema de gestión documental.",,
"If this option is not enabled, the default printing settings for quotations/orders will be those of the company. By enabling this option, you can configure specific printing settings per quotation/order.","Si esta opción no está activada, los ajustes de impresión por defecto para cotizaciones/pedidos serán los de la empresa. Al activar esta opción, puede configurar ajustes de impresión específicos por cotización/pedido.",,
"If you have set a line display type to editable or editable tree, you can manage discounts directly from the editable line list without having to open the line in a popup.","Si ha configurado un tipo de visualización de líneas como editable o árbol editable, puede gestionar los descuentos directamente desde la lista editable de líneas sin tener que abrir la línea en una ventana emergente.",,
"If you want to enable this configuration, interco sale order can not be created at finalized quotation. Please change the configuration in supplychain application.","Si desea activar esta configuración, el pedido de venta interco no puede crearse en la cotización finalizada. Por favor, cambie la configuración en la aplicación de cadena de suministro.",,
"Ignore missing products","Ignorar productos faltantes",,
"Import configurator creators","Importar modelos de configurador",,
"Import log","Registro de importación",,
"In ATI","Con impuestos",,
"Indicators","Indicadores",,
"Industry Sector","Sector de actividad",,
"Info.","Info.",,
"Information","Información",,
"Internal Note","Nota interna",,
"Internal Number","Número interno",,
"Internal note","Nota interna",,
"Invoice Lines","Líneas de factura",,
"Invoice an advance payment","Generar una factura de pago anticipado",,
"Invoice by delivery impose that all sale order lines must have service or stockable product with provision from stock","La facturación por entrega impone que todas las líneas de cotización tengan productos de servicio o almacenables con aprovisionamiento desde el stock",,
"Invoiced","Facturado",,
"Invoicing","Facturación",,
"Is Active","Activo",,
"Is amount in % ?","¿El importe está en %?",,
"Is complementary partner products handled","Productos complementarios del socio gestionados",,
"Is complementary products unhandled yet","Productos complementarios aún no gestionados",,
"Is sol price total of sub lines","El precio de la línea es el total de las sublíneas",,
"It is not possible to delete a confirmed order.","No es posible eliminar un pedido confirmado.",,
"It is possible to choose whether quotations/orders are always established excluding tax, always including tax, by default excluding tax, or by default including tax. The by default excluding tax and by default including tax options allow case-by-case modification (via a checkbox).","Es posible elegir si las cotizaciones/pedidos se establecen siempre sin impuestos, siempre con impuestos, por defecto sin impuestos o por defecto con impuestos. Las opciones por defecto sin impuestos y por defecto con impuestos permiten modificar caso a caso (mediante una casilla de verificación).",,
"Label","Etiqueta",,
"Label to be displayed on sale orders","Etiqueta a mostrar en los pedidos de venta",,
"Last Year To Date","Año N-1 a la fecha",,
"Last reminder","Último recordatorio",,
"Legal note on sale order","Nota legal en el pedido de venta",,
"Level","Nivel",,
"Line list display type","Tipo de visualización de lista de líneas",,
"Line production commentary","Comentario de producción por línea",,
"Lines to confirm","Líneas a confirmar",,
"Lines to recover","Líneas a recuperar",,
"List of sale orders to merge is empty","La lista de pedidos de venta a fusionar está vacía",,
"Main sale order line","Línea principal de pedido de venta",,
"Main/Invoicing address","Dirección principal/Facturación",,
"Manage multiple sale quantity","Gestionar cantidades múltiples de venta",,
"Manage partner complementary product","Activar productos complementarios del socio",,
"Manage sale order versions","Gestionar versiones de cotizaciones de clientes",,
"Manage sales unit on products","Gestionar unidades de venta en productos",,
"Manual","Manual",,
"Manual Unblock","Desbloqueo manual",,
"Manufacturing Orders","Órdenes de fabricación",,
"Maps","Mapas geográficos",,
"Margin","Margen",,
"Margin (%)","Tasa de margen (%)",,
"Markup (%)","Markup (%)",,
"Max","Máx.",,
"Max discount","Descuento máximo",,
"Merge into single quotation","Fusionar en cotización única",,
"Merge into single sale order","Fusionar en pedido único",,
"Merge quotations","Fusionar cotizaciones",,
"Merge sale orders","Fusionar pedidos de venta",,
"Merge sale quotation","Fusionar cotización de venta",,
"Meta field","Campo meta",,
"Meta json","Meta JSON",,
"Min","Mín.",,
"Missing mapped by: unidirectional one-to-many are not supported by the configurator.","Falta mapped by: el configurador no soporta relaciones uno-a-muchos unidireccionales.",,
"Month","Mes",,
"Monthly","Mensual",,
"My Opportunities","Mis oportunidades",,
"My Proposals","Mis propuestas",,
"My Sales","Mis ventas",,
"My Sales Orders","Mis pedidos de venta",,
"My Team Proposals","Propuestas de mi equipo",,
"My Team Sales","Ventas de mi equipo",,
"My Templates","Mis plantillas",,
"My Today Activities","Mis actividades de hoy",,
"My Turnover per month","Mi facturación por mes",,
"My templates","Mis plantillas",,
"Name","Nombre",,
"Name to use in scripts","Nombre a usar en scripts",,
"Nbr of Units sold (Orders) by category","Nº de unidades vendidas (Pedidos) por categoría",,
"New version","Nueva versión",,
"Next invoicing date","Fecha de próxima factura",,
"Next invoicing end period date","Fecha de fin del próximo período de facturación",,
"Next invoicing start period date","Fecha de inicio del próximo período de facturación",,
"Next pricing","Siguiente tarifa",,
"No Of Units","Nº de unidades",,
"No lines were generated. Please check that at least one line has a quantity to order.","No se generaron líneas. Por favor, verifique que al menos una línea tenga cantidad a pedir.",,
"No order line needs to be generated for this cart.","No hay líneas de pedido que generar para este carrito.",,
"No pricing scale used for this record","No se usó ninguna escala de tarifas para este registro",,
"No product family is set for this product: %s","No hay familia de producto definida para este producto: %s",,
"No unit is set for this product: %s","No hay unidad definida para este producto: %s",,
"Not delivered","No entregado",,
"Not invoiced","No facturado",,
"Notice period in days","Período de preaviso en días",,
"OR","O",,
"Old qty","Cantidad anterior",,
"Old version sale order","Pedido de venta versión anterior",,
"On a quotation/order, in the Delivery information tab, there is a Delivery conditions text field. If this option is enabled, the content of this field will appear on the printing.","En una cotización/pedido, en la pestaña Información de entrega, hay un campo de texto Condiciones de entrega. Si esta opción está activada, el contenido de este campo aparecerá en la impresión.",,
"On change","Al cambiar",,
"On quotation/order printing, displays the customer code.","En la impresión de cotizaciones/pedidos, muestra el código del cliente.",,
"On quotation/order printing, displays the estimated shipping dates, adding an extra column.","En la impresión de cotizaciones/pedidos, muestra las fechas de envío estimadas, añadiendo una columna adicional.",,
"On quotation/order printing, displays the product code.","En la impresión de cotizaciones/pedidos, muestra el código de producto.",,
"On quotation/order printing, displays the product picture. This is the image visible on the product form.","En la impresión de cotizaciones/pedidos, muestra la imagen del producto. Es la imagen visible en la ficha de producto.",,
"On quotation/order printing, displays the salesperson name.","En la impresión de cotizaciones/pedidos, muestra el nombre del comercial.",,
"On quotation/order printing, displays the tax details (name, rate, and amount).","En la impresión de cotizaciones/pedidos, muestra el detalle de impuestos (nombre, tasa e importe).",,
"One of the lines has its quantity inferior to its ordered quantity.","Una de las líneas tiene su cantidad inferior a la cantidad pedida.",,
"One product is sold at loss, are you sure you want to finalize the quotation ?","Un producto se vende a pérdida, ¿está seguro de que desea finalizar la cotización?",,
"One-off sale","Venta excepcional",,
"Only if","Solo si",,
"Opportunity","Oportunidad",,
"Optional","Opcional",,
"Options","Opciones",,
"Order Date","Fecha de pedido",,
"Order Number","Nº de pedido",,
"Order all","Pedir todo",,
"Order being edited","Pedido en edición",,
"Order bloqued message","Mensaje para pedidos bloqueados",,
"Order completed","Pedido completado",,
"Order confirmed","Pedido confirmado",,
"Order creation for cart when stock is missing","Creación de pedido para carrito con stock insuficiente",,
"Ordered qty","Cantidad pedida",,
"Ordering status","Estado del pedido",,
"Origin sale quotation","Cotización de origen",,
"Original product","Producto original",,
"Original sale order","Pedido de venta original",,
"Other information","Otra información",,
"Overview","Resumen",,
"PDF","PDF",,
"Pack","Paquete",,
"Pack Management","Gestión de paquetes",,
"PackLine","Línea de paquete",,
"Parent","Padre",,
"Parent sale order line","Línea padre de pedido de venta",,
"Partially delivered","Parcialmente entregado",,
"Partially invoiced","Parcialmente facturado",,
"Partially ordered","Parcialmente pedido",,
"Partner","Empresa",,
"Partner Type","Tipo de empresa",,
"Past versions","Versiones anteriores",,
"Period duration","Duración del período",,
"Periodicity type","Tipo de periodicidad",,
"Please enter at least one detail line.","Por favor, introduzca al menos una línea de detalle.",,
"Please fill printing settings on sale order %s.","Por favor, complete los ajustes de impresión en el pedido de venta %s.",,
"Please select a customer","Por favor, seleccione un cliente",,
"Please select a customer to be able to convert opportunity into quotation.","Por favor, seleccione un cliente para poder convertir la oportunidad en cotización.",,
"Please select product variant for following product(s) :","Por favor, seleccione la variante de producto para los siguientes productos:",,
"Please select the sale order(s) to print.","Por favor, seleccione el/los pedido(s) de venta a imprimir.",,
"Previous pricing","Tarifa anterior",,
"Price","Precio",,
"Price List","Lista de precios",,
"Price calculation details","Detalles del cálculo del precio",,
"Price list","Lista de precios",,
"Price lists","Listas de precios",,
"Pricing","Tarifa",,
"Pricing rules","Reglas de tarifa",,
"Print","Imprimir",,
"Print subtotal / line","Imprimir subtotal / línea",,
"Print subtotal per line","Imprimir subtotal por línea",,
"Printing","Impresión",,
"Printing config per Sale Order","Configuración de impresión por pedido de venta",,
"Printing settings","Ajustes de impresión",,
"Printings","Impresiones",,
"Product","Producto",,
"Product Accounting Family","Familia contable de producto",,
"Product Accounting Family Sales Turnover this year vs last year","Facturación por familia contable año N vs N-1",,
"Product Category","Categoría de producto",,
"Product Name","Nombre de producto",,
"Product code on catalog","Código de producto en catálogo",,
"Product creator","Creador de producto",,
"Product generated","Producto generado",,
"Product meta field","Campo de producto",,
"Product name on catalog","Nombre de producto en catálogo",,
"Product sale turnover (Excl. Tax) last 12 month","Facturación por producto (Sin impuestos) últimos 12 meses",,
"Product sale turnover (Excl. Tax) per month","Facturación por producto (Sin impuestos) por mes",,
"Product should not be null","El producto no debe ser nulo.",,
"Product type icon select","Selección de icono de tipo de producto",,
"Product variant","Variante de producto",,
"Production","Producción",,
"Production canceled","Producción cancelada",,
"Production finished","Producción finalizada",,
"Production in draft","Producción en borrador",,
"Production in progress","Producción en curso",,
"Production note","Nota de producción",,
"Production on standby","Producción en espera",,
"Production planned","Producción planificada",,
"Production process","Proceso de producción",,
"Products","Productos",,
"Products & services","Productos y servicios",,
"Proforma invoice","Factura proforma",,
"Prospects","Prospectos",,
"Prototype","Prototipo",,
"Qty","Cant.",,
"Qty to order","Cantidad a pedir",,
"Quantity","Cantidad",,
"Quantity in generated sale order line, 1 if left empty.","Cantidad en la línea de pedido de venta generada, 1 si se deja vacío.",,
"Quantity should not be less than the ordered quantity.","La cantidad no debe ser inferior a la cantidad pedida.",,
"Quarterly","Trimestral",,
"Query to database","Consulta a la base de datos",,
"Quotation","Cotización",,
"Quotation lines","Líneas de cotización",,
"Quotation/sale order created","Cotización/Pedido de venta creado",,
"Quotations template","Plantilla de cotizaciones",,
"Quotations to merge","Cotizaciones a fusionar",,
"Quote/Order","Cotización/Pedido",,
"Recompute prices","Recalcular precios",,
"Recover from this version","Recuperar esta versión",,
"Reference","Referencia",,
"Reference already existing","Referencia ya existente",,
"References","Referencias",,
"Regenerate Product","Regenerar producto",,
"Regenerate line","Regenerar línea",,
"Register a deposit","Registrar un pago anticipado",,
"Report type","Tipo de informe",,
"Reportings","Informes",,
"Reports","Informes",,
"Request reservation","Solicitar reserva",,
"Reservation requested","Reserva solicitada",,
"Reserve all","Reservar todo",,
"Reverse charged","Inversión del sujeto pasivo",,
"SO Tax line","Línea de IVA",,
"SO Tax lines","Líneas de IVA",,
"SO line","Línea de cotización/pedido",,
"SO lines","Líneas de cotización/pedido",,
"Sale","Venta",,
"Sale Batch","Proceso de ventas",,
"Sale Order","Pedido de venta",,
"Sale batch","Proceso en masa de ventas",,
"Sale batch filters","Filtros de proceso en masa de ventas",,
"Sale batches","Procesos en masa de ventas",,
"Sale blocking","Bloqueo de pedido de venta",,
"Sale config","Config. de ventas",,
"Sale config (${ name })","Config. de ventas (${ name })",,
"Sale configuration","Config. de ventas",,
"Sale configurations","Config. de ventas",,
"Sale details by product","Detalle de ventas por producto",,
"Sale order","Pedido de venta",,
"Sale order does not have configurator to duplicate.","El pedido de venta no tiene configurador para duplicar.",,
