"key","message","comment","context"
"Product code on catalog","Código de producto en el catálogo",,
"Product name","Nombre del producto",,
"Product name on catalog","Nombre del producto en el catálogo",,
"Product needs","Necesidades de producto",,
"Products & services","Productos y servicios",,
"Products list","Lista de productos",,
"Proposal","Propuesta",,
"Proposed date","Fecha propuesta",,
"Proposed quantity","Cantidad propuesta",,
"Proposed unit","Unidad propuesta",,
"Proposed unit price","Precio unitario propuesto",,
"Purchase","Comprar",,
"Purchase Buyer","Comprador",,
"Purchase Manager","Gerente de compras",,
"Purchase Request Line","Línea de requisición de compra",,
"Purchase Request Lines","Líneas de requisición de compra",,
"Purchase blocking","Bloqueo de orden de compra",,
"Purchase config","Config. Compras",,
"Purchase config (${ name })","Configuración de compra (${ name })",,
"Purchase configuration","Configuración de compras",,
"Purchase configurations","Configuraciones de compras",,
"Purchase order","Orden de compra",,
"Purchase order created","Orden de compra creada",,
"Purchase order information","Información de la orden de compra",,
"Purchase order template","Plantilla de orden de compra",,
"Purchase orders","Órdenes de compra",,
"Purchase orders ATI/WT","Órdenes de compra con IVA/sin IVA",,
"Purchase orders to merge","Órdenes de compra a fusionar",,
"Purchase quotation","Cotización de compra",,
"Purchase quotations","Cotizaciones de compra",,
"Purchase request","Requisición de compra",,
"Purchase request filters","Filtros de requisición de compra",,
"Purchase request successfully updated.","Requisición de compra actualizada correctamente.",,
"PurchaseOrder.afterDiscount","después de un descuento de",,
"PurchaseOrder.base","Base",,
"PurchaseOrder.buyer","Comprador",,
"PurchaseOrder.buyerEmail","Correo electrónico",,
"PurchaseOrder.buyerPhone","Teléfono",,
"PurchaseOrder.canceled","Cancelado",,
"PurchaseOrder.customer","Cliente",,
"PurchaseOrder.customerRef","Referencia del cliente",,
"PurchaseOrder.deliveryAddress","Dirección de entrega",,
"PurchaseOrder.description","Descripción",,
"PurchaseOrder.desiredReceiptDate","Fecha de recepción deseada",,
"PurchaseOrder.discountAmount","Descuento",,
"PurchaseOrder.draft","Borrador",,
"PurchaseOrder.estimatedReceiptDate","Fecha de recepción estimada",,
"PurchaseOrder.finished","Finalizado",,
"PurchaseOrder.invoicingAddress","Dirección de facturación",,
"PurchaseOrder.note","Nota",,
"PurchaseOrder.order","Orden",,
"PurchaseOrder.orderDate","Fecha de orden",,
"PurchaseOrder.paymentCondition","Condición de pago",,
"PurchaseOrder.paymentMode","Modo de pago",,
"PurchaseOrder.priceExclTax","Importe sin IVA",,
"PurchaseOrder.priceInclTax","Importe con IVA",,
"PurchaseOrder.productSequence","Secuencia",,
"PurchaseOrder.productStandard","Estándar",,
"PurchaseOrder.purchaseInfo","Info. de compra",,
"PurchaseOrder.qtyUnit","Cantidad",,
"PurchaseOrder.quote","Solicitud de cotización",,
"PurchaseOrder.ref","Referencia",,
"PurchaseOrder.reference","Referencia",,
"PurchaseOrder.requested","Solicitado",,
"PurchaseOrder.state","Estado",,
"PurchaseOrder.statusCanceled","Orden de compra cancelada",,
"PurchaseOrder.statusDraft","Orden de compra en borrador",,
"PurchaseOrder.statusFinished","Orden de compra finalizada",,
"PurchaseOrder.statusRequested","Orden de compra solicitada",,
"PurchaseOrder.statusValidated","Orden de compra validada",,
"PurchaseOrder.supplier","Proveedor",,
"PurchaseOrder.supplierCode","Código de proveedor",,
"PurchaseOrder.supplyRef","Referencia del proveedor",,
"PurchaseOrder.tax","Impuesto(s)/Tasa",,
"PurchaseOrder.taxAmount","Importe",,
"PurchaseOrder.taxCode","Código de impuesto",,
"PurchaseOrder.taxes","Tasa",,
"PurchaseOrder.totalDiscount","Descuento",,
"PurchaseOrder.totalExclTax","Total sin IVA",,
"PurchaseOrder.totalExclTaxWithoutDiscount","Total bruto sin IVA",,
"PurchaseOrder.totalInclTax","Total con IVA",,
"PurchaseOrder.totalTax","Total IVA",,
"PurchaseOrder.totalTaxes","Total impuesto(s)",,
"PurchaseOrder.type","Tipo",,
"PurchaseOrder.unitPrice","Precio unitario",,
"PurchaseOrder.validated","Validado",,
"Purchased","Comprado",,
"Purchased amount by accounting family","Importe de compras por familia contable",,
"Purchased amount by product accounting family","Importe de compras por familia contable de productos",,
"Purchased amount distribution by accounting family","Distribución del importe de compras por familia contable",,
"Purchases","Compras",,
"Purchases Order filters","Filtros de órdenes de compra",,
"Purchases follow-up","Seguimiento de compras",,
"Purchases order line filters","Filtros de líneas de orden de compra",,
"Purchases unit","Unidad de compra",,
"Qty","Cant.",,
"Quantity","Cantidad",,
"Quantity max","Cantidad máxima",,
"Quantity min","Cantidad mínima",,
"Quotation","Cotización",,
"RFQ And PO To Validate","Solicitudes de cotización y órdenes a validar",,
"Receipt State","Estado de recepción",,
"Received","Recibido",,
"Received quantity","Cantidad recibida",,
"Ref.","Ref.",,
"Reference already existing","Referencia ya existente",,
"References","Referencias",,
"Refuse","Rechazar",,
"Refused","Rechazado",,
"Rejected","Rechazado",,
"Replied","Respondido",,
"Reportings","Informes",,
"Reports","Informes",,
"Request","Solicitar",,
"Requested","Solicitado",,
"Requested date","Fecha de solicitud",,
"Requested quantity","Cantidad solicitada",,
"Requested unit","Unidad solicitada",,
"Requester","Solicitante",,
"Reverse charged","Cargo invertido",,
"Sale quotations","Cotizaciones de venta",,
"See purchase order lines","Ver líneas de orden de compra",,
"See quotation lines","Ver líneas de cotización",,
"Selected","Seleccionado",,
"Send Email","Enviar correo electrónico",,
"Send call for tenders","Enviar solicitudes de cotización",,
"Send email","Enviar correo electrónico",,
"Sent","Enviado",,
"Sent message","Mensaje enviado",,
"Separate in a new quotation","Separar en una nueva cotización",,
"Seq.","Sec.",,
"Sequence","Secuencia",,
"Shipping Coefficients","Coeficientes de flete",,
"Show invoice","Ver factura",,
"Specific notes","Notas específicas",,
"Specific tax note","Nota de impuesto específica",,
"Standard","Estándar",,
"Standard purchases","Compras estándar",,
"Start date","Fecha de inicio",,
"Status","Estado",,
"Status select","Selección de estado",,
"Stock location","Ubicación de almacén",,
"Stock move","Movimiento de almacén",,
"Supplier","Proveedor",,
"Supplier Catalog","Catálogo de proveedor",,
"Supplier Catalog Lines","Líneas de catálogo de proveedor",,
"Supplier Comment","Comentario del proveedor",,
"Supplier RFQ/PO","Solicitud de cotización/Orden del proveedor",,
"Supplier RFQs/POs","Solicitudes de cotización/Órdenes del proveedor",,
"Supplier box in purchase order","Texto a mostrar en las órdenes de compra",,
"Supplier catalog","Catálogo de proveedor",,
"Supplier code","Código de proveedor",,
"Supplier invoices","Facturas de proveedor",,
"Supplier is required to generate a purchase order.","Se requiere un proveedor para generar una orden de compra.",,
"Supplier offer","Oferta de proveedor",,
"Supplier offers","Ofertas de proveedor",,
"Supplier partner","Socio proveedor",,
"Supplier partner price list","Lista de precios del proveedor",,
"Supplier partner price lists","Listas de precios del proveedor",,
"Supplier partners","Socios proveedores",,
"Supplier ref.","Ref. del proveedor",,
"Suppliers","Proveedores",,
"Suppliers requests","Solicitudes de cotización",,
"Take product multiple qty","Usar cantidad múltiple del producto",,
"Take product purchase price","Usar precio de compra del producto",,
"Tax","Impuesto",,
"Tax Equiv","Equiv. de impuesto",,
"Tax Lines","Líneas de impuesto",,
"Tax number","Número de impuesto",,
"Tax type","Tipo de impuesto",,
"Taxes","Impuestos",,
"Team","Equipo",,
"The ATI configuration must be the same for all purchase orders","La configuración de IVA debe ser la misma para todas las órdenes de compra",,
"The company %s doesn't have any configured sequence for the call for tenders","La empresa %s no tiene ninguna secuencia configurada para las solicitudes de cotización",,
"The company %s doesn't have any configured sequence for the purchase orders","La empresa %s no tiene ninguna secuencia configurada para las órdenes de compra",,
"The company is required and must be the same for all purchase orders","La empresa es requerida y debe ser la misma para todas las órdenes de compra",,
"The contact partner and price list must be the same for all purchase orders.","El socio de contacto y la lista de precios deben ser los mismos para todas las órdenes de compra.",,
"The currency is required and must be the same for all purchase orders","La moneda es requerida y debe ser la misma para todas las órdenes de compra",,
"The field 'Stock Location' must be filled.","El campo 'Ubicación de almacén' debe estar completado.",,
"The fiscal position must be the same for all purchase orders","La posición fiscal debe ser la misma para todas las órdenes de compra",,
"The line cannot be null.","La línea no puede ser nula.",,
"The maximum order quantity of %s to the supplier is not respected. Unit price might be different than the supplier catalog one.","La cantidad máxima de pedido de %s al proveedor no se respeta. El precio unitario puede ser diferente al del catálogo del proveedor.",,
"The minimum order quantity of %s to the supplier is not respected. Unit price might be different than the supplier catalog one.","La cantidad mínima de pedido de %s al proveedor no se respeta. El precio unitario puede ser diferente al del catálogo del proveedor.",,
"The partner's language is different from the current language. Description and product name are in :","El idioma del socio es diferente del idioma actual. La descripción y el nombre del producto están en:",,
"The supplier Partner is required and must be the same for all purchase orders","El socio proveedor es requerido y debe ser el mismo para todas las órdenes de compra",,
"The supplier catalog's unit is different from the current unit.","La unidad del catálogo del proveedor es diferente de la unidad actual.",,
"The supplier of the purchase order is different from the default supplier of the product.","El proveedor de la orden de compra es diferente del proveedor predeterminado del producto.",,
"The trading name must be the same for all purchase orders","El nombre comercial debe ser el mismo para todas las órdenes de compra",,
"There is no sequence set for the purchase requests for the company %s","No hay ninguna secuencia configurada para las requisiciones de compra de la empresa %s",,
"This field allows displaying the purchase price recorded on the product form (supplier catalog price) on a quotation request (supplier quotation printing).","Este campo permite mostrar en una solicitud de cotización (impresión de cotización del proveedor) el precio de compra registrado en el formulario del producto (precio del catálogo del proveedor).",,
"This field allows you to customize a box with information of your choice on quotation/order printings using an HTML field.","Este campo le permite personalizar un recuadro con información de su elección en las impresiones de cotizaciones/órdenes usando un campo HTML.",,
"This function is useful when the purchase units of a product from a supplier are different from your sales units (for example if you buy a product by the ton and resell it by the kilo). When creating supplier orders, the selected product will be directly shown with its purchase unit, avoiding manual conversions.","Esta función es útil cuando las unidades de compra de un producto de un proveedor son diferentes de sus unidades de venta (por ejemplo, si compra un producto por tonelada y lo revende por kilo). Al crear órdenes de proveedor, el producto seleccionado se mostrará directamente con su unidad de compra, evitando conversiones manuales.",,
"This is the default purchase unit for a product when it is created.","Esta es la unidad de compra predeterminada para un producto cuando se crea.",,
"This option allows defining multiple purchase quantities on a product. You can specify that a product can only be purchased in certain multiples (for example quantities of 5 and 10 if the multiple is 5). If the quantity selected on an order line differs, the line cannot be validated and a message will indicate the allowed quantities.","Esta opción permite definir cantidades de compra múltiples en un producto. Puede especificar que un producto solo se puede comprar en ciertos múltiplos (por ejemplo, cantidades de 5 y 10 si el múltiplo es 5). Si la cantidad seleccionada en una línea de orden difiere, la línea no puede validarse y un mensaje indicará las cantidades permitidas.",,
"This option enables the ability to create multiple versions of a supplier quotation, allowing modification of a quotation to create a new version and track its history.","Esta opción activa la posibilidad de crear múltiples versiones de una cotización de proveedor, permitiendo la modificación de una cotización para crear una nueva versión y rastrear su historial.",,
"This product is not available from the supplier.","Este producto no está disponible del proveedor.",,
"This purchase order is finished.","Esta orden de compra está finalizada.",,
"This supplier is blocked:","Este proveedor está bloqueado:",,
"Timetable","Calendario de pagos",,
"Title","Título",,
"Title Line","Línea de título",,
"To Date","Hasta la fecha",,
"Tools","Herramientas",,
"Total A.T.I.","Total con IVA",,
"Total A.T.I. in company currency","Total con IVA en moneda de la empresa",,
"Total Purchased Amount by month","Importe total de compras por mes",,
"Total Purchased Qty by month","Cantidad total de compras por mes",,
"Total Tax","Total de impuesto",,
"Total W.T.","Total sin IVA",,
"Total W.T. in company currency","Total sin IVA en moneda de la empresa",,
"Total tax","Total de impuestos",,
"Trading name","Nombre comercial",,
"Type","Tipo",,
"Unit","Unidad",,
"Unit price","Precio unitario",,
"Unit price A.T.I.","Precio unitario con IVA",,
"Unit price W.T.","Precio unitario sin IVA",,
"Unit price discounted","Precio unitario con descuento",,
"Units","Unidades",,
"VAT exemption reason","Motivo de exención de IVA",,
"Validate","Validar",,
"Validate changes","Validar cambios",,
"Validated","Validado",,
"Validated by","Validado por",,
"Validation date","Fecha de validación",,
"Validator","Validador",,
"Version Number","Número de versión",,
"WT","Sin IVA",,
"Warning, a completed order can't be changed anymore, do you want to continue?","Atención, una orden finalizada ya no puede modificarse. ¿Desea continuar?",,
"You can create a purchase request only with the status 'Draft' or 'Requested'.","Solo puede crear una requisición de compra con el estado 'Borrador' o 'Solicitado'.",,
"You can define here the default printing template for the company purchase quotations/orders.","Puede definir aquí la plantilla de impresión predeterminada para las cotizaciones/órdenes de compra de la empresa.",,
"You can not generate supplier requests if the order is not saved.","No puede generar solicitudes de proveedor si la orden no está guardada.",,
"You have to choose at least one purchase order","Debe elegir al menos una orden de compra",,
"You have to choose at least one purchase quotation","Debe elegir al menos una cotización de compra",,
"You must configure Purchase module for the company %s","Debe configurar el módulo de Compras para la empresa %s",,
"You need a purchase order associated to line.","Necesita una orden de compra asociada a la línea.",,
"value:Purchase","Compras",,
"value:Purchase Request","Requisición de compra",,
