"key","message","comment","context"
"Create range question","Crear pregunta de gama",,
"Created by","Creado por",,
"Created on","Creado el",,
"Customer request","Solicitud de cliente",,
"Customer request can't be generated as some required fields are missing.","La solicitud de cliente no puede generarse porque faltan algunos campos requeridos.",,
"Customer requests","Solicitudes de cliente",,
"Customer warranty on part end date","Fecha de fin de garantía de pieza del cliente",,
"Customer.Equipments","Equipos",,
"Date","Fecha",,
"Default intervention category","Categoría de intervención predeterminada",,
"Default intervention category from contract batch","Categoría de intervención predeterminada para intervenciones de contratos",,
"Default intervention description","Descripción de intervención predeterminada",,
"Default previsional duration","Duración previsional predeterminada",,
"Default request source","Fuente de solicitud predeterminada",,
"Default request source from contract batch","Fuente de solicitud predeterminada para intervenciones de contratos",,
"Default request subject","Asunto de solicitud predeterminado",,
"Default request subject from contract batch","Asunto de solicitud predeterminado para intervenciones de contratos",,
"Default text value","Valor de texto predeterminado",,
"Default type for interventions from contracts","Tipo predeterminado para intervenciones de contratos",,
"Delay to send the quotation (h)","Demora para enviar la cotización (h)",,
"Delete","Eliminar",,
"Delete btn","Eliminar",,
"Delete range questions","Eliminar preguntas de gama",,
"Delivered partner","Socio de entrega",,
"Description","Descripción",,
"Designation","Denominación",,
"Desired unit","Unidad deseada",,
"Display all linked interventions by the contract","Mostrar todas las intervenciones vinculadas por el contrato",,
"Draft","Borrador",,
"Duration","Duración",,
"Duration in","Duración en",,
"Durations","Duraciones",,
"Email sent","Correo electrónico enviado",,
"End date","Fecha de fin",,
"Equipment","Equipo",,
"Equipment / Contract","Equipo / Contrato",,
"Equipment families","Familias de equipos",,
"Equipment family","Familia de equipos",,
"Equipment filters","Filtros de equipos",,
"Equipment informations","Información del equipo",,
"Equipment line Product label","Etiqueta de producto de línea de equipo",,
"Equipment line filters","Filtros de líneas de equipo",,
"Equipment lines","Líneas de equipo",,
"Equipment model","Modelo de equipo",,
"Equipment models","Modelos de equipo",,
"Equipment ranges","Gamas de equipo",,
"Equipment successfully added.","Equipo agregado exitosamente.",,
"Equipment successfully removed.","Equipo eliminado exitosamente.",,
"Equipments","Equipos",,
"Equipments lines","Líneas de equipos",,
"Equipments tree","Árbol de equipos",,
"Error happened during process execution","Se produjo un error durante la ejecución del proceso",,
"Error opening zip file %s: %s","Error al abrir el archivo zip %s: %s",,
"Estimated date","Fecha estimada",,
"Estimated end date time","Fecha y hora de fin estimada",,
"Estimated month","Mes estimado",,
"Exclusive intervention","Intervención exclusiva",,
"Fail","Fallo",,
"Faulty equipments number","Número de equipos con fallo",,
"File","Archivo",,
"Filters","Filtros",,
"Finish","Terminar",,
"Finish manually","Terminar manualmente",,
"Finished","Terminado",,
"Finished interventions","Intervenciones terminadas",,
"Following","Seguimiento",,
"Following : No","Seguimiento: No",,
"Following : Yes","Seguimiento: Sí",,
"Following questions","Preguntas con seguimiento",,
"Footer ranges","Gamas de pie de página",,
"GIT","GTI",,
"GIT / GRT","GTI / GTR",,
"GIT status","Estado GTI",,
"GRT","GTR",,
"GRT status","Estado GTR",,
"Generate equipments","Generar equipos",,
"Generate intervention for active contracts","Generar intervención para contratos activos",,
"Generate interventions","Generar intervenciones",,
"Generate sale order","Generar pedido de venta",,
"Guaranteed intervention time (h)","Tiempo de intervención garantizado (h)",,
"Guaranteed recovery time (h)","Tiempo de restablecimiento garantizado (h)",,
"Header ranges","Gamas de encabezado",,
"Hidden","Oculto",,
"Home","Domicilio",,
"Hour","Hora",,
"Important","Importante",,
"Impossible to remove equipment model that has children's equipment models","Imposible eliminar el modelo de equipo que tiene modelos de equipo hijos",,
"Impossible to remove equipment that has children's equipment","Imposible eliminar el equipo que tiene equipos hijos",,
"In progress","En progreso",,
"In progress interventions","Intervenciones en progreso",,
"In service","En servicio",,
"Indication","Indicación",,
"Indication text","Texto de indicación",,
"Indicator","Indicador",,
"Information","Información",,
"Intervention","Intervención",,
"Intervention address","Dirección de intervención",,
"Intervention batch","Lote de intervención",,
"Intervention batches","Lotes de intervención",,
"Intervention categories","Categorías de intervención",,
"Intervention category","Categoría de intervención",,
"Intervention config","Config. Intervención",,
"Intervention config (${ name })","Config. Intervención (${ name })",,
"Intervention configuration","Configuración de Intervención",,
"Intervention configurations","Configuraciones de Intervención",,
"Intervention note","Nota de intervención",,
"Intervention note type","Tipo de nota de intervención",,
"Intervention note types","Tipos de nota de intervención",,
"Intervention notes","Notas de intervención",,
"Intervention question","Pregunta de intervención",,
"Intervention question state","Estado de la pregunta de intervención",,
"Intervention questions","Preguntas de intervención",,
"Intervention range","Gama de intervención",,
"Intervention ranges","Gamas de intervención",,
"Intervention status successfully updated.","Estado de la intervención actualizado exitosamente.",,
"Intervention type","Tipo de intervención",,
"Intervention types","Tipos de intervención",,
"Intervention.endDateTime","Fecha y hora de fin",,
"Intervention.lastStartDateTime","Última fecha de inicio",,
"Intervention.startDateTime","Fecha y hora de inicio",,
"Interventions","Intervenciones",,
"Interventions will be generated if the date of the next visit is less than this delay.","Las intervenciones se generarán si la fecha de la próxima visita es menor que esta demora.",,
"Invalid data","Datos inválidos",,
"Invoiced partner","Socio facturado",,
"Is answered ?","¿Respondida?",,
"Is conditional ?","¿Condicional?",,
"Is default ?","¿Por defecto?",,
"Is private ?","¿Privada?",,
"Is required ?","¿Requerida?",,
"Is survey generation running","¿Se está ejecutando la generación de encuesta?",,
"Justification","Justificación",,
"Last maintenance visit date done","Fecha de la última visita de mantenimiento realizada",,
"Link","Enlace",,
"Linked intervention","Intervención vinculada",,
"Linked intervention types","Tipos de intervención vinculados",,
"Linked interventions","Intervenciones vinculadas",,
"Linked ranges","Gamas vinculadas",,
"Linked sale order","Pedido de venta vinculado",,
"Max GIT date time","Fecha y hora GTI máxima",,
"Max GRT date time","Fecha y hora GTR máxima",,
"Measure","Medida",,
"Message template","Plantilla de mensaje",,
"Month","Mes",,
"Morning","Mañana",,
"Name","Nombre",,
"New btn","Nuevo",,
"Next annual visit date","Fecha de la próxima visita anual",,
"Next intervention","Próxima intervención",,
"Next visit delay (in months)","Demora de la próxima visita (en meses)",,
"No","No",,
"No date time in request body.","No hay fecha/hora en el cuerpo de la solicitud.",,
"No planned duration in request body.","No hay duración planificada en el cuerpo de la solicitud.",,
"No planned technician user id in request body.","No hay ID de usuario técnico planificado en el cuerpo de la solicitud.",,
"No preference","Sin preferencia",,
"No valid zip file found.","No se encontró ningún archivo zip válido.",,
"Non conforming questions","Preguntas con no conformidades",,
"Non respected","No respetado",,
"Non-conforming","No conformidad",,
"Non-conforming :","No conformidad:",,
"Normal","Normal",,
"Not answered","No respondido",,
"Nothing has been generated.","No se ha generado nada.",,
"Number of elements to generate","Número de elementos a generar",,
"Number of maintenance hours","Número de horas de mantenimiento",,
"Off-contract and non-operational","Fuera de contrato y no operacional",,
"Off-contract and operational","Fuera de contrato y operacional",,
"Office","Oficina",,
"Offline","Fuera de línea",,
"Ok","Aceptar",,
"On alert","En alerta",,
"On-call management","Gestión de guardia",,
"On-call planning","Planificación de guardia",,
"Open survey","Abrir encuesta",,
"Opportunity","Oportunidad",,
"Order","Orden",,
"Ordered range","Gama ordenada",,
"Out of service","Fuera de servicio",,
"Outsourcing","Subcontratación",,
"Overview","Resumen",,
"Parent model","Modelo padre",,
"Parent place","Lugar padre",,
"Park model","Modelo de parque",,
"Park models","Modelos de parque",,
"Partner","Socio",,
"Partner trading name","Nombre comercial del socio",,
"Periodicity","Periodicidad",,
"Picture","Imagen",,
"Picture successfully added.","Imagen agregada exitosamente.",,
"Picture successfully removed.","Imagen eliminada exitosamente.",,
"Pictures","Imágenes",,
"Place","Lugar",,
"Plan","Planificar",,
"Planification","Planificación",,
"Planification date time","Fecha y hora de planificación",,
"Planned","Planificado",,
"Planned intervention duration","Duración de intervención planificada",,
"Planning preference","Preferencia de planificación",,
"Please save to add equipments to your park model.","Por favor guarde para agregar equipos a su modelo de parque.",,
"Previous intervention","Intervención anterior",,
"Priority","Prioridad",,
"Private","Privado",,
"Project","Proyecto",,
"Qty","Cant.",,
"Quantity","Cantidad",,
"Question","Pregunta",,
"Questions","Preguntas",,
"Range","Gama",,
"Range question","Pregunta de gama",,
"Range question sequence","Secuencia de pregunta de gama",,
"Range questions","Preguntas de gama",,
"Range type","Tipo de gama",,
"Range types","Tipos de gama",,
"Ranges","Gamas",,
"Real GIT (h)","GTI real (h)",,
"Real GRT (h)","GTR real (h)",,
"Recap","Resumen",,
"Recap questions","Resumen de preguntas",,
"Related Equipments","Equipos relacionados",,
"Related Interventions","Intervenciones relacionadas",,
"Report","Informe",,
"Request date time","Fecha y hora de solicitud",,
"Request details","Detalles de la solicitud",,
"Request source","Fuente de solicitud",,
"Request subject","Asunto de solicitud",,
"Reschedule","Reprogramar",,
"Rescheduled intervention","Intervención reprogramada",,
"Rescheduling reason","Motivo de reprogramación",,
"Respected","Respetado",,
"Sale order","Pedido de venta",,
"Sale quotations","Cotizaciones de venta",,
"Schedule of operation","Horario de operación",,
"Send email","Enviar correo electrónico",,
"Send email on customer request creation","Enviar correo electrónico al crear una solicitud de cliente",,
"Send email on intervention planification","Enviar correo electrónico al planificar una intervención",,
"Send email on intervention re-planification","Enviar correo electrónico al replanificar una intervención",,
"Send email on intervention validation","Enviar correo electrónico al validar una intervención",,
"Sequence","Secuencia",,
"Signature","Firma",,
"Specific access schedule","Horario de acceso específico",,
"Standard","Estándar",,
"Start","Iniciar",,
"Start date","Fecha de inicio",,
"Started","Iniciado",,
"State","Estado",,
"Status","Estado",,
"Stock move","Movimiento de stock",,
"Supplier partner","Socio proveedor",,
"Supplier warranty end date","Fecha de fin de garantía del proveedor",,
"Survey generation finished","Generación de encuesta finalizada",,
"Survey generation in progress","Generación de encuesta en progreso",,
"Suspend","Suspender",,
"Suspended","Suspendido",,
"Take into account","Tener en cuenta",,
"Taken into account","Tenido en cuenta",,
"Technical follow up","Seguimiento técnico",,
"Technician","Técnico",,
"Text","Texto",,
"The order must be strictly greater than the conditional question's order","El orden debe ser estrictamente mayor que el orden de la pregunta condicional",,
"The survey of the intervention ID %s has been generated.","La encuesta de la intervención ID %s ha sido generada.",,
"There is no configured sequence for customer request.","No hay ninguna secuencia configurada para solicitudes de cliente.",,
"There is no configured sequence for intervention.","No hay ninguna secuencia configurada para intervenciones.",,
"This configuration only applies to interventions for active contracts generated by a batch. You can define here a default description that will automatically fill in the description field of an intervention.","Esta configuración solo se aplica a las intervenciones para contratos activos generadas por un lote. Puede definir aquí una descripción predeterminada que completará automáticamente el campo de descripción de una intervención.",,
"This configuration only applies to interventions for active contracts generated by a batch. You can define here the default category for interventions from contracts, which will be automatically filled in when creating an intervention from a contract. Categories are configured from the Configuration/Intervention categories menu of the Intervention module.","Esta configuración solo se aplica a las intervenciones para contratos activos generadas por un lote. Puede definir aquí la categoría predeterminada para las intervenciones de contratos, que se completará automáticamente al crear una intervención desde un contrato. Las categorías se configuran desde el menú Configuración/Categorías de intervención del módulo Intervención.",,
"This configuration only applies to interventions for active contracts generated by a batch. You can define here the default intervention category that will be automatically filled in when creating an intervention. Categories are configured from the Configuration/Intervention category menu of the Intervention module.","Esta configuración solo se aplica a las intervenciones para contratos activos generadas por un lote. Puede definir aquí la categoría de intervención predeterminada que se completará automáticamente al crear una intervención. Las categorías se configuran desde el menú Configuración/Categoría de intervención del módulo Intervención.",,
"This configuration only applies to interventions for active contracts generated by a batch. You can define here the default request source for interventions from contracts, which will be automatically filled in when creating a request for an intervention from a contract. Sources are configured from the Configuration/Request source menu of the Intervention module.","Esta configuración solo se aplica a las intervenciones para contratos activos generadas por un lote. Puede definir aquí la fuente de solicitud predeterminada para las intervenciones de contratos, que se completará automáticamente al crear una solicitud para una intervención de un contrato. Las fuentes se configuran desde el menú Configuración/Fuente de solicitud del módulo Intervención.",,
"This configuration only applies to interventions for active contracts generated by a batch. You can define here the default request source that will be automatically filled in when creating an intervention. Sources are configured from the Configuration/Request source menu of the Intervention module.","Esta configuración solo se aplica a las intervenciones para contratos activos generadas por un lote. Puede definir aquí la fuente de solicitud predeterminada que se completará automáticamente al crear una intervención. Las fuentes se configuran desde el menú Configuración/Fuente de solicitud del módulo Intervención.",,
"This configuration only applies to interventions for active contracts generated by a batch. You can define here the default request subject for interventions from contracts, which will be automatically filled in when creating a request for an intervention from a contract. Subjects are configured from the Configuration/Request subject menu of the Intervention module.","Esta configuración solo se aplica a las intervenciones para contratos activos generadas por un lote. Puede definir aquí el asunto de solicitud predeterminado para las intervenciones de contratos, que se completará automáticamente al crear una solicitud para una intervención de un contrato. Los asuntos se configuran desde el menú Configuración/Asunto de solicitud del módulo Intervención.",,
"This configuration only applies to interventions for active contracts generated by a batch. You can define here the default request subject that will be automatically filled in when creating an intervention. Subjects are configured from the Configuration/Request subject menu of the Intervention module.","Esta configuración solo se aplica a las intervenciones para contratos activos generadas por un lote. Puede definir aquí el asunto de solicitud predeterminado que se completará automáticamente al crear una intervención. Los asuntos se configuran desde el menú Configuración/Asunto de solicitud del módulo Intervención.",,
"This configuration only applies to interventions for active contracts generated by a batch. You can define here the default type for interventions from contracts, which will be automatically filled in when creating an intervention from a contract. Types are configured from the Configuration/Intervention types menu of the Intervention module.","Esta configuración solo se aplica a las intervenciones para contratos activos generadas por un lote. Puede definir aquí el tipo predeterminado para las intervenciones de contratos, que se completará automáticamente al crear una intervención desde un contrato. Los tipos se configuran desde el menú Configuración/Tipos de intervención del módulo Intervención.",,
"This is the estimated number of hours for the maintenance of this type of Equipment and will be used to give an indication of the total number of hours required on a contract.","Este es el número estimado de horas para el mantenimiento de este tipo de Equipo y se utilizará para dar una indicación del número total de horas requeridas en un contrato.",,
"Title","Título",,
"To plan","Por planificar",,
"Tools","Herramientas",,
"Total duration","Duración total",,
"Tracking Number","Número de seguimiento",,
"Trading name","Nombre comercial",,
"Trading names","Nombres comerciales",,
"Type","Tipo",,
"URGENT","URGENTE",,
"Unable to create a planification for this intervention. Please check planification fields.","No se puede crear una planificación para esta intervención. Por favor verifique los campos de planificación.",,
"Under contract and non-operational","Bajo contrato y no operacional",,
"Under contract and operational","Bajo contrato y operacional",,
"Under contract equipments number","Número de equipos bajo contrato",,
"Updatable quantities","Cantidades actualizables",,
"Upload a file or log in to the mobile app to sign","Suba un archivo o inicie sesión en la aplicación móvil para firmar",,
"Urgent","Urgente",,
"User in charge","Usuario responsable",,
"Value list","Lista de valores",,
"Yes","Sí",,
"Zip file %s is corrupted: %s","El archivo zip %s está dañado: %s",,
"com.axelor.apps.intervention.service.batch.InterventionBatchService","com.axelor.apps.intervention.service.batch.InterventionBatchService",,
