"key","message","comment","context"
"Competence certificate","Certificado de competencia",,
"Complete session","Completar sesión",,
"Completed","Completado",,
"Completed trainings of all employees of a team","Capacitaciones completadas de todos los empleados del equipo",,
"Configuration","Configuración",,
"Contract type","Tipo de contrato",,
"Contractual information","Información contractual",,
"Create","Crear",,
"Create Appraisal(Select Employees)","Crear evaluación (Seleccionar empleados)",,
"Create Appraisals","Crear evaluaciones",,
"Create Appraisals(Select Employees)","Crear evaluaciones (Seleccionar empleados)",,
"Create a call","Crear una llamada",,
"Create a job application","Crear una candidatura",,
"Create a meeting","Crear una reunión",,
"Create a note","Crear una nota",,
"Create a task","Crear una tarea",,
"Currency","Moneda",,
"Current job offers","Ofertas de empleo vigentes",,
"Current salary","Salario actual",,
"Cv","CV",,
"Dashboard","Tablero",,
"Date of application","Fecha de candidatura",,
"Date of birth","Fecha de nacimiento",,
"Date of issue","Fecha de emisión",,
"Deadline","Fecha límite",,
"Default hiring status","Estado de contratación por defecto",,
"Degree name","Nombre del título",,
"Department","Departamento",,
"Description","Descripción",,
"Desired Salary (range)","Salario deseado (rango)",,
"Disposal","Disponibilidad",,
"Divorced","Divorciado(a)",,
"Dms file","Archivo DMS",,
"Draft","Borrador",,
"Duration","Duración",,
"Education","Educación",,
"Education level","Nivel educativo",,
"Educations","Educaciones",,
"Email","Email",,
"Employee","Empleado",,
"Employee hired","Empleado contratado",,
"Employees","Empleados",,
"End of validity date","Fecha de fin de validez",,
"Evaluation","Evaluación",,
"Event list","Lista de eventos",,
"Events","Eventos",,
"Expected salary","Salario esperado",,
"Experience","Experiencia",,
"Experiences","Experiencias",,
"Family status","Estado civil",,
"Fax","Fax",,
"First name","Nombre",,
"Fixed phone","Teléfono fijo",,
"From","Desde",,
"From date","Fecha desde",,
"Full name","Nombre completo",,
"Function","Función",,
"General information","Información general",,
"Graduation date","Fecha de graduación",,
"HR Manager","Responsable de RRHH",,
"HR information","Información de RRHH",,
"Hire candidate","Contratar candidato",,
"Hiring Stage","Etapa de contratación",,
"Hiring manager","Responsable de contratación",,
"Hiring status","Estado de contratación",,
"In a civil partnership / In a domestic partnership","En pareja de hecho / Unión civil",,
"Invalid dates. From date must be before to date.","Fechas inválidas. La fecha desde debe ser anterior a la fecha hasta.",,
"Is template","¿Es plantilla?",,
"Job Application","Candidatura",,
"Job Position Filters","Filtros de puesto de trabajo",,
"Job applicant","Candidato",,
"Job applicants","Candidatos",,
"Job description","Descripción del puesto",,
"Job email","Email de la oferta de empleo",,
"Job position","Puesto de trabajo",,
"Job positions","Puestos de trabajo",,
"Job reference","Referencia de la oferta",,
"Job title","Título del puesto",,
"JobApplication.resume","CV",,
"Languages","Idiomas",,
"Last email sync id","ID última sincronización email",,
"Last name","Apellido",,
"Level of education","Nivel educativo",,
"License","Licencia",,
"LinkedIn profile","Perfil LinkedIn",,
"Location","Ubicación",,
"Manager","Responsable",,
"Mandatory training","Capacitación obligatoria",,
"Married","Casado(a)",,
"Mass training register","Inscripción masiva a capacitación",,
"Meeting","Reunión",,
"Meeting Event(${ fullName})","Reunión Evento(${ fullName})",,
"Mobile phone","Teléfono móvil",,
"Month","Mes",,
"My completed appraisals","Mis evaluaciones completadas",,
"My completed trainings","Mis capacitaciones completadas",,
"My training filters","Filtros de mis capacitaciones",,
"My upcoming appraisal","Mis próximas evaluaciones",,
"My upcoming trainings","Mis próximas capacitaciones",,
"Name","Nombre",,
"Name of the Institute","Nombre del instituto",,
"Nb Employee","N.º empleados",,
"Nb Hours","N.º horas",,
"Nb of open jobs","N.º de puestos abiertos",,
"Nb of people hired","N.º de personas contratadas",,
"Nb of training hours per month","N.º de horas de capacitación por mes",,
"Nb. hours per category","N.º horas por categoría",,
"Nb. hours per training","N.º horas por capacitación",,
"Nb. of trained employee per category","N.º de empleados capacitados por categoría",,
"New appraisal","Nueva evaluación",,
"No Training register is generated because selected employees don't have any user.","No se genera ningún registro de capacitación porque los empleados seleccionados no tienen usuario.",,
"No resume found","No se encontró currículum",,
"Note Event(${ fullName})","Nota Evento(${ fullName})",,
"Number of hours","Número de horas",,
"Number of registredred to the session","Número de inscritos en la sesión",,
"Objectives","Objetivos",,
"On hold","En espera",,
"Open","Abierto",,
"Overall rating","Calificación general",,
"Overall rating to apply","Calificación general a aplicar",,
"Photo","Foto",,
"Planned","Planificado",,
"Position Status","Estado del puesto",,
"Profile wanted","Perfil deseado",,
"Program","Programa",,
"Proposed contracts","Contratos propuestos",,
"Proposed salary","Salario propuesto",,
"Publication Date","Fecha de publicación",,
"Rating","Calificación",,
"Realize","Realizar",,
"Reason not hired","Motivo de no contratación",,
"Recruitment","Reclutamiento",,
"Recruitment management","Gestión de reclutamiento",,
"Referred by","Referido por",,
"Register","Inscribir",,
"Register training","Inscripción a capacitación",,
"Requested","Solicitado",,
"Required training","Capacitación requerida",,
"Reviewer","Evaluador",,
"Salary","Salario",,
"Schedule Event","Evento programado",,
"Send","Enviar",,
"Sent","Enviado",,
"Separated","Separado(a)",,
"Sequence","Secuencia",,
"Session","Sesión",,
"Set a hiring manager to create a job application.","Indique un responsable de contratación para crear una candidatura.",,
"Show all events","Mostrar todos los eventos",,
"Single","Soltero(a)",,
"Skill","Habilidad",,
"Skills","Habilidades",,
"Source","Fuente",,
"Stage","Etapa",,
"Starting date","Fecha de inicio",,
"Status","Estado",,
"Tag skill","Etiqueta de habilidad",,
"Tag skills","Etiquetas de habilidades",,
"Task Event(${ fullName})","Tarea Evento(${ fullName})",,
"Technicien","Técnico",,
"Title","Título",,
"To","Hasta",,
"To date","Fecha hasta",,
"Tools","Herramientas",,
"Total","Total",,
"Training","Capacitación",,
"Training Categories","Categorías de capacitación",,
"Training Category","Categoría de capacitación",,
"Training Register","Registro de capacitación",,
"Training completed","Capacitación completada",,
"Training dashboard","Tablero de capacitación",,
"Training dates must be under training session date range.","Las fechas de capacitación deben estar dentro del rango de fechas de la sesión.",,
"Training filters","Filtros de capacitación",,
"Training per category","Capacitación por categoría",,
"Training register","Registro de capacitación",,
"Training register list","Lista de registros de capacitación",,
"Training registers","Registros de capacitación",,
"Training session","Sesión de capacitación",,
"Training sessions","Sesiones de capacitación",,
"Training skill","Habilidad adquirida",,
"Training skills","Habilidades adquiridas",,
"Trainings","Capacitaciones",,
"Type","Tipo",,
"Type of appraisal","Tipo de evaluación",,
"Upcoming appraisal","Próximas evaluaciones",,
"Upcoming appraisals of all employees of a team","Próximas evaluaciones de todos los empleados del equipo",,
"Upcoming trainings of all employees of a team","Próximas capacitaciones de todos los empleados del equipo",,
"Update all rating","Actualizar todas las calificaciones",,
"Validity duration","Duración de validez",,
"Widowed","Viudo(a)",,
"Work experience","Experiencia laboral",,
"You can define here at which application status the candidate will be indicated as being hired. At this status, the software will propose to create an employee record for this candidate.","Puede definir aquí en qué estado de candidatura se indicará que el candidato va a ser contratado. En este estado, el software propondrá crear un registro de empleado para este candidato.",,
"experience.company","Empresa",,
"experience.jobDescription","Descripción del puesto",,
"experience.jobtitle","Título del puesto",,
"jobposition.companyDepartment","Departamento",,
"value:Appraisal","Evaluación",,
"value:Recruitment","Reclutamiento",,
"value:Training","Capacitación",,
