"key","message","comment","context"
"Allows the user to define the position of the menu in the list. By default, the new menu entry is positioned at the end, but it can also be inserted between two existing menus. The order value for standard menus is its index in the list multiplied by 10. So to position a new menu between the first and second menu entries, you need to give it an order between 10 and 20.","Permite al usuario definir la posición del menú en la lista. Por defecto, la nueva entrada de menú se sitúa al final, pero también puede insertarse entre dos menús existentes. El valor de orden para los menús estándar es su índice en la lista multiplicado por 10. Para posicionar un nuevo menú entre la primera y segunda entrada, debe asignarle un orden entre 10 y 20.",,
"Allows to filter the product types displayed on the mobile application in the sales section.","Permite filtrar los tipos de productos mostrados en la aplicación móvil en la sección de ventas.",,
"Allows users to fill in the username field on the login page with the qr code present on the user's form view.","Permite a los usuarios rellenar el campo de usuario en la página de inicio de sesión con el código QR presente en la vista de formulario del usuario.",,
"Allows you to customize the active menus for this application. If the menus are not configured then all the menus of the application are available.","Permite personalizar los menús activos para esta aplicación. Si los menús no están configurados, todos los menús de la aplicación estarán disponibles.",,
"Allows you to define favorite files for quick access in a dedicated menu on the mobile application.","Permite definir archivos favoritos para acceso rápido en un menú dedicado en la aplicación móvil.",,
"Allows you to define favorite folders on the DMS to create shortcuts on the mobile application.","Permite definir carpetas favoritas en el DMS para crear accesos directos en la aplicación móvil.",,
"Allows you to define which fields are visible on timers and timesheet lines form views. By default, if nothing is selected, all fields are visible. This configuration extends the employee's configuration for time allocation.","Permite definir qué campos son visibles en los formularios de temporizadores y líneas de hoja de horas. Por defecto, si no se selecciona nada, todos los campos son visibles. Esta configuración amplía la configuración del empleado para la asignación de tiempo.",,
"Allows you to enable this package on the mobile application.","Permite habilitar este paquete en la aplicación móvil.",,
"App","Aplicación",,
"App configuration","Configuración de la aplicación",,
"App mobile","Aplicación móvil",,
"App mobile settings","Configuración de la aplicación móvil",,
"Application","Aplicación",,
"Authorized roles","Roles autorizados",,
"Authorized values for menuType : menu, separator or submenu","Valores autorizados para menuType: menú, separador o submenú",,
"Bar","Barra",,
"Barcode","Código de barras",,
"Bootstrap icon name, see https://icons.getbootstrap.com/","Nombre del icono Bootstrap, ver https://icons.getbootstrap.com/",,
"CRM","CRM",,
"CRM config","Configuración CRM",,
"Chart","Gráfico",,
"Chart 1","Gráfico 1",,
"Chart 2","Gráfico 2",,
"Chart 3","Gráfico 3",,
"Chart 4","Gráfico 4",,
"Chart type","Tipo de gráfico",,
"Chart.indicator","Indicador",,
"Config CRM","Config CRM",,
"Config DMS","Config DMS",,
"Config HR","Config RRHH",,
"Config Helpdesk","Config Soporte",,
"Config Intervention","Config Intervención",,
"Config Maintenance","Config Mantenimiento",,
"Config Production","Config Producción",,
"Config Project","Config Proyecto",,
"Config Purchase","Config Compras",,
"Config Quality","Config Calidad",,
"Config Sale","Config Ventas",,
"Config Stock","Config Inventario",,
"Current Android build","Versión actual de Android",,
"Custom field","Campo personalizado",,
"Custom menu entry","Entrada de menú personalizada",,
"Customize menus","Personalizar menús",,
"Customize translations","Personalizar traducciones",,
"DMS","DMS",,
"DMS config","Configuración DMS",,
"DMS root on the mobile application","Raíz DMS en la aplicación móvil",,
"DMSFile added to favorites successfully","Archivo DMS añadido a favoritos correctamente",,
"DMSFile removed from favorites successfully","Archivo DMS eliminado de favoritos correctamente",,
"Dashboard management","Gestión del tablero",,
"Default DMS root on the mobile application","Raíz DMS predeterminada en la aplicación móvil",,
"Default detection for QI","Detección predeterminada para QI",,
"Default detection id for QI","ID de detección predeterminada para QI",,
"Defines the default value to be used for detection when creating quality improvement sheets on the mobile application.","Define el valor predeterminado a utilizar para la detección al crear hojas de mejora de calidad en la aplicación móvil.",,
"Defines whether products from the configurator are to be displayed on the mobile application or not.","Define si los productos del configurador se mostrarán o no en la aplicación móvil.",,
"Defines whether variants are managed with the generic product or directly by the variant product. If the configuration is activated, you must go through the generic product to select a variant, otherwise all variants are displayed and selectable on the application.","Define si las variantes se gestionan con el producto genérico o directamente por el producto variante. Si la configuración está activada, debe acceder al producto genérico para seleccionar una variante, de lo contrario todas las variantes se muestran y son seleccionables en la aplicación.",,
"Donut","Dona",,
"Enable addition of new lines in customer delivery.","Habilitar la adición de nuevas líneas en la entrega a clientes.",,
"Enable addition of new lines in supplier arrival.","Habilitar la adición de nuevas líneas en la recepción de proveedor.",,
"Enable app","Habilitar aplicación",,
"Enable default stock location management","Habilitar gestión de ubicación de inventario predeterminada",,
"Enable inventory validation.","Habilitar validación de inventario.",,
"Enable line addition","Habilitar adición de líneas",,
"Enable line verification","Habilitar verificación de líneas",,
"Enable line verification on customer deliveries","Habilitar verificación de líneas en entregas a clientes",,
"Enable line verification on internal moves","Habilitar verificación de líneas en movimientos internos",,
"Enable line verification on inventories","Habilitar verificación de líneas en inventarios",,
"Enable line verification on supplier arrivals","Habilitar verificación de líneas en recepciones de proveedor",,
"Enable project invoicing","Habilitar facturación de proyectos",,
"Enable stock correction validation.","Habilitar validación de corrección de inventario.",,
"Enable the user to create a new menu entry with custom title, icon and order.","Permitir al usuario crear una nueva entrada de menú con título, icono y orden personalizados.",,
"Enable tracker messages.","Habilitar mensajes de seguimiento.",,
"Enable validation","Habilitar validación",,
"Enables favorites management on the mobile application. Users will have access to a favorites menu with their saved files and a new menu for each favorite folder for quick access.","Habilita la gestión de favoritos en la aplicación móvil. Los usuarios tendrán acceso a un menú de favoritos con sus archivos guardados y un nuevo menú para cada carpeta favorita para acceso rápido.",,
"Enabling this setting, allows you to see on the mobile application the comments and changes that are tracked on the web application.","Al activar esta configuración, podrá ver en la aplicación móvil los comentarios y cambios registrados en la aplicación web.",,
"Expenses","Gastos",,
"Favourite files","Archivos favoritos",,
"Favourite folders","Carpetas favoritas",,
"Fields to show on timesheet","Campos a mostrar en la hoja de horas",,
"Files","Archivos",,
"Folders","Carpetas",,
"For each of the following features, if configuration is enabled, users will be asked to confirm the tracking number or product of the line before accessing the details screen. If the setting is disabled, they will be able to access the details screen directly.","Para cada una de las siguientes funciones, si la configuración está habilitada, se pedirá a los usuarios que confirmen el número de seguimiento o el producto de la línea antes de acceder a la pantalla de detalles. Si la configuración está deshabilitada, podrán acceder directamente a la pantalla de detalles.",,
"General","General",,
"General configuration","Configuración general",,
"Generate QR Code","Generar código QR",,
"Generate barcode","Generar código de barras",,
"HR","RRHH",,
"HR config","Configuración RRHH",,
"Helpdesk","Soporte",,
"Helpdesk config","Configuración de soporte",,
"Icon name","Nombre del icono",,
"If no role selected, everyone can use this feature. Else, only roles selected have the ability to use this feature.","Si no se selecciona ningún rol, todos pueden usar esta función. De lo contrario, solo los roles seleccionados tienen la capacidad de usar esta función.",,
"If this configuration is enabled, users can add new lines to the enabled feature on mobile application.","Si esta configuración está habilitada, los usuarios pueden añadir nuevas líneas a la función habilitada en la aplicación móvil.",,
"If this configuration is enabled, users will be able to directly validate the enabled feature on mobile application.","Si esta configuración está habilitada, los usuarios podrán validar directamente la función habilitada en la aplicación móvil.",,
"Indicates the minimal required version of the mobile application. If the user's version is different than the one indicated, the mobile app will require the user to update to have access to the app.","Indica la versión mínima requerida de la aplicación móvil. Si la versión del usuario es diferente a la indicada, la aplicación móvil requerirá que el usuario actualice para tener acceso a la aplicación.",,
"Intervention","Intervención",,
"Intervention config","Configuración de intervención",,
"Key","Clave",,
"Line","Línea",,
"List of active menus for this application. Menus need to be added to this list to make them accessible on the mobile application. Once a menu has been added, you can restrict access to it to the associated roles.","Lista de menús activos para esta aplicación. Los menús deben añadirse a esta lista para hacerlos accesibles en la aplicación móvil. Una vez añadido un menú, puede restringir el acceso a los roles asociados.",,
"List of roles that have access to this application. If the field is empty then everyone has access to the application. If it contains at least one role then only users with one of the roles present have access to the application.","Lista de roles con acceso a esta aplicación. Si el campo está vacío, todos tienen acceso a la aplicación. Si contiene al menos un rol, solo los usuarios con uno de los roles presentes tienen acceso a la aplicación.",,
"List of roles with access to this menu. If the field is empty, then everyone has access to the menu. If it contains at least one role, then only users with one of the roles present have access to the menu. However, if the application itself has restrictions on roles, then the user must have a role included in the authorized roles for the application concerned, as well as a role entered in this field.","Lista de roles con acceso a este menú. Si el campo está vacío, todos tienen acceso al menú. Si contiene al menos un rol, solo los usuarios con uno de los roles presentes tienen acceso al menú. Sin embargo, si la propia aplicación tiene restricciones de roles, el usuario debe tener un rol incluido en los roles autorizados para la aplicación en cuestión, así como un rol en este campo.",,
"Maintenance","Mantenimiento",,
"Maintenance config","Configuración de mantenimiento",,
"Manage carrier option","Gestionar opción de transportista",,
"Manuf order","Orden de fabricación",,
"Manufacturing","Fabricación",,
"Manufacturing operation","Operación de fabricación",,
"Menu","Menú",,
"Menu name","Nombre del menú",,
"Menu order","Orden del menú",,
"Menu title","Título del menú",,
"Menu translation","Traducción del menú",,
"Menu type","Tipo de menú",,
"Menus config","Configuración de menús",,
"Minimal required version of the mobile application.","Versión mínima requerida de la aplicación móvil.",,
"Mobile Chart","Gráfico móvil",,
"Mobile Menu","Menú móvil",,
"Mobile Menus","Menús móviles",,
"Mobile app","Aplicación móvil",,
"Mobile apps","Aplicaciones móviles",,
"Mobile chart","Gráfico móvil",,
"Mobile config","Configuración móvil",,
"Mobile dashboard","Tablero móvil",,
"Mobile dashboard line","Línea de tablero móvil",,
"Mobile dashboard line list","Lista de líneas de tablero móvil",,
"Mobile dashboard lines","Líneas de tablero móvil",,
"Mobile dashboard list","Lista de tableros móviles",,
"Mobile dashboards","Tableros móviles",,
"Mobile menus and screens have been created.","Los menús y pantallas móviles han sido creados.",,
"Mobile screen","Pantalla móvil",,
"Mobile screens","Pantallas móviles",,
"Mobile shortcut","Acceso directo móvil",,
"Mobile shortcut list","Lista de accesos directos móviles",,
"Mobile shortcuts","Accesos directos móviles",,
"Mobile tracebacks","Trazas de error móviles",,
"Mobile translations","Traducciones móviles",,
"Mobile web view","Vista web móvil",,
"Mobile web views","Vistas web móviles",,
"Name","Nombre",,
"None","Ninguno",,
"On customer deliveries","En entregas a clientes",,
"On internal moves","En movimientos internos",,
"On inventories","En inventarios",,
"On stock corrections","En correcciones de inventario",,
"On supplier arrivals","En recepciones de proveedor",,
"Parent application","Aplicación padre",,
"Parent application of the dashboard menu entry.","Aplicación padre de la entrada de menú del tablero.",,
"Parent application of the menu entry.","Aplicación padre de la entrada de menú.",,
"Parent menu name","Nombre del menú padre",,
"Pie","Circular",,
"Production config","Configuración de producción",,
"Project","Proyecto",,
"Project config","Configuración de proyecto",,
"Project task","Tarea de proyecto",,
"Purchase","Compras",,
"Purchase config","Configuración de compras",,
"Quality","Calidad",,
"Quality config","Configuración de calidad",,
"Query","Consulta",,
"Reporting to display","Informe a mostrar",,
"Response","Respuesta",,
"Response of the query for settings","Respuesta de la consulta de configuración",,
"Response of the query of the chart","Respuesta de la consulta del gráfico",,
"Run","Ejecutar",,
"Sale","Ventas",,
"Sale config","Configuración de ventas",,
"Saves the current build of the mobile application linked to this instance. If the user is behind the minimum required version, he'll be prompted to download the version saved here.","Guarda la versión actual de la aplicación móvil vinculada a esta instancia. Si el usuario tiene una versión inferior a la mínima requerida, se le pedirá que descargue la versión guardada aquí.",,
"Screen","Pantalla",,
"Screen name","Nombre de pantalla",,
"See web views","Ver vistas web",,
"Select all menus","Seleccionar todos los menús",,
"Separator","Separador",,
"Set the default DMS root for all users on the mobile application. If no value is entered, the global root will be used. If the user has a specific value, this field will be ignored.","Establecer la raíz DMS predeterminada para todos los usuarios en la aplicación móvil. Si no se introduce ningún valor, se utilizará la raíz global. Si el usuario tiene un valor específico, este campo será ignorado.",,
"Shortcut management","Gestión de accesos directos",,
"Shortcuts display","Visualización de accesos directos",,
"Show charts","Mostrar gráficos",,
"Show configurator products","Mostrar productos del configurador",,
"Show generic product","Mostrar producto genérico",,
"Stock","Inventario",,
"Stock config","Configuración de inventario",,
"Submenu","Submenú",,
"Submenu needs a parent menu.","El submenú necesita un menú padre.",,
"Technical name","Nombre técnico",,
"Technical name should be the menu key used in module export on mobile application.","El nombre técnico debe ser la clave del menú utilizada en la exportación del módulo en la aplicación móvil.",,
"There is an error with the query : \n","Hay un error con la consulta : \n",,
"This configuration allows all users to access their inbox.","Esta configuración permite a todos los usuarios acceder a su bandeja de entrada.",,
"Timesheets","Hojas de horas",,
"Title","Título",,
"Types of products to display","Tipos de productos a mostrar",,
"Url","URL",,
"Usable on shortcut","Utilizable en acceso directo",,
"Use custom chart","Usar gráfico personalizado",,
"Use qrCode for user connection","Usar código QR para la conexión de usuario",,
"Used to define the EDM root for the user on the mobile application. If no value is entered, the value defined in the mobile application configuration will be used.","Se utiliza para definir la raíz EDM para el usuario en la aplicación móvil. Si no se introduce ningún valor, se utilizará el valor definido en la configuración de la aplicación móvil.",,
"User","Usuario",,
"View dashboards","Ver tableros",,
"View tracebacks","Ver trazas de error",,
"Visible in mobile application","Visible en la aplicación móvil",,
"You do not have access to this record","No tiene acceso a este registro",,
"all","todos",,
"isOneLineShortcut.Grid","Cuadrícula",,
"mobileMenu.Order","Orden",,
"value:Axelor Mobile Settings","Configuración de Axelor Móvil",,
