"key","message","comment","context"
"Email template that will be sent for task reminders.","Plantilla de correo electrónico que se enviará para los recordatorios de tareas.",,
"Email template that will be sent when guests are added to meetings.","Plantilla de correo electrónico que se enviará cuando se agreguen invitados a las reuniones.",,
"Email template that will be sent when guests are removed from meetings.","Plantilla de correo electrónico que se enviará cuando se eliminen invitados de las reuniones.",,
"Emails","Correos electrónicos",,
"Employee","Empleado",,
"Enable corporate partner","Activar socio corporativo",,
"Enable search functionality","Activar funcionalidad de búsqueda",,
"End","Fin",,
"End date","Fecha de fin",,
"Enterprise","Empresa",,
"Enterprise Name","Nombre de empresa",,
"Enterprise name","Nombre de empresa",,
"Error in lead conversion","Error en la conversión del prospecto",,
"Event","Evento",,
"Event Categories","Categorías de eventos",,
"Event Dashboard 1","Panel de eventos 1",,
"Event categories","Categorías de eventos",,
"Event category","Categoría de evento",,
"Event configuration categories","Categorías de configuración de eventos",,
"Event filters","Filtros de eventos",,
"Event monitoring","Seguimiento de eventos",,
"Event reminder","Recordatorio de evento",,
"Event reminder %s","Recordatorio de evento %s",,
"Event reminder batch","Lote de recordatorios de eventos",,
"Event reminder page","Página de recordatorio de evento",,
"Event reminder template","Plantilla de recordatorio de evento",,
"Event reminders","Recordatorios de eventos",,
"Event's reminder's generation's reporting :","Informe de generación de recordatorios de eventos :",,
"Events","Eventos",,
"Events by saleman","Eventos por comercial",,
"Events by salesman","Eventos por comercial",,
"Events by team","Eventos por equipo",,
"Every %d days","Cada %d días",,
"Every %d months the %d","Cada %d meses el %d",,
"Every %d weeks","Cada %d semanas",,
"Every %d years the %s","Cada %d años el %s",,
"Every day","Cada día",,
"Every month","Cada mes",,
"Every month the","Cada mes el",,
"Every week","Cada semana",,
"Every year","Cada año",,
"Every year the","Cada año el",,
"Expected close date","Fecha prevista de cierre",,
"Expected duration of recurring revenue (in months)","Duración prevista de los ingresos recurrentes (en meses)",,
"Factor","Factor",,
"Fetch limit","Límite de recuperación",,
"Fetch limit for this batch. 0 will not be taken into account. In this case, the value configured in app Base will be used.","Límite de recuperación para este lote. El valor 0 no se tendrá en cuenta. En ese caso, se utilizará el valor configurado en la aplicación Base.",,
"Fidelity","Fidelidad",,
"Fill from Sirene API","Completar desde API Sirene",,
"First name","Nombre",,
"Follow up","Seguimiento",,
"Follow-up","Seguimiento",,
"For all","Para todos",,
"For me","Para mí",,
"Fr","Vi",,
"Free text","Texto libre",,
"From Date","Desde la fecha",,
"From date","Desde fecha",,
"Full name","Nombre completo",,
"Function","Función",,
"Gender","Sexo",,
"General information","Información general",,
"Generate CRM configurations","Generar configuraciones CRM",,
"Generate opportunity ?","¿Generar oportunidad?",,
"Groups Assignable","Grupos asignables",,
"Guests","Invitados",,
"High","Alto",,
"Historical Period","Período histórico",,
"Hours","Horas",,
"If this box is checked, the content of the description field from a lead or a customer record will be automatically copied to newly created opportunities linked to this lead or customer.","Si esta casilla está marcada, el contenido del campo de descripción de un prospecto o de un registro de cliente se copiará automáticamente en las nuevas oportunidades vinculadas a este prospecto o cliente.",,
"Image","Imagen",,
"In order to make this field working a format is needed, see example: example1.com,example2.fr,example.exemple.com","Para que este campo funcione se necesita un formato, ver ejemplo: example1.com,example2.fr,example.exemple.com",,
"Inbound","Entrante",,
"Industry","Industria",,
"Industry Sector","Sector industrial",,
"Industry sector","Sector industrial",,
"Industry sectors","Sectores industriales",,
"Information","Información",,
"Input location please","Ingrese la ubicación",,
"Internal partner","Socio interno",,
"Is already convert from lead","Ya fue convertido desde un prospecto",,
"Job Title","Cargo",,
"Key account","Cuenta clave",,
"Key accounts","Cuentas clave",,
"Last event date","Fecha del último evento",,
"Last name","Apellido",,
"Last visit date","Fecha de última visita",,
"Lead","Prospecto",,
"Lead Dashboard 1","Panel de prospectos 1",,
"Lead Scoring","Puntuación de prospectos",,
"Lead converted","Prospecto convertido",,
"Lead created","Prospecto creado",,
"Lead filters","Filtros de prospectos",,
"Lead not found.","Prospecto no encontrado.",,
"Lead scoring","Puntuación de prospectos",,
"Lead status","Estado del prospecto",,
"Lead with same domain name","Prospectos con el mismo nombre de dominio",,
"Lead.address_information","Información de dirección",,
"Lead.company","Empresa",,
"Lead.email","Correo electrónico",,
"Lead.header","Encabezado",,
"Lead.industry","Industria",,
"Lead.lead_owner","Propietario del prospecto",,
"Lead.name","Nombre",,
"Lead.phone","Teléfono",,
"Lead.source","Origen",,
"Lead.status","Estado",,
"Lead.title","Título",,
"Leads","Prospectos",,
"Leads Source","Origen de prospectos",,
"Leads by Country","Prospectos por país",,
"Leads by Salesperson by Status","Prospectos por comercial por estado",,
"Leads by Source","Prospectos por origen",,
"Leads by Team by Status","Prospectos por equipo por estado",,
"Leads monitoring","Seguimiento de prospectos",,
"Leads status management","Gestión de estados de prospectos",,
"Limit Date","Fecha límite",,
"Lose","Perder",,
"Loss confirmation","Confirmación de pérdida",,
"Lost lead status","Estado del prospecto perdido",,
"Lost reason","Motivo de pérdida",,
"Lost reasons","Motivos de pérdida",,
"Low","Bajo",,
"Main Contact","Contacto principal",,
"Main company","Empresa principal",,
"Manage catalogs","Gestionar catálogos",,
"Manage recurring opportunities","Gestionar oportunidades recurrentes",,
"Manage statuses on prospect partner","Gestionar estados en el socio prospecto",,
"Manager","Gerente",,
"Mapping","Mapeo",,
"Mappings","Mapeos",,
"Marketing","Marketing",,
"Marketing campaign","Campaña de marketing",,
"Meeting","Reunión",,
"Meeting Event (${ fullName })","Evento de reunión (${ fullName })",,
"Meeting Event(${ fullName})","Evento de reunión (${ fullName })",,
"Meeting filters","Filtros de reuniones",,
"Meeting reminder template","Plantilla de recordatorio de reunión",,
"Meeting's date changed template","Plantilla de cambio de fecha de reunión",,
"Meeting's guest added template","Plantilla de invitado agregado a reunión",,
"Meeting's guest deleted template","Plantilla de invitado eliminado de reunión",,
"Meetings","Reuniones",,
"Members","Miembros",,
"Memo","Memo",,
"Merge duplicated","Fusionar duplicados",,
"Minutes","Minutos",,
"Mo","Lu",,
"Mobile number","Número de móvil",,
"Month","Mes",,
"Monthly","Mensual",,
"Months","Meses",,
"My Best Open Deals","Mis mejores oportunidades abiertas",,
"My CRM events","Mis eventos CRM",,
"My Calendar","Mi calendario",,
"My Calls","Mis llamadas",,
"My Closed Opportunities","Mis oportunidades cerradas",,
"My Current Leads","Mis prospectos actuales",,
"My Key accounts","Mis cuentas clave",,
"My Leads","Mis prospectos",,
"My Meetings","Mis reuniones",,
"My Open Opportunities","Mis oportunidades abiertas",,
"My Opportunities","Mis oportunidades",,
"My Planned Activities","Mis actividades planificadas",,
"My Project Tasks","Mis tareas de proyecto",,
"My Tasks","Mis tareas",,
"My Team Best Open Deals","Mejores oportunidades abiertas de mi equipo",,
"My Team Calls","Llamadas de mi equipo",,
"My Team Closed Opportunities","Oportunidades cerradas de mi equipo",,
"My Team Key accounts","Cuentas clave de mi equipo",,
"My Team Leads","Prospectos de mi equipo",,
"My Team Meetings","Reuniones de mi equipo",,
"My Team Open Opportunities","Oportunidades abiertas de mi equipo",,
"My Today Calls","Mis llamadas de hoy",,
"My Today Tasks","Mis tareas de hoy",,
"My Upcoming Meetings","Mis próximas reuniones",,
"My Upcoming Tasks","Mis próximas tareas",,
"My events","Mis eventos",,
"My leads","Mis prospectos",,
"My opportunities","Mis oportunidades",,
"My past events","Mis eventos pasados",,
"My plan activities","Mis actividades planificadas",,
"My prospects","Mis prospectos",,
"My team opportunities","Oportunidades de mi equipo",,
"My upcoming events","Mis próximos eventos",,
"My.Calendar.CRM","Mis eventos CRM",,
"Name","Nombre",,
"Next scheduled event date","Fecha del próximo evento programado",,
"Next stage","Siguiente etapa",,
"No","No",,
"No contact creation","Sin creación de contacto",,
"No template created in CRM configuration for company %s, emails have not been sent","No se creó ninguna plantilla en la configuración CRM para la empresa %s, no se han enviado correos electrónicos",,
"Non-participant","No participante",,
"None","Ninguno",,
"Normal","Normal",,
"Note","Nota",,
"Note Event (${ fullName })","Evento de nota (${ fullName })",,
"Note Event(${ fullName})","Evento de nota (${ fullName })",,
"Number of employees","Número de empleados",,
"Nurturing","Nutrición",,
"OK","OK",,
"Objective %s is in contradiction with objective's configuration %s","El objetivo %s está en contradicción con la configuración del objetivo %s",,
"Objectives' generation's reporting :","Informe de generación de objetivos :",,
"Office name","Nombre de la oficina",,
"Ok","Ok",,
"Only pdf files are allowed","Solo se permiten archivos PDF",,
"Open","Abierto",,
"Open Cases by Agents","Casos abiertos por agente",,
"Open Opportunities","Oportunidades abiertas",,
"Open the list of results","Abrir la lista de resultados",,
"Opened leads","Prospectos abiertos",,
"Opened opportunities","Oportunidades abiertas",,
"Opened prospects","Prospectos abiertos",,
"Operation mode","Modo de operación",,
"Opportunities","Oportunidades",,
"Opportunities By Origin By Stage","Oportunidades por origen por etapa",,
"Opportunities By Partner","Oportunidades por socio",,
"Opportunities By Sale Stage","Oportunidades por etapa de venta",,
"Opportunities By Source","Oportunidades por origen",,
"Opportunities Won By Lead Source","Oportunidades ganadas por origen del prospecto",,
"Opportunities Won By Salesman","Oportunidades ganadas por comercial",,
"Opportunities Won By Salesperson","Oportunidades ganadas por vendedor",,
"Opportunities filters","Filtros de oportunidades",,
"Opportunities monitoring","Seguimiento de oportunidades",,
"Opportunities status management","Gestión de estados de oportunidades",,
"Opportunity","Oportunidad",,
"Opportunity created","Oportunidad creada",,
"Opportunity lost","Oportunidad perdida",,
"Opportunity scoring","Puntuación de oportunidad",,
"Opportunity status","Estado de oportunidad",,
"Opportunity statuses","Estados de oportunidad",,
"Opportunity type","Tipo de oportunidad",,
"Opportunity types","Tipos de oportunidad",,
"Opportunity won","Oportunidad ganada",,
"Optional participant","Participante opcional",,
"Order by state","Ordenar por estado",,
"Organization","Organización",,
"Other opportunities","Otras oportunidades",,
"Outbound","Saliente",,
"Over 10000","Más de 10000",,
"PDF file","Archivo PDF",,
"Parent event","Evento padre",,
"Parent lead is missing.","El prospecto padre no está definido.",,
"Partner","Socio",,
"Partner Type","Tipo de socio",,
"Partner status","Estado del socio",,
"Partner types","Tipos de socio",,
"Partners","Socios",,
"Past activity","Actividad pasada",,
"Periodicity must be greater than 0","La periodicidad debe ser mayor que 0",,
"Phone number","Número de teléfono",,
"Picture","Imagen",,
"Pipeline","Embudo de ventas",,
"Pipeline by Stage and Type","Embudo de ventas por etapa y tipo",,
"Pipeline next 90 days","Embudo de ventas próximos 90 días",,
"Planned","Planificado",,
"Please complete the contact address.","Por favor complete la dirección del contacto.",,
"Please complete the partner address.","Por favor complete la dirección del socio.",,
"Please configure all templates in CRM configuration for company %s","Por favor configure todas las plantillas en la configuración CRM para la empresa %s",,
"Please configure information for CRM for company %s","Por favor configure la información CRM para la empresa %s",,
"Please fill closed lost opportunity status in App CRM configuration.","Por favor defina el estado de oportunidad cerrada perdida en la configuración de la App CRM.",,
"Please fill closed lost partner status in App CRM configuration.","Por favor defina el estado de socio cerrado perdido en la configuración de la App CRM.",,
"Please fill closed win opportunity status in App CRM configuration.","Por favor defina el estado de oportunidad cerrada ganada en la configuración de la App CRM.",,
"Please fill closed win partner status in App CRM configuration.","Por favor defina el estado de socio cerrado ganado en la configuración de la App CRM.",,
"Please fill converted lead status in App CRM configuration.","Por favor defina el estado del prospecto convertido en la configuración de la App CRM.",,
"Please fill default lead status in App CRM configuration.","Por favor defina el estado predeterminado del prospecto en la configuración de la App CRM.",,
"Please fill default opportunity status in App CRM configuration.","Por favor defina el estado predeterminado de la oportunidad en la configuración de la App CRM.",,
"Please fill default partner status in App CRM configuration.","Por favor defina el estado predeterminado del socio en la configuración de la App CRM.",,
"Please fill lost lead status in App CRM configuration.","Por favor defina el estado del prospecto perdido en la configuración de la App CRM.",,
"Please fill sales proposition status in App CRM configuration.","Por favor defina el estado de propuesta de ventas en la configuración de la App CRM.",,
"Please make sure the opportunity was saved before generating the contract.","Por favor asegúrese de que la oportunidad fue guardada antes de generar el contrato.",,
"Please save the event before setting the recurrence","Por favor guarde el evento antes de definir la recurrencia",,
"Please select a lead","Por favor seleccione un prospecto",,
"Please set an active company for user %s","Por favor configure una empresa activa para el usuario %s",,
"Present","Presente",,
"Primary address","Dirección principal",,
"Primary key","Clave primaria",,
"Primary keys","Claves primarias",,
"Priority","Prioridad",,
"Probability","Probabilidad",,
"Probability (%)","Probabilidad (%)",,
"Probability(%) :","Probabilidad(%) :",,
"Prospect","Prospecto",,
"Prospect not found.","Prospecto no encontrado.",,
"Prospect status","Estado del prospecto",,
"Prospect won and became client.","El prospecto fue ganado y se convirtió en cliente.",,
"Prospects","Prospectos",,
"Prospects status managment","Gestión de estados de prospectos",,
"Realized","Realizado",,
"Received emails","Correos electrónicos recibidos",,
"Recent activity","Actividad reciente",,
"Recent lost deals","Oportunidades perdidas recientemente",,
"Recently created opportunities","Oportunidades creadas recientemente",,
"Recurrence","Recurrencia",,
"Recurrence assistant","Asistente de recurrencia",,
"Recurrence configuration","Configuración de recurrencia",,
"Recurrence name","Nombre de recurrencia",,
"Recurrent","Recurrente",,
"Recurrent amount","Importe recurrente",,
"Recurring end date","Fecha de fin de recurrencia",,
"Recurring start date","Fecha de inicio de recurrencia",,
"Reference","Referencia",,
"References","Referencias",,
"Rejection of calls","Rechazo de llamadas",,
"Rejection of e-mails","Rechazo de correos electrónicos",,
"Related Contacts","Contactos relacionados",,
"Related to","Relacionado con",,
"Related to select","Relativo a",,
"Reminded","Recordatorio enviado",,
"Reminder","Recordatorio",,
"Reminder Templates","Plantillas de recordatorios",,
"Reminder(s) treated","Recordatorio(s) tratado(s)",,
"Reminders","Recordatorios",,
"Repeat every","Repetir cada",,
"Repeat every:","Repetir cada :",,
"Repeat the:","Repetir el :",,
"Repetitions number","Número de repeticiones",,
"Reportings","Informes",,
"Reports","Informes",,
"Requests","Solicitudes",,
"Required participant","Participante requerido",,
"ResearchRequest.title","Solicitud",,
"Reset","Restablecer",,
"Roles","Roles",,
"Sa","Sá",,
"Sale quotation","Cotización de venta",,
"Sale quotations/orders","Cotizaciones/pedidos de venta",,
"Sales Stage","Etapa de ventas",,
"Sales pipeline follow-up","Seguimiento del embudo de ventas",,
"Sales proposition step","Etapa de propuesta de ventas",,
"Sales stage","Etapa de ventas",,
"Salesman","Comercial",,
"Salesperson","Vendedor",,
"Salesperson user","Usuario vendedor",,
"Saving this partner will convert the lead!","¡Guardar este socio convertirá el prospecto!",,
"Schedule Event","Evento programado",,
"Schedule Event (${ fullName })","Evento programado (${ fullName })",,
"Schedule Event(${ fullName})","Evento programado (${ fullName })",,
"Score","Puntuación",,
"Score :","Puntuación :",,
"Search","Buscar",,
"Select Contact","Seleccionar contacto",,
"Select Partner","Seleccionar socio",,
"Select existing contact","Seleccionar contacto existente",,
"Select existing partner","Seleccionar socio existente",,
"Select partner type to create:","Seleccionar tipo de socio a crear:",,
"Send Email","Enviar correo electrónico",,
"Sending date","Fecha de envío",,
"Sent emails","Correos electrónicos enviados",,
"Sent opportunities","Oportunidades enviadas",,
"Sequence","Secuencia",,
"Show PDF","Mostrar PDF",,
"Show Partner","Ver socio",,
"Show all events","Mostrar todos los eventos",,
"Show the events","Ver los eventos",,
"Show the opportunities","Ver las oportunidades",,
"Size","Tamaño",,
"Some user groups","Algunos grupos de usuarios",,
"Source","Origen",,
"Source description","Descripción del origen",,
"Start date","Fecha de inicio",,
"Status","Estado",,
"Status description","Descripción del estado",,
"Su","Do",,
"Subcontractor","Subcontratista",,
"Supplier","Proveedor",,
"Tags","Etiquetas",,
"Take charge","Tomar a cargo",,
"Take in charge","Tomar a cargo",,
"Task","Tarea",,
"Task Event (${ fullName })","Evento de tarea (${ fullName })",,
"Task Event(${ fullName})","Evento de tarea (${ fullName })",,
"Task reminder template","Plantilla de recordatorio de tarea",,
"Tasks filters","Filtros de tareas",,
"Tb Opportunities 1","Panel oportunidades 1",,
"Tb Opportunities 2","Panel oportunidades 2",,
"Team","Equipo",,
"Teams","Equipos",,
"Template","Plantilla",,
"Th","Ju",,
"The end date must be after the start date","La fecha de fin debe ser posterior a la fecha de inicio",,
"The number of repetitions must be greater than 0","El número de repeticiones debe ser mayor que 0",,
"There's no configured sequence for opportunities for the company %s","No hay ninguna secuencia configurada para las oportunidades de la empresa %s",,
"These opportunities have been found for the same prospect, would you like to close it (closed losed) ?","Se han encontrado estas oportunidades para el mismo prospecto, ¿desea cerrarlas (cerrado perdido)?",,
"These statuses are essential to the operation of the process, they can be renamed but cannot be deleted.","Estos estados son esenciales para el funcionamiento del proceso; pueden renombrarse pero no eliminarse.",,
"This configuration defines whether clients can be assigned to all software users, or only to users belonging to certain groups. These groups can be selected when choosing the Certain user groups option.","Esta configuración define si los clientes pueden asignarse a todos los usuarios del software, o solo a los usuarios pertenecientes a ciertos grupos. Estos grupos se pueden seleccionar al elegir la opción Ciertos grupos de usuarios.",,
"This configuration enables a search tool in the CRM, which allows querying multiple object types (opportunities, leads, events, etc.) using keywords and a configurable mapping.","Esta configuración activa una herramienta de búsqueda en el CRM, que permite consultar múltiples tipos de objetos (oportunidades, prospectos, eventos, etc.) mediante palabras clave y un mapeo configurable.",,
"This configuration enables a search tool to be activated in CRM, which allows queries to be made on multiple object types (opportunities, leads, events, etc...), using keywords and configurable mapping.","Esta configuración permite activar una herramienta de búsqueda en el CRM, que permite realizar consultas sobre múltiples tipos de objetos (oportunidades, prospectos, eventos, etc.), utilizando palabras clave y un mapeo configurable.",,
"This configuration enables agency management. These are commercial agencies, allowing leads and customers to be linked to agencies.","Esta configuración activa la gestión de agencias. Se trata de agencias comerciales que permiten vincular prospectos y clientes a agencias.",,
"This configuration enables catalog management. It allows adding sales catalogs in PDF format that can be viewed from the application.","Esta configuración activa la gestión de catálogos. Permite agregar catálogos de ventas en formato PDF que pueden consultarse desde la aplicación.",,
"This configuration enables catalog management. It allows you to add sales catalogs in pdf format that can be consulted from the application.","Esta configuración activa la gestión de catálogos. Permite agregar catálogos de ventas en formato PDF que pueden consultarse desde la aplicación.",,
"This configuration enables corporate partner management in the CRM. It will then be possible to create partner-type third parties, useful when managing a partner network.","Esta configuración activa la gestión de socios corporativos en el CRM. Permitirá crear terceros de tipo socio, útil cuando se gestiona una red de socios.",,
