"key","message","comment","context"
"ForecastLine.estimatedDate","Fecha estimada",,
"ForecastLine.relatedToName","Referencia",,
"ForecastLine.type","Tipo",,
"ForecastLineType.in","Entrada",,
"ForecastLineType.out","Salida",,
"ForecastOpportunitiesType.base","Base",,
"ForecastOpportunitiesType.best","Mejor caso",,
"ForecastOpportunitiesType.no","No",,
"ForecastOpportunitiesType.worst","Peor caso",,
"ForecastRecap.bankDetailsIban","IBAN",,
"ForecastRecap.calculationDate","Fecha de cálculo",,
"ForecastRecap.company","Empresa",,
"ForecastRecap.currency","Moneda",,
"ForecastRecap.endingBalance","Saldo final",,
"ForecastRecap.fromDate","Desde",,
"ForecastRecap.operationDetails","Detalles de operación",,
"ForecastRecap.opportunitiesTypeSelect","Tener en cuenta las oportunidades",,
"ForecastRecap.startingBalance","Saldo inicial",,
"ForecastRecap.title","Plan de tesorería estimado",,
"ForecastRecap.toDate","Hasta",,
"ForecastRecapLine.balance","Saldo acumulado",,
"ForecastRecapLine.relatedToSelect","Tipo de objeto",,
"Forecasts","Pronósticos",,
"Forecasts generated","Pronósticos generados",,
"Forecasts in out total","Pronóstico de tesorería total",,
"From","Desde",,
"From Date","Fecha desde",,
"Functional origin","Origen funcional",,
"Generate","Generar",,
"IBAN / BBAN","IBAN / BBAN",,
"Invalid dates","Fechas inválidas",,
"Invoice","Factura",,
"Is complete","Está completo",,
"Journals to take into account","Diarios a tener en cuenta",,
"Line","Línea",,
"Lines","Líneas",,
"Manual Forecast","Pronóstico manual",,
"Manual forecasts","Pronósticos manuales",,
"Marges","Márgenes",,
"Month","Mes",,
"Move","Movimiento",,
"Name","Nombre",,
"No","No",,
"No move type found for element : %s","No se encontró tipo de movimiento para el elemento: %s",,
"Operation type","Tipo de operación",,
"Opportunity","Oportunidad",,
"Pay Day","Día de pago",,
"Payment mode","Modo de pago",,
"Periodicity","Periodicidad",,
"Please fill periodicity.","Por favor, complete la periodicidad.",,
"Please select a company","Por favor, seleccione una empresa",,
"Populate","Completar",,
"Previsional Marges","Márgenes previsionales",,
"Previsional Sales","Ventas previsionales",,
"Previsional Spending","Gastos previsionales",,
"Purchase order","Orden de compra",,
"Realization date","Fecha de realización",,
"Reason","Motivo",,
"Reference","Referencia",,
"Related to select","Relacionado con",,
"Salary","Salario",,
"Sale order","Pedido de venta",,
"Sales","Ventas",,
"Salesperson","Vendedor",,
"Seq.","Sec.",,
"Sequence","Secuencia",,
"Spending","Gastos",,
"Starting Balance","Saldo inicial",,
"Starting date should not be in the past","La fecha de inicio no debe estar en el pasado",,
"Statuses to take into account","Estados a tener en cuenta",,
"Take into account opportunies","Tener en cuenta las oportunidades",,
"The company %s doesn't have any configured sequence for ForcastRecap","La empresa %s no tiene ninguna secuencia configurada para el resumen de pronóstico",,
"The company %s doesn't have any configured sequence for Forecast","La empresa %s no tiene ninguna secuencia configurada para pronóstico",,
"To","Hasta",,
"To Date","Fecha hasta",,
"Type","Tipo",,
"Update","Actualizar",,
"Use for report","Usar en informe",,
"User","Usuario",,
"Value %s is not supported for forecast recap line type.","El valor %s no está soportado para el tipo de línea de resumen de pronóstico.",,
"Week","Semana",,
"Worst","Peor caso",,
"value:Cash management","Gestión de tesorería",,
